NumID,Player ID,Year,Team,G,W,L,SV,HLD,HP,CG,SHO,PCT,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA
1568,1905139,2021,DeNA,2,0,0,0,0,0,0,0,0,39,10,6,0,3,0,6,0,0,1,1,0.9
1569,1905139,2023,DeNA,11,4,4,0,0,0,0,0,0.5,246,59.1,58,5,13,0,61,1,0,23,23,3.49
1570,1905139,2024,DeNA,4,2,0,0,0,0,1,1,1,108,29.2,24,1,2,0,22,0,0,4,4,1.21
1571,1905139,2025,DeNA,6,1,2,0,0,0,0,0,0.333,123,29,31,3,6,0,22,0,0,12,12,3.72
1572,41045136,2018,ORIX,12,6,3,0,0,0,0,0,0.667,291,68.2,60,9,24,4,69,2,0,33,31,4.06
1573,41045136,2019,ORIX,10,3,4,0,0,0,0,0,0.429,219,49.2,48,4,20,1,40,1,0,26,19,3.44
1574,41045136,2020,ORIX,20,4,6,0,0,0,1,1,0.4,512,122.1,102,14,42,7,89,2,0,57,55,4.05
1575,41045136,2021,ORIX,24,8,8,0,0,0,0,0,0.5,608,143.1,137,10,48,5,135,4,1,62,57,3.58
1576,41045136,2022,ORIX,20,9,3,0,0,0,1,1,0.75,513,125,115,12,37,2,92,3,1,41,37,2.66
1577,41045136,2023,ORIX,13,6,4,0,0,0,0,0,0.6,338,81.2,73,9,18,2,64,2,0,31,28,3.09
1578,41045136,2024,ORIX,21,6,8,0,0,0,0,0,0.429,501,117.1,121,10,34,2,87,4,0,51,48,3.68
1579,41045136,2025,ORIX,5,2,2,0,0,0,1,1,0.5,132,32.1,32,4,5,0,27,1,0,14,14,3.9
1580,41045159,2024,Hiroshima,1,0,0,0,1,1,0,0,0,8,2,1,0,1,0,2,0,0,0,0,0
1581,43045155,2022,Seibu,27,0,0,0,2,2,0,0,0,133,31.2,19,2,15,7,26,1,0,14,9,2.56
1582,43045155,2023,Seibu,28,0,1,0,0,0,0,0,0,151,36,20,1,19,7,27,2,0,12,12,3
1583,43045155,2024,Seibu,33,2,9,0,7,8,0,0,0.182,315,72.2,70,4,27,6,48,2,0,31,26,3.22
1584,91095136,2018,Hanshin,6,2,3,0,0,0,0,0,0.4,150,34.2,34,4,14,0,27,1,0,18,14,3.63
1585,91095136,2019,Hanshin,19,3,9,0,1,1,0,0,0.25,474,109.2,115,9,38,0,125,4,0,56,46,3.78
1586,91095136,2020,Hanshin,12,5,4,0,0,0,1,0,0.556,306,76,67,4,17,1,75,1,0,25,21,2.49
1587,91095136,2021,Hanshin,7,4,2,0,0,0,2,2,0.667,181,49,30,1,5,0,55,0,0,10,9,1.65
1588,91095136,2024,Hanshin,5,4,1,0,0,0,0,0,0.8,114,29.2,20,0,4,1,28,1,0,5,5,1.52
1589,61265153,2022,Chunichi,19,6,7,0,0,0,0,0,0.462,462,116.2,79,8,42,4,134,1,0,34,32,2.47
1590,61265153,2023,Chunichi,25,7,11,0,0,0,1,1,0.389,621,146,129,6,51,9,145,8,0,52,41,2.53
1591,61265153,2024,Chunichi,21,12,4,0,0,0,1,1,0.75,569,143.2,107,1,34,4,130,5,0,27,22,1.38
1592,61265153,2025,Chunichi,10,2,5,0,0,0,0,0,0.286,253,61.1,57,2,19,2,50,5,0,26,23,3.38
1593,51055132,2018,Yakult,3,1,1,0,0,0,0,0,0.5,69,15,14,4,8,2,20,0,0,10,5,3
1594,51055132,2019,Yakult,20,4,6,0,0,0,0,0,0.4,438,95.1,99,14,53,8,99,5,0,68,61,5.76
1595,51055132,2020,Yakult,10,1,3,0,0,0,0,0,0.25,212,48,47,6,21,4,51,1,0,24,21,3.94
1596,51055132,2021,Yakult,14,4,1,0,0,1,0,0,0.8,320,78.1,59,9,25,6,80,4,1,25,25,2.87
1597,51055132,2022,Yakult,17,8,2,0,0,0,2,1,0.8,416,102.2,75,9,37,9,113,1,0,32,30,2.63
1598,51055132,2023,Yakult,20,4,9,0,0,0,0,0,0.308,445,101.2,104,20,47,6,94,3,0,53,52,4.6
1599,51055132,2024,Yakult,21,8,9,0,1,1,0,0,0.471,504,115.2,116,12,38,8,106,1,0,55,46,3.58
1600,51055132,2025,Yakult,2,1,1,0,0,0,0,0,0.5,48,12,7,0,6,0,13,2,0,2,2,1.5
1601,71075130,2015,Seibu,8,5,2,0,0,0,1,1,0.714,185,44,32,3,23,4,22,2,1,16,15,3.07
1602,71075130,2016,Seibu,22,4,11,0,0,0,2,1,0.267,529,118,134,10,51,5,89,12,0,73,58,4.42
1603,71075130,2017,Seibu,7,3,4,0,0,0,0,0,0.429,169,39.1,36,3,20,1,30,3,0,20,18,4.12
1604,71075130,2018,Seibu,3,2,1,0,0,0,0,0,0.667,91,20,17,2,13,1,15,1,0,10,10,4.5
1605,71075130,2019,Seibu,21,10,6,0,0,0,1,0,0.625,554,123.2,144,13,47,14,90,7,1,77,62,4.51
1606,71075130,2020,Seibu,20,8,8,0,0,0,1,1,0.5,501,120.1,100,9,44,7,100,6,0,51,50,3.74
1607,71075130,2021,Seibu,27,11,9,0,0,0,0,0,0.55,728,173.2,157,23,62,6,127,13,0,81,73,3.78
1608,71075130,2022,Seibu,26,12,8,0,0,0,0,0,0.6,705,175.2,153,9,51,11,128,5,0,48,43,2.2
1609,71075130,2023,Seibu,23,10,8,0,0,0,4,2,0.556,626,155,123,8,47,7,120,7,0,47,38,2.21
1610,71075130,2024,Seibu,15,0,11,0,0,0,0,0,0,362,81.1,94,5,24,6,61,3,1,39,35,3.87
1611,71075130,2025,Seibu,8,2,3,0,0,0,0,0,0.4,198,47,44,4,18,1,22,1,0,16,13,2.49
1612,1005134,2018,Hiroshima,6,1,2,0,0,0,0,0,0.333,110,21,30,5,16,0,17,0,0,23,22,9.43
1613,1005134,2021,Hiroshima,15,5,7,0,0,0,0,0,0.417,326,73.1,85,9,24,2,54,1,0,44,43,5.28
1614,1005134,2024,Hiroshima,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
1615,1005134,2025,Hiroshima,1,0,0,0,0,0,0,0,0,9,3,1,0,1,0,1,0,0,0,0,0
1616,1005136,2018,SoftBank,12,0,1,0,0,0,0,0,0,123,30,23,2,13,4,15,0,0,10,10,3
1617,1005136,2019,SoftBank,23,12,6,0,0,0,0,0,0.667,584,143,114,10,49,11,73,3,1,56,53,3.34
1618,1005136,2020,SoftBank,52,4,2,0,23,27,0,0,0.667,220,51,42,2,24,9,29,1,0,17,15,2.65
1619,1005136,2021,SoftBank,11,1,1,0,0,0,0,0,0.5,168,34,31,3,32,6,14,0,0,25,22,5.82
1620,1005136,2022,SoftBank,4,0,0,0,0,0,0,0,0,19,3.1,5,0,4,0,2,0,0,5,5,13.5
1621,1005136,2023,SoftBank,5,0,2,0,0,0,0,0,0,63,11.2,23,3,6,1,2,0,0,14,14,10.8
1622,1005136,2024,Yomiuri,11,2,2,0,0,0,1,0,0.5,199,46.2,42,3,21,1,22,1,0,20,19,3.66
1623,21925139,2015,Nippon-Ham,2,0,1,0,0,0,0,0,0,31,7.1,5,1,3,1,7,0,1,5,3,3.68
1624,21925139,2016,Nippon-Ham,37,10,2,0,1,3,1,1,0.833,439,109.2,79,6,36,4,86,0,0,30,29,2.38
1625,21925139,2017,Nippon-Ham,22,7,7,0,0,1,1,1,0.5,504,117.1,110,13,40,3,100,6,1,51,48,3.68
1626,21925139,2018,Nippon-Ham,18,5,7,0,0,0,1,0,0.417,459,110,110,21,28,3,78,2,0,61,55,4.5
1627,21925139,2019,Yakult,21,5,7,0,0,1,0,0,0.417,358,78,90,13,34,4,82,7,0,56,54,6.23
1628,21925139,2020,Yakult,18,3,6,0,0,0,0,0,0.333,412,94,101,11,38,0,84,3,0,43,43,4.12
1629,21925139,2021,Yakult,12,4,1,0,0,0,0,0,0.8,264,62,62,11,15,3,56,1,0,28,25,3.63
1630,21925139,2022,Yakult,20,7,9,0,0,0,1,1,0.438,447,102.2,103,11,41,6,84,2,0,51,49,4.3
1631,21925139,2023,Yakult,15,0,3,0,1,1,0,0,0,170,40.1,42,6,10,1,30,1,0,23,21,4.69
1632,21925139,2024,Yakult,8,1,4,0,0,0,0,0,0.2,158,37,44,7,8,1,37,2,0,19,17,4.14
1633,21925139,2025,Yakult,6,1,1,0,0,0,0,0,0.5,139,35,28,3,9,1,23,0,1,11,8,2.06
1634,91095134,2017,Rakuten,46,1,0,0,14,15,0,0,1,183,43.2,31,2,17,2,48,0,0,13,5,1.03
1635,91095134,2018,Rakuten,70,1,4,1,16,17,0,0,0.2,212,48,38,1,23,6,53,0,0,21,13,2.44
1636,91095134,2019,Rakuten,48,2,1,0,14,16,0,0,0.667,146,31.1,25,0,23,4,41,0,0,8,8,2.3
1637,91095134,2020,Yomiuri,44,1,1,2,21,22,0,0,0.5,141,37.1,17,2,13,6,37,1,1,10,8,1.93
1638,91095134,2021,Yomiuri,55,2,2,1,20,22,0,0,0.5,171,39,34,2,21,5,47,2,0,17,16,3.69
1639,91095134,2022,Yomiuri,59,2,0,0,25,27,0,0,1,195,46.1,32,1,19,4,44,1,0,13,11,2.14
1640,91095134,2023,Yomiuri,55,2,1,0,23,25,0,0,0.667,185,43,32,7,19,4,49,0,1,21,20,4.19
1641,91095134,2024,Yomiuri,51,4,3,0,25,29,0,0,0.571,145,35.1,26,1,15,0,29,1,0,9,8,2.04
1642,91095134,2025,Yomiuri,18,0,1,0,5,5,0,0,0,56,11.1,10,0,10,3,13,0,1,4,4,3.18
1643,31035157,2023,Lotte,7,0,0,0,0,0,0,0,0,45,11,9,1,5,0,8,1,0,4,2,1.64
1644,31035157,2024,Lotte,6,1,1,0,0,1,0,0,0.5,64,14.2,16,1,4,0,16,0,0,6,6,3.68
1645,31035157,2025,Lotte,5,1,0,0,2,3,0,0,1,42,10.2,10,1,0,0,13,1,0,3,3,2.53
1646,61065159,2024,ORIX,21,2,2,0,4,4,0,0,0.5,238,56,50,3,20,4,30,1,0,27,25,4.02
1647,61065159,2025,ORIX,5,2,1,0,0,0,0,0,0.667,88,20,25,1,4,1,8,0,0,9,9,4.05
1648,1005135,2012,SoftBank,11,8,1,0,0,0,1,1,0.889,262,67,40,1,26,1,67,0,0,9,8,1.07
1649,1005135,2013,SoftBank,17,4,4,0,0,0,0,0,0.5,415,93,79,3,68,6,56,4,0,38,36,3.48
1650,1005135,2014,SoftBank,7,3,3,0,0,0,1,0,0.5,185,43.1,36,1,22,2,43,0,1,15,9,1.87
1651,1005135,2015,SoftBank,25,13,6,0,0,0,1,1,0.684,684,164.2,142,14,59,2,163,6,3,60,58,3.17
1652,1005135,2016,SoftBank,27,14,8,0,0,0,1,1,0.636,769,183,163,12,70,5,144,7,1,71,60,2.95
1653,1005135,2017,SoftBank,13,6,4,0,0,0,1,1,0.6,316,71,68,10,33,5,60,1,0,35,29,3.68
1654,1005135,2018,SoftBank,27,4,9,1,0,1,3,3,0.308,522,124.2,123,11,37,1,87,1,0,67,62,4.48
1655,1005135,2019,SoftBank,32,5,3,1,9,10,0,0,0.625,361,83,78,6,40,4,70,2,0,48,42,4.55
1656,1005135,2020,SoftBank,7,2,2,0,0,0,0,0,0.5,121,25,34,7,14,1,23,2,0,19,18,6.48
1657,1005135,2021,SoftBank,12,4,5,0,0,0,1,0,0.444,314,77.1,66,7,24,2,73,2,0,23,23,2.68
1658,1005135,2022,SoftBank,10,2,1,0,0,0,0,0,0.667,126,28,25,2,15,3,34,0,0,8,8,2.57
1659,1005135,2023,SoftBank,29,1,2,0,2,3,0,0,0.333,197,46,45,1,19,2,38,1,0,20,20,3.91
1660,51255159,2024,Seibu,21,10,6,0,0,0,1,1,0.625,568,145.1,120,6,22,3,107,2,2,39,35,2.17
1661,51255159,2025,Seibu,3,1,1,0,0,0,0,0,0.5,75,18.2,15,1,6,0,14,0,0,7,7,3.38
1662,91295155,2022,Yakult,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
1663,31235151,2020,Rakuten,8,2,1,0,0,0,0,0,0.667,182,45,34,1,15,3,29,1,0,18,17,3.4
1664,31235151,2021,Rakuten,20,10,5,0,0,0,0,0,0.667,427,103.2,97,10,27,4,75,0,0,40,37,3.21
1665,31235151,2022,Rakuten,15,2,9,0,0,0,0,0,0.182,346,78,94,12,27,3,42,1,0,44,40,4.62
1666,31235151,2023,Rakuten,8,2,4,0,0,0,0,0,0.333,179,42.1,45,3,11,1,18,4,0,20,18,3.83
1667,31235151,2024,Rakuten,12,4,6,0,0,0,0,0,0.4,292,71.1,74,6,14,1,26,1,0,36,33,4.16
1668,31235151,2025,Rakuten,6,2,3,0,0,0,0,0,0.4,134,30.1,30,2,8,2,18,0,0,12,12,3.56
1669,31235159,2024,Hiroshima,1,1,0,0,0,1,0,0,1,18,4,2,0,4,0,5,0,0,1,1,2.25
1670,91295134,2017,Nippon-Ham,24,1,2,0,1,2,0,0,0.333,99,24.1,17,2,7,3,12,0,0,8,7,2.59
1671,91295134,2018,Nippon-Ham,40,2,3,0,2,4,0,0,0.4,209,48,48,5,13,7,40,2,0,24,22,4.13
1672,91295134,2019,Nippon-Ham,65,2,3,0,11,13,0,0,0.4,256,62,52,1,22,1,34,1,0,22,18,2.61
1673,91295134,2020,Nippon-Ham,49,4,4,1,21,25,0,0,0.5,175,41.2,36,5,18,1,29,3,0,17,16,3.46
1674,91295134,2021,Nippon-Ham,50,0,0,0,8,8,0,0,0,185,42.2,41,2,19,4,23,1,0,18,15,3.16
1675,91295134,2022,Nippon-Ham,50,1,1,0,19,20,0,0,0.5,167,37.2,37,1,17,0,16,1,0,17,14,3.35
1676,91295134,2023,Nippon-Ham,50,0,2,2,10,10,0,0,0,162,37.2,43,3,7,3,21,3,0,14,11,2.63
1677,91295134,2025,Nippon-Ham,8,0,0,0,5,5,0,0,0,20,5.1,2,0,0,1,3,0,0,0,0,0
1678,41245151,2021,Hiroshima,17,4,7,0,0,0,0,0,0.364,432,101,95,13,40,1,67,0,0,47,43,3.83
1679,41245151,2022,Hiroshima,9,2,2,0,0,0,0,0,0.5,188,43.2,46,2,13,1,21,0,0,19,19,3.92
1680,41245151,2023,Hiroshima,9,3,1,0,0,0,0,0,0.75,199,45.1,52,9,11,2,44,0,0,28,25,4.96
1681,41245151,2024,Hiroshima,15,4,5,0,0,0,2,0,0.444,311,76,77,3,11,2,58,1,0,32,25,2.96
1682,41245151,2025,Hiroshima,7,2,4,0,0,0,0,0,0.333,152,37.1,37,0,4,1,28,0,0,16,15,3.62
1683,1205134,2017,Seibu,12,0,0,0,0,0,0,0,0,66,14.1,18,6,6,0,9,0,0,12,11,6.91
1684,1205134,2018,Seibu,4,0,0,0,0,0,0,0,0,21,5,6,1,0,0,3,0,0,2,2,3.6
1685,1205134,2019,Seibu,6,0,0,0,0,0,0,0,0,34,7.1,9,1,4,0,3,2,0,5,5,6.14
1686,1205134,2020,Seibu,31,0,0,0,0,0,0,0,0,181,41,47,4,16,2,27,4,0,20,18,3.95
1687,1205134,2021,Seibu,22,1,0,1,0,1,0,0,1,130,31,17,2,16,4,20,0,0,10,10,2.9
1688,1205134,2022,Seibu,3,0,0,0,0,0,0,0,0,13,3,3,0,1,0,1,1,0,2,2,6
1689,1205134,2023,Seibu,24,2,1,1,6,8,0,0,0.667,93,23.2,14,1,8,0,20,4,0,4,4,1.52
1690,1205134,2024,Seibu,28,1,0,0,1,2,0,0,1,122,29.2,24,1,11,0,24,0,0,10,6,1.82
1691,1205134,2025,Seibu,9,0,0,0,0,0,0,0,0,46,10,13,1,2,2,7,0,0,5,5,4.5
1692,91095157,2023,Yomiuri,30,2,3,0,3,5,0,0,0.4,148,32.2,30,4,19,0,41,1,0,22,20,5.51
1693,91095157,2024,Yomiuri,3,0,0,0,0,0,0,0,0,14,4,2,0,0,0,4,0,0,0,0,0
1694,61065136,2019,Nippon-Ham,1,0,1,0,0,0,0,0,0,9,2,2,0,1,0,1,1,0,2,2,9
1695,61065136,2022,Nippon-Ham,4,1,3,0,0,0,0,0,0.25,87,18.2,22,3,7,7,8,0,2,11,10,4.82
1696,61065136,2023,Nippon-Ham,2,0,0,0,0,0,0,0,0,41,8.1,8,1,7,1,4,0,0,5,5,5.4
1697,61065136,2024,Nippon-Ham,3,0,0,0,0,0,0,0,0,22,4,6,2,4,0,2,1,0,5,5,11.25
1698,61065136,2025,Yomiuri,21,0,1,0,13,13,0,0,0,73,17.2,19,0,5,1,15,0,0,7,6,3.06
1699,1005157,2024,Lotte,4,1,1,0,0,0,0,0,0.5,79,20,14,2,6,0,17,0,0,9,4,1.8
1700,1005157,2025,Lotte,6,3,3,0,0,0,0,0,0.5,146,36,27,1,9,1,36,1,0,10,9,2.25
1701,11215114,2007,Rakuten,28,11,7,0,0,0,4,1,0.611,800,186.1,183,17,68,7,196,10,1,83,79,3.82
1702,11215114,2008,Rakuten,25,9,7,1,0,0,5,2,0.563,726,172.2,171,9,54,2,159,6,0,71,67,3.49
1703,11215114,2009,Rakuten,25,15,6,1,0,0,6,3,0.714,771,189.2,170,13,43,7,171,3,0,51,49,2.33
1704,11215114,2010,Rakuten,20,11,6,0,0,0,8,1,0.647,643,155,159,9,32,5,119,1,0,47,43,2.5
1705,11215114,2011,Rakuten,27,19,5,0,0,0,14,6,0.792,866,226.1,171,8,27,5,241,7,0,35,32,1.27
1706,11215114,2012,Rakuten,22,10,4,0,0,0,8,3,0.714,696,173,160,4,19,2,169,4,0,45,36,1.87
1707,11215114,2013,Rakuten,28,24,0,1,0,0,8,2,1,822,212,168,6,32,3,183,9,0,35,30,1.27
1708,11215114,2021,Rakuten,23,4,9,0,0,0,1,0,0.308,624,155.2,131,17,29,5,126,6,1,54,52,3.01
1709,11215114,2022,Rakuten,25,9,12,0,0,0,1,1,0.429,668,163,160,16,30,4,126,4,0,65,60,3.31
1710,11215114,2023,Rakuten,24,7,11,0,0,0,0,0,0.389,600,139.1,156,15,38,5,81,5,0,79,76,4.91
1711,11215114,2024,Rakuten,1,0,1,0,0,0,0,0,0,23,5,6,1,2,0,1,0,0,4,4,7.2
1712,11215114,2025,Yomiuri,3,1,1,0,0,0,0,0,0.5,55,10,20,0,7,0,4,0,0,10,10,9
1713,31235134,2018,SoftBank,10,0,1,0,0,0,0,0,0,64,13.2,18,6,6,0,15,0,0,13,13,8.56
1714,31235134,2019,SoftBank,1,0,0,0,0,0,0,0,0,5,0.2,1,0,2,0,0,0,0,0,0,0
1715,31235134,2021,SoftBank,18,0,0,0,1,1,0,0,0,67,16.2,9,2,8,0,14,3,0,5,4,2.16
1716,31235134,2022,SoftBank,5,0,0,0,1,1,0,0,0,16,5,2,0,0,0,6,0,0,0,0,0
1717,31235134,2023,Nippon-Ham,47,2,3,25,8,10,0,0,0.4,194,46.1,43,6,13,0,46,0,0,18,18,3.5
1718,31235134,2024,Nippon-Ham,53,4,4,20,12,16,0,0,0.5,201,49.2,33,4,17,3,47,1,0,14,12,2.17
1719,31235134,2025,Nippon-Ham,15,0,1,9,3,3,0,0,0,60,14.1,11,2,5,1,10,1,0,3,3,1.88
1720,71275134,2018,Lotte,7,0,4,0,0,0,1,0,0,169,38.1,42,5,13,1,28,4,0,28,26,6.1
1721,71275134,2019,Lotte,26,8,2,0,2,2,0,0,0.8,506,116.2,114,11,51,2,135,5,0,47,42,3.24
1722,71275134,2020,Lotte,7,3,2,0,0,0,1,1,0.6,198,46.2,43,7,15,5,41,0,0,18,18,3.47
1723,71275134,2022,Lotte,1,0,0,0,0,0,0,0,0,16,3,5,1,4,0,2,1,0,3,3,9
1724,71275134,2023,Lotte,23,10,7,0,0,0,0,0,0.588,571,136.2,124,12,45,7,157,3,0,56,52,3.42
1725,71275134,2024,Lotte,23,7,8,0,0,0,2,0,0.467,612,147.1,128,5,38,9,148,4,1,55,50,3.05
1726,71275134,2025,Lotte,7,2,3,0,0,0,0,0,0.4,177,39.1,49,3,13,1,22,3,0,22,17,3.89
1727,11415153,2022,SoftBank,2,0,0,0,0,0,0,0,0,31,7.1,4,0,6,0,2,0,0,2,2,2.45
1728,1205155,2022,Nippon-Ham,1,0,0,0,0,0,0,0,0,12,3,1,0,3,0,0,0,0,0,0,0
1729,1205155,2024,Nippon-Ham,1,1,0,0,0,0,0,0,1,18,5,3,0,0,0,4,0,0,0,0,0
1730,1205155,2025,Nippon-Ham,3,2,0,0,0,0,0,0,1,71,19.2,11,1,2,0,20,1,0,1,1,0.46
1731,51055136,2019,SoftBank,8,0,0,0,0,0,0,0,0,41,10,8,1,6,0,6,0,0,5,5,4.5
1732,51055136,2021,SoftBank,19,1,0,0,1,2,0,0,1,90,21.1,22,1,7,0,17,2,0,8,8,3.38
1733,51055136,2022,SoftBank,4,0,0,0,1,1,0,0,0,23,4.2,7,1,0,2,4,0,0,5,5,9.64
1734,51055136,2023,SoftBank,45,2,1,0,7,9,0,0,0.667,150,34,31,1,12,7,28,3,0,9,9,2.38
1735,51055136,2024,SoftBank,4,0,0,0,0,0,0,0,0,17,3.2,4,0,2,0,1,0,0,1,1,2.45
1736,61465150,2025,ORIX,1,0,0,0,0,0,0,0,0,12,3,2,0,2,0,1,0,0,0,0,0
1737,91495153,2021,Yomiuri,3,0,0,0,0,0,0,0,0,12,3,3,0,1,0,0,0,0,0,0,0
1738,91495153,2022,Yomiuri,14,1,0,0,0,1,0,0,1,104,22,33,6,6,1,15,1,0,17,16,6.55
1739,91495153,2025,Yomiuri,2,0,1,0,0,0,0,0,0,12,2.2,3,0,1,0,0,0,0,1,1,3.38
1740,41045138,2019,Yomiuri,2,1,0,0,0,1,0,0,1,34,8.2,6,1,3,1,11,0,0,2,2,2.08
1741,41045138,2020,Yomiuri,19,9,6,0,0,1,0,0,0.6,446,107.2,87,12,42,6,106,1,0,33,33,2.76
1742,41045138,2021,Yomiuri,26,9,8,0,0,0,1,0,0.529,639,151.2,130,19,58,6,138,3,0,75,72,4.27
1743,41045138,2022,Yomiuri,25,12,8,0,0,0,3,1,0.6,702,171.2,146,11,51,8,154,3,0,52,50,2.62
1744,41045138,2023,Yomiuri,24,12,5,0,0,0,4,2,0.706,676,170,141,14,39,3,141,2,0,49,45,2.38
1745,41045138,2024,Yomiuri,26,12,8,0,0,0,4,3,0.6,703,180,129,12,44,7,156,3,0,39,39,1.95
1746,41045138,2025,Yomiuri,8,1,4,0,0,0,0,0,0.2,184,38,56,5,15,0,24,0,0,30,24,5.68
1747,11415134,2017,Hiroshima,3,1,1,0,0,0,0,0,0.5,71,17.1,16,2,3,0,16,0,0,10,10,5.19
1748,11415134,2019,Hiroshima,25,7,6,0,0,0,1,0,0.538,590,139.2,131,17,48,5,101,2,0,54,46,2.96
1749,11415134,2020,Hiroshima,15,5,8,0,0,0,0,0,0.385,343,76.2,101,10,23,0,56,1,0,51,42,4.93
1750,11415134,2021,Hiroshima,16,5,4,0,1,1,1,1,0.556,374,87.1,91,5,24,2,80,1,0,32,31,3.19
1751,11415134,2022,Hiroshima,17,8,6,0,0,0,1,1,0.571,446,114,87,10,28,4,74,2,1,36,36,2.84
1752,11415134,2023,Hiroshima,24,11,7,0,0,0,2,2,0.611,636,156,144,13,28,5,86,3,0,46,38,2.19
1753,11415134,2024,Hiroshima,26,11,9,0,0,0,0,0,0.55,693,167,170,9,48,4,95,0,0,52,46,2.48
1754,11415134,2025,Hiroshima,10,5,4,0,0,0,4,3,0.556,290,75.1,54,1,15,0,40,1,0,15,13,1.55
1755,81285155,2024,DeNA,29,1,1,0,8,9,0,0,0.5,125,29.1,27,1,15,0,12,2,0,10,8,2.45
1756,51255157,2023,Hanshin,9,1,2,0,0,1,0,0,0.333,66,16,14,2,5,0,10,0,0,11,8,4.5
1757,51255157,2024,Hanshin,33,0,1,0,4,4,0,0,0,142,35.2,26,1,5,2,22,1,1,7,3,0.76
1758,51255157,2025,Hanshin,5,1,0,0,0,0,0,0,1,77,19,22,0,2,0,8,2,0,7,7,3.32
1759,61065138,2019,ORIX,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0
1760,61065138,2020,ORIX,18,0,2,0,3,3,0,0,0,77,18.1,14,3,10,1,15,0,0,9,9,4.42
1761,61065138,2021,ORIX,51,2,1,0,20,22,0,0,0.667,189,46.1,37,2,17,0,34,0,0,16,14,2.72
1762,61065138,2022,ORIX,8,0,0,0,3,3,0,0,0,38,7.1,10,3,3,0,7,0,0,9,9,11.05
1763,61065138,2024,ORIX,16,0,0,0,3,3,0,0,0,52,11,10,0,5,3,8,1,0,6,4,3.27
1764,61065138,2025,ORIX,4,0,0,0,0,0,0,0,0,16,3,4,1,3,0,1,0,0,3,3,9
1765,81285151,2020,SoftBank,14,1,0,0,3,4,0,0,1,72,16.1,15,2,8,1,17,1,0,5,5,2.76
1766,81285151,2021,SoftBank,45,1,0,0,11,12,0,0,1,132,33,24,2,8,2,43,0,0,8,8,2.18
1767,81285151,2022,SoftBank,51,4,6,1,18,22,0,0,0.4,193,46.1,36,4,24,2,51,0,0,17,15,2.91
1768,81285151,2023,SoftBank,56,4,4,0,22,26,0,0,0.5,202,48.2,37,4,21,3,44,0,0,20,19,3.51
1769,81285151,2024,SoftBank,48,5,2,0,17,22,0,0,0.714,180,42.1,31,1,20,6,38,1,0,10,10,2.13
1770,81285151,2025,SoftBank,9,1,1,0,0,1,0,0,0.5,50,9.2,13,1,4,3,9,0,0,4,4,3.72
1771,31435159,2024,Hiroshima,2,1,0,0,0,0,0,0,1,52,11,15,0,4,1,7,1,0,3,3,2.45
1772,11415151,2020,Rakuten,33,1,1,0,1,2,0,0,0.5,147,34.1,30,1,18,1,24,2,0,17,16,4.19
1773,11415151,2021,Rakuten,11,0,0,0,1,1,0,0,0,47,10.2,11,0,5,0,7,0,0,6,6,5.06
1774,11415151,2022,Rakuten,11,0,0,0,2,2,0,0,0,56,12,16,0,6,0,7,0,0,6,6,4.5
1775,11415151,2023,Rakuten,7,0,0,0,0,0,0,0,0,38,9.2,11,1,0,0,7,0,0,2,2,1.86
1776,11415151,2024,Rakuten,14,1,1,0,0,1,0,0,0.5,110,23.2,36,0,5,3,14,0,0,19,18,6.85
1777,11415151,2025,Rakuten,1,0,0,0,0,0,0,0,0,7,1,2,0,0,0,1,0,0,1,0,0
1778,13015155,2022,Hiroshima,45,2,4,0,14,16,0,0,0.333,155,37.2,26,7,16,2,32,2,0,14,13,3.11
1779,13015155,2023,Hiroshima,44,7,1,1,22,29,0,0,0.875,174,41.1,39,1,15,2,42,2,0,10,8,1.74
1780,13015155,2024,Rakuten,17,0,1,1,2,2,0,0,0,72,15.1,15,2,12,1,13,0,0,5,5,2.93
1781,13015155,2025,Rakuten,2,0,0,0,0,0,0,0,0,7,1.1,2,0,1,0,1,0,0,1,1,6.75
1782,51555153,2023,Rakuten,53,4,2,0,7,11,0,0,0.667,222,55.1,38,5,17,1,35,1,1,17,14,2.28
1783,51555153,2024,Rakuten,20,6,8,0,0,0,0,0,0.429,464,110.2,113,8,28,3,45,2,0,49,44,3.58
1784,51555153,2025,Rakuten,9,1,0,1,1,1,0,0,1,117,28,27,1,9,1,16,0,0,5,5,1.61
1785,31535153,2022,ORIX,19,2,1,0,3,5,0,0,0.667,87,22.1,10,1,12,0,32,0,0,2,2,0.81
1786,31535153,2023,ORIX,46,4,0,2,20,24,0,0,1,192,45.2,22,3,30,2,52,4,0,9,9,1.77
1787,31535153,2024,ORIX,13,0,2,0,3,3,0,0,0,50,11.2,4,0,12,0,14,0,0,6,3,2.31
1788,91395159,2024,Seibu,17,0,0,0,1,1,0,0,0,99,23.1,17,2,13,0,11,1,0,7,7,2.7
1789,91395159,2025,Seibu,3,0,1,0,0,0,0,0,0,76,15.2,24,1,6,1,5,0,0,12,12,6.89
1790,41345132,2016,Nippon-Ham,1,0,0,0,1,1,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0
