NumID,Player ID,Year,Team,G,W,L,SV,HLD,HP,CG,SHO,PCT,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA
0,1105153,2021,ORIX,4,0,0,0,0,0,0,0,0,16,3.2,4,1,1,0,3,0,0,3,3,7.36
1,1105153,2022,ORIX,44,1,0,3,22,23,0,0,1,166,44,22,1,10,2,42,0,0,3,3,0.61
2,1105153,2023,ORIX,49,3,5,1,21,24,0,0,0.375,193,46.2,37,4,12,5,42,1,0,17,14,2.7
3,1105153,2024,ORIX,17,0,1,0,4,4,0,0,0,63,14.2,12,0,7,0,13,0,0,3,3,1.84
4,1105153,2025,ORIX,14,0,0,0,0,0,0,0,0,55,13,12,1,6,0,11,0,0,3,3,2.08
5,31135134,2018,Hiroshima,53,6,2,0,5,11,0,0,0.75,293,67.1,62,4,36,2,30,2,0,29,28,3.74
6,31135134,2019,Hiroshima,19,3,5,0,0,0,1,0,0.375,404,91.2,101,14,27,4,52,2,0,52,44,4.32
7,31135134,2023,Hiroshima,14,1,0,0,1,2,0,0,1,67,16.2,15,1,2,1,13,0,0,6,6,3.24
8,31135134,2024,Hiroshima,20,6,4,0,0,0,1,1,0.6,452,106.1,102,9,29,5,61,0,0,43,37,3.13
9,51155155,2022,Yomiuri,31,5,5,0,5,5,0,0,0.5,347,78,81,8,32,4,52,0,0,50,35,4.04
10,51155155,2023,Yomiuri,12,5,5,0,0,0,0,0,0.5,281,69,70,5,13,4,64,0,0,27,26,3.39
11,51155155,2024,Yomiuri,21,1,7,0,1,1,0,0,0.125,291,75,66,8,10,2,43,1,0,28,26,3.12
12,51155155,2025,Yomiuri,10,4,3,0,0,0,1,1,0.571,232,60,51,5,5,1,44,0,0,13,12,1.8
13,51155157,2023,Seibu,39,0,1,3,1,1,0,0,0,186,45.2,32,4,23,0,34,5,1,15,15,2.96
14,51155157,2024,Seibu,6,1,4,0,0,0,1,1,0.2,139,32.1,30,3,12,0,13,0,0,12,10,2.78
15,51155130,2015,Nippon-Ham,18,8,6,0,0,0,1,1,0.571,453,103.1,113,13,32,3,81,2,0,60,55,4.79
16,51155130,2016,Nippon-Ham,22,11,9,0,0,0,2,1,0.55,640,156,150,13,38,2,103,3,1,52,51,2.94
17,51155130,2017,Nippon-Ham,25,10,13,0,0,0,4,0,0.435,726,169,194,21,39,4,88,5,0,97,89,4.74
18,51155130,2018,Nippon-Ham,20,8,5,2,1,1,1,0,0.615,471,110.2,124,17,15,5,87,0,0,60,56,4.55
19,51155130,2019,Nippon-Ham,24,15,8,0,0,0,1,1,0.652,639,164.1,111,14,40,9,161,9,0,49,45,2.46
20,51155130,2020,Nippon-Ham,20,8,9,0,0,0,3,1,0.471,547,132.2,125,11,30,6,106,2,0,56,51,3.46
21,51155130,2023,SoftBank,17,10,5,0,0,0,1,1,0.667,490,120.2,105,13,25,7,74,1,0,40,31,2.31
22,51155130,2024,SoftBank,26,14,7,0,0,0,3,2,0.667,718,182.2,142,12,37,8,137,1,0,56,48,2.36
23,51155130,2025,SoftBank,9,2,5,0,0,0,0,0,0.286,253,60,62,6,13,2,29,2,0,31,29,4.35
24,73075150,2025,Yakult,2,0,2,0,0,0,0,0,0,38,9,6,0,5,0,8,0,0,6,5,5
25,51155136,2018,DeNA,24,11,5,0,0,0,1,1,0.688,626,154,130,13,42,2,155,1,0,45,42,2.45
26,51155136,2019,DeNA,7,4,2,0,0,0,0,0,0.667,161,38.1,38,4,10,1,31,1,0,17,16,3.76
27,51155136,2021,DeNA,3,1,2,0,0,0,0,0,0.333,75,19.2,10,1,4,0,20,0,0,5,5,2.29
28,51155136,2022,DeNA,12,1,6,0,0,0,0,0,0.143,229,50.2,67,5,10,2,41,1,0,30,26,4.62
29,51155136,2023,DeNA,24,16,3,0,0,0,4,2,0.842,665,172.1,149,14,15,1,133,1,0,40,38,1.98
30,51155136,2024,DeNA,26,13,4,0,0,0,2,2,0.765,731,183,166,11,27,6,140,0,0,45,44,2.16
31,51155136,2025,DeNA,8,5,2,0,0,0,0,0,0.714,220,53.1,48,4,9,2,43,0,0,17,10,1.69
32,71175136,2022,ORIX,4,1,0,0,0,0,0,0,1,60,13,17,1,5,1,7,0,0,8,7,4.85
33,71175136,2023,ORIX,10,6,0,0,0,0,0,0,1,209,52.1,45,2,9,5,40,1,0,14,12,2.06
34,71175136,2024,ORIX,10,3,4,0,0,0,0,0,0.429,242,58.2,47,3,15,6,38,1,0,18,17,2.61
35,71175136,2025,ORIX,2,0,1,0,0,0,0,0,0,31,6.1,9,0,3,0,1,0,0,5,4,5.68
36,31135138,2019,Lotte,24,3,2,0,7,10,0,0,0.6,92,21,19,2,13,0,16,2,0,11,11,4.71
37,31135138,2020,Lotte,13,0,0,0,1,1,0,0,0,69,15,10,2,14,0,4,0,0,5,5,3
38,31135138,2021,Lotte,37,1,0,0,4,5,0,0,1,149,34.1,38,4,9,2,29,2,1,16,11,2.88
39,31135138,2022,Lotte,3,0,0,0,0,0,0,0,0,21,4,9,2,2,0,1,1,0,4,3,6.75
40,31135138,2023,Lotte,36,0,1,0,11,11,0,0,0,141,34,29,3,12,1,28,4,0,11,11,2.91
41,31135138,2024,Lotte,6,0,1,0,0,0,0,0,0,37,7.1,13,2,2,1,7,1,0,9,9,11.05
42,41445136,2018,Hanshin,2,0,1,0,0,0,0,0,0,41,8.2,12,2,4,1,7,0,0,5,5,5.19
43,41445136,2019,Hanshin,2,0,0,0,0,0,0,0,0,17,3.1,7,3,1,0,4,0,1,4,4,10.8
44,41445136,2020,Hanshin,32,2,1,0,9,11,0,0,0.667,136,30.1,28,1,16,1,27,4,0,12,7,2.08
45,41445136,2021,Hanshin,44,3,0,0,10,13,0,0,1,198,47.1,43,5,17,0,39,0,0,23,20,3.8
46,41445136,2022,Hanshin,7,0,1,0,0,0,0,0,0,36,7,12,1,3,0,7,2,0,4,4,5.14
47,41445136,2023,Hanshin,19,2,1,0,3,5,0,0,0.667,89,22,17,2,8,0,22,0,0,8,6,2.45
48,41445136,2024,Yomiuri,1,0,0,0,0,0,0,0,0,3,0.2,1,0,0,0,1,0,0,0,0,0
49,41445136,2025,Yomiuri,6,0,0,0,0,0,0,0,0,23,5.1,3,0,3,0,4,1,0,3,2,3.38
50,23225157,2023,Yomiuri,21,2,1,0,7,9,0,0,0.667,87,21.1,15,2,10,0,21,0,0,5,4,1.69
51,23225157,2024,Yomiuri,58,2,3,9,26,28,0,0,0.4,220,51.2,40,1,28,0,63,2,0,15,14,2.44
52,23225157,2025,Yomiuri,2,0,0,0,1,1,0,0,0,8,1.1,2,0,2,0,0,0,0,1,1,6.75
53,21425138,2020,SoftBank,15,2,2,0,2,4,0,0,0.5,129,31.2,26,4,10,0,29,0,0,9,9,2.56
54,21425138,2021,SoftBank,44,0,2,1,16,16,0,0,0,165,39.1,28,4,17,2,41,1,0,13,11,2.52
55,21425138,2022,SoftBank,25,3,3,0,3,3,2,1,0.5,255,62.1,45,8,24,2,48,0,0,22,22,3.18
56,21425138,2023,SoftBank,30,5,4,0,1,3,0,0,0.556,349,83,73,5,34,3,58,1,0,32,28,3.04
57,33235157,2023,DeNA,19,10,4,0,0,0,2,0,0.714,534,130.2,119,14,31,4,130,3,0,44,40,2.76
58,33235157,2025,DeNA,10,3,3,0,0,0,1,1,0.5,285,71,62,8,18,1,66,1,0,26,26,3.3
59,93795150,2025,Yakult,10,0,1,0,1,1,0,0,0,49,9.1,11,3,10,0,11,0,0,6,5,4.82
60,3905157,2023,Hanshin,18,1,2,0,0,0,0,0,0.333,170,41,35,1,13,1,43,2,0,12,10,2.2
61,3905157,2024,Hanshin,14,8,3,0,0,0,1,0,0.727,305,76.2,53,6,24,5,75,4,0,23,21,2.47
62,3905157,2025,Hanshin,6,1,2,0,0,1,0,0,0.333,92,21,24,0,8,0,19,0,0,11,10,4.29
63,43545151,2024,DeNA,7,0,0,0,4,4,0,0,0,19,4.2,2,0,3,0,1,3,0,0,0,0
64,33735150,2025,Hiroshima,5,1,0,0,0,0,0,0,1,90,21.2,10,1,15,1,17,1,0,5,5,2.08
65,13715150,2025,Hanshin,7,1,2,0,0,0,0,0,0.333,159,40,28,1,8,2,50,1,0,11,8,1.8
66,11515150,2025,Rakuten,9,0,1,0,0,0,0,0,0,45,9,10,0,8,0,5,0,0,2,1,1
67,71375136,2019,Hiroshima,34,1,1,1,6,7,0,0,0.5,188,42.2,36,1,25,1,38,3,1,19,15,3.16
68,71375136,2020,Hiroshima,19,5,6,0,0,0,2,0,0.455,464,107,90,13,52,4,97,2,1,53,46,3.87
69,71375136,2021,Hiroshima,2,0,0,0,0,0,0,0,0,36,6.2,9,2,6,1,11,0,0,6,5,6.75
70,71375136,2022,Hiroshima,20,4,7,0,0,0,0,0,0.364,434,105.1,104,17,18,3,78,0,0,47,42,3.59
71,71375136,2023,Hiroshima,8,1,5,0,0,0,1,1,0.167,174,41,36,7,15,2,22,0,0,20,20,4.39
72,71375136,2024,Hiroshima,3,0,0,0,0,0,0,0,0,17,4,5,0,3,0,0,0,0,2,2,4.5
73,43545159,2024,ORIX,22,7,9,0,0,0,1,0,0.438,550,133.2,122,2,48,6,113,1,0,43,39,2.63
74,43545159,2025,ORIX,7,0,3,0,0,0,1,0,0,184,42.1,40,1,18,1,36,2,0,15,13,2.76
75,61665134,2017,Rakuten,8,3,4,0,0,0,0,0,0.429,176,43.1,30,2,15,4,44,0,0,12,11,2.28
76,61665134,2018,Rakuten,14,4,7,0,0,0,1,0,0.364,361,81.1,65,17,54,3,68,6,1,43,40,4.43
77,61665134,2019,Rakuten,3,0,1,0,0,0,0,0,0,45,8.2,9,4,7,3,6,0,0,10,10,10.38
78,61665134,2020,Rakuten,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,2,10.38
79,61665134,2022,Rakuten,8,1,0,0,0,0,0,0,1,94,22.2,15,0,12,0,17,3,0,11,10,3.97
80,61665134,2023,Rakuten,11,2,4,0,0,0,0,0,0.333,231,50.2,50,5,27,1,42,5,0,30,25,4.44
81,61665134,2024,Rakuten,47,0,1,1,20,20,0,0,0,182,46.1,29,4,12,3,58,3,0,11,9,1.75
82,61665134,2025,Rakuten,19,0,1,4,7,7,0,0,0,72,17.2,14,3,7,0,13,0,0,7,5,2.55
83,51655130,2017,Hiroshima,2,0,0,0,1,1,0,0,0,5,1.2,0,0,0,0,1,0,0,0,0,0
84,51655130,2018,Hiroshima,8,1,0,0,0,1,0,0,1,73,14.2,20,2,7,1,21,0,0,11,10,6.14
85,51655130,2019,Hiroshima,4,0,0,0,0,0,0,0,0,41,6.1,13,0,9,0,8,0,0,10,10,14.21
86,51655130,2022,SoftBank,55,5,1,3,22,27,0,0,0.833,218,56.1,18,4,27,1,81,1,0,9,7,1.12
87,51655130,2023,SoftBank,34,5,3,0,9,9,0,0,0.625,288,69.2,46,3,33,7,84,1,0,21,18,2.33
88,51655130,2024,SoftBank,40,2,1,1,19,21,0,0,0.667,170,40,28,2,20,1,45,3,0,11,8,1.8
89,51655130,2025,SoftBank,18,2,1,0,4,6,0,0,0.667,70,17.2,13,1,5,1,19,0,0,3,2,1.02
90,71875153,2022,Rakuten,4,1,2,0,0,0,0,0,0.333,82,18.2,16,1,10,0,10,1,0,8,7,3.38
91,71875153,2023,Rakuten,10,3,0,0,0,0,0,0,1,148,35.1,28,1,18,0,24,1,0,12,9,2.29
92,71875153,2024,Rakuten,22,11,5,0,0,0,0,0,0.688,529,126,138,8,29,7,74,3,0,45,41,2.93
93,71875153,2025,Rakuten,7,2,2,0,0,0,0,0,0.5,171,39.2,40,3,16,2,27,0,0,12,11,2.5
94,21625134,2018,Chunichi,19,3,1,0,0,0,0,0,0.75,307,71.1,71,8,27,0,40,1,0,29,29,3.66
95,21625134,2019,Chunichi,32,0,2,0,14,14,0,0,0,114,29,19,1,7,2,35,0,0,8,8,2.48
96,21625134,2020,Chunichi,26,1,0,1,3,4,0,0,1,103,25.1,21,5,9,1,21,2,0,11,11,3.91
97,21625134,2021,Chunichi,48,1,0,0,5,6,0,0,1,200,51,35,3,13,0,38,1,0,9,9,1.59
98,21625134,2022,Chunichi,50,2,1,0,10,12,0,0,0.667,201,50.2,39,3,11,1,43,0,0,12,12,2.13
99,21625134,2023,Chunichi,56,1,1,4,14,15,0,0,0.5,196,50.2,34,1,14,1,46,1,0,10,6,1.07
100,21625134,2024,Chunichi,50,3,3,0,14,17,0,0,0.5,193,49,29,5,17,2,46,1,0,13,12,2.2
101,21625134,2025,Chunichi,21,0,2,0,5,5,0,0,0,77,18.2,16,0,6,0,14,0,0,8,8,3.86
102,41645132,2016,Chunichi,27,1,2,0,4,5,0,0,0.333,186,43.1,42,1,18,3,31,2,0,26,23,4.78
103,41645132,2017,Chunichi,5,0,0,0,0,0,0,0,0,27,5.2,8,2,2,0,7,0,0,6,5,7.94
104,41645132,2018,Chunichi,1,0,0,0,0,0,0,0,0,2,0.1,0,0,1,0,0,0,0,0,0,0
105,41645132,2019,Chunichi,52,2,0,0,18,20,0,0,1,216,52.2,39,3,16,2,53,0,0,13,12,2.05
106,41645132,2020,Chunichi,53,5,5,2,25,30,0,0,0.5,217,50.2,43,4,23,1,39,1,0,24,20,3.55
107,41645132,2021,Chunichi,57,2,2,0,20,22,0,0,0.5,185,45.1,37,4,15,3,38,1,0,16,16,3.18
108,41645132,2022,Chunichi,36,2,2,0,3,5,0,0,0.5,123,27.2,25,3,12,2,25,1,0,15,14,4.55
109,41645132,2023,Chunichi,29,1,0,0,12,13,0,0,1,76,17.2,12,1,8,1,15,0,0,8,5,2.55
110,41645132,2024,Chunichi,13,0,0,0,0,0,0,0,0,46,11.2,4,0,8,0,7,0,0,2,2,1.54
111,41645132,2025,Chunichi,3,0,0,0,0,0,0,0,0,12,3,2,0,2,0,2,0,0,0,0,0
112,11615138,2020,Nippon-Ham,30,0,0,0,2,2,0,0,0,132,30.1,29,4,14,0,27,1,0,12,11,3.26
113,11615138,2021,Nippon-Ham,5,0,0,0,0,0,0,0,0,25,4.2,9,1,1,0,3,1,0,8,6,11.57
114,11615138,2022,Nippon-Ham,13,0,0,0,3,3,0,0,0,45,10.1,7,0,7,0,11,0,0,1,1,0.87
115,11615138,2023,Nippon-Ham,29,1,0,0,3,4,0,0,1,100,26.1,11,0,10,2,19,4,0,0,0,0
116,11615138,2024,Nippon-Ham,2,0,0,0,0,0,0,0,0,9,2,1,0,2,0,1,0,0,0,0,0
117,81685155,2024,Nippon-Ham,12,2,3,0,0,0,0,0,0.4,249,61,51,6,17,3,35,1,0,33,24,3.54
118,21025137,2013,Chunichi,9,0,1,0,3,3,0,0,0,36,7.1,8,1,7,0,4,0,0,6,6,7.36
119,21025137,2014,Chunichi,72,2,4,11,32,34,0,0,0.333,298,74.2,54,2,26,1,72,4,2,15,15,1.81
120,21025137,2015,Chunichi,42,3,4,19,4,7,0,0,0.429,176,40,38,3,20,3,25,3,0,19,18,4.05
121,21025137,2016,Chunichi,41,1,2,8,8,9,0,0,0.333,171,40,45,6,9,2,23,5,0,18,18,4.05
122,21025137,2017,Chunichi,25,1,1,0,2,3,0,0,0.5,122,26.2,35,5,9,1,26,5,0,17,17,5.74
123,21025137,2018,Chunichi,29,0,1,0,4,4,0,0,0,114,27,31,5,7,0,28,0,0,16,15,5
124,21025137,2019,Chunichi,1,0,0,0,0,0,0,0,0,26,6,6,1,2,0,6,0,0,1,1,1.5
125,21025137,2020,Chunichi,14,8,2,0,0,0,0,0,0.8,359,92,81,7,13,1,72,2,0,27,27,2.64
126,21025137,2021,Chunichi,18,5,10,0,0,0,1,0,0.333,432,103.1,112,10,17,1,73,3,0,55,52,4.53
127,21025137,2022,Chunichi,5,1,3,0,0,0,0,0,0.25,119,23,42,3,9,0,14,4,0,27,23,9
128,21025137,2023,Chunichi,14,3,4,0,0,0,0,0,0.429,241,54,72,6,11,1,36,1,0,34,31,5.17
129,21025137,2024,Chunichi,8,3,1,0,1,1,0,0,0.75,121,29,30,3,7,0,16,1,0,12,12,3.72
130,21025137,2025,Nippon-Ham,13,1,1,0,2,3,0,0,0.5,52,12.1,12,2,3,0,9,1,0,7,4,2.92
131,31835157,2023,Yomiuri,36,3,1,0,8,11,0,0,0.75,118,30,21,3,8,3,33,2,0,9,9,2.7
132,31835157,2024,Yomiuri,51,4,0,0,22,26,0,0,1,150,38,28,4,8,3,23,0,0,12,10,2.37
133,31835157,2025,Yomiuri,19,1,2,0,6,7,0,0,0.333,64,16.1,12,3,5,1,10,0,0,5,5,2.76
134,21225139,2015,Lotte,1,0,0,0,0,0,0,0,0,20,5,4,0,2,0,3,0,0,1,1,1.8
135,21225139,2016,Lotte,22,7,9,0,0,0,1,0,0.438,518,116.1,143,12,34,2,81,5,0,74,69,5.34
136,21225139,2017,Lotte,23,7,9,0,0,0,5,0,0.438,588,143.1,136,14,35,2,128,2,1,58,54,3.39
137,21225139,2018,Lotte,16,4,7,0,0,0,3,1,0.364,416,100.2,90,9,35,2,90,4,0,49,44,3.93
138,21225139,2019,Lotte,22,7,10,0,0,0,1,0,0.412,538,128.2,127,16,30,6,115,3,0,68,63,4.41
139,21225139,2020,Lotte,15,9,3,0,0,0,1,1,0.75,361,92.2,72,7,12,3,79,3,0,36,35,3.4
140,21225139,2021,Lotte,22,5,7,0,0,0,0,0,0.417,494,117,119,24,28,4,77,3,0,61,57,4.38
141,21225139,2022,Lotte,9,2,4,0,0,0,0,0,0.333,208,47.1,48,6,20,3,42,4,0,24,22,4.18
142,61765159,2025,ORIX,4,0,0,0,0,0,0,0,0,30,6.1,10,0,1,1,5,0,0,3,3,4.26
143,3705157,2023,Yomiuri,20,6,5,0,0,0,1,0,0.545,493,121,101,8,29,6,115,2,1,41,37,2.75
144,3705157,2024,Yomiuri,20,6,4,0,0,0,0,0,0.6,468,116.2,99,9,23,4,126,0,1,40,39,3.01
145,3705157,2025,Yomiuri,6,3,0,0,0,0,0,0,1,129,33,20,0,9,1,38,0,0,4,4,1.09
146,93595150,2025,Nippon-Ham,4,2,1,0,0,0,1,1,0.667,111,27.2,22,2,6,0,31,0,0,12,9,2.93
147,33735159,2024,Hanshin,59,1,4,14,31,32,0,0,0.2,226,58,47,3,11,0,48,2,2,10,10,1.55
148,33735159,2025,Hanshin,6,0,1,0,1,1,0,0,0,29,4.2,10,0,5,0,4,0,0,7,7,13.5
149,93995155,2022,Lotte,49,3,3,3,24,27,0,0,0.5,194,46,34,2,20,5,63,3,0,19,18,3.52
150,93995155,2025,Lotte,14,1,3,1,4,5,0,0,0.25,54,12.2,11,2,5,0,13,1,0,6,6,4.26
151,51655159,2024,Chunichi,7,0,0,0,0,0,0,0,0,55,12,13,0,6,0,9,0,0,10,8,6
152,51655155,2024,Seibu,9,1,3,0,2,3,0,0,0.25,73,16.1,14,0,10,2,11,1,0,8,5,2.76
153,51655155,2025,Seibu,12,1,1,0,1,2,0,0,0.5,50,10.1,14,0,6,1,10,1,0,6,6,5.23
154,71675134,2019,Hanshin,21,2,1,0,0,2,0,0,0.667,128,28,35,4,8,0,27,0,0,21,19,6.11
155,71675134,2020,Hanshin,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
156,71675134,2021,Hanshin,4,0,0,0,0,0,0,0,0,26,6,8,0,2,0,6,2,0,3,3,4.5
157,71675134,2022,Hanshin,52,1,3,0,21,22,0,0,0.25,181,47.1,38,3,5,0,38,0,0,9,6,1.14
158,71675134,2023,Hanshin,30,3,1,0,6,9,0,0,0.75,121,27.2,32,6,6,0,23,0,0,18,18,5.86
159,71675134,2024,Hanshin,18,0,0,0,0,0,0,0,0,83,21.1,17,2,2,0,9,1,0,6,5,2.11
160,71675134,2025,DeNA,3,0,0,0,0,0,0,0,0,12,3,2,2,1,0,5,0,0,2,2,6
161,51655134,2017,DeNA,22,10,6,0,0,0,0,0,0.625,546,123.2,116,9,69,2,136,9,1,54,49,3.57
162,51655134,2018,DeNA,19,4,5,0,1,1,0,0,0.444,416,94.2,92,9,48,3,97,6,0,42,41,3.9
163,51655134,2019,DeNA,17,6,5,0,1,1,2,2,0.545,341,82.1,59,8,38,3,85,1,0,33,29,3.17
164,51655134,2020,DeNA,16,6,5,0,0,0,0,0,0.545,363,78.1,84,8,47,3,67,4,0,43,40,4.6
165,51655134,2021,DeNA,17,5,7,0,0,0,1,1,0.417,387,91.1,73,8,52,3,84,5,0,42,40,3.94
166,51655134,2022,DeNA,19,8,7,0,0,0,0,0,0.533,464,112.1,104,8,33,2,88,3,1,42,42,3.36
167,51655134,2023,DeNA,14,3,7,0,0,0,1,0,0.3,304,68,71,6,35,0,56,1,0,42,34,4.5
168,51655134,2024,DeNA,11,2,4,0,0,0,1,0,0.333,229,52.2,47,3,29,1,45,0,0,26,19,3.25
169,61465151,2020,Seibu,12,3,3,0,0,0,0,0,0.5,217,50.2,48,7,21,3,23,1,0,30,28,4.97
170,61465151,2021,Seibu,8,1,6,0,0,0,0,0,0.143,174,36.2,39,8,26,4,26,4,0,27,27,6.63
171,61465151,2024,Seibu,1,0,0,0,0,0,0,0,0,15,2.1,3,0,3,1,1,0,0,4,3,11.57
172,31635132,2016,Yakult,13,2,8,0,0,0,0,0,0.2,298,67,80,4,25,5,33,0,0,45,44,5.91
173,31635132,2017,Yakult,26,3,11,0,0,0,1,0,0.214,554,131.1,133,19,34,6,115,2,0,66,56,3.84
174,31635132,2018,Yakult,30,6,7,0,1,2,2,1,0.462,461,110.2,102,3,31,3,93,5,0,48,38,3.09
175,31635132,2019,Yakult,12,3,7,0,0,0,1,0,0.3,322,74,85,10,19,5,57,5,0,44,40,4.86
176,31635132,2020,Yakult,5,2,2,0,1,1,0,0,0.5,88,17.1,20,6,13,1,14,0,0,16,10,5.19
177,31635132,2021,Yakult,9,3,1,0,0,0,0,0,0.75,198,47,45,0,12,4,25,1,0,14,12,2.3
178,31635132,2022,Yakult,22,8,7,0,0,1,0,0,0.533,476,107.2,132,14,32,5,52,1,0,59,58,4.85
179,31635132,2024,Yakult,7,0,0,0,0,0,0,0,0,39,10,6,1,3,0,2,0,0,2,2,1.8
180,51655157,2024,Hiroshima,5,0,0,0,1,1,0,0,0,25,7,1,0,5,0,4,0,0,0,0,0
181,51655157,2025,Hiroshima,1,0,0,0,0,0,0,0,0,8,1,4,0,1,0,1,0,0,3,3,27
182,11615134,2020,Yakult,44,1,2,0,7,8,0,0,0.333,196,43.1,50,3,23,0,45,2,1,29,28,5.82
183,11615134,2021,Yakult,4,1,0,0,0,1,0,0,1,18,3.1,4,2,3,0,3,0,0,5,4,10.8
184,11615134,2023,Yakult,1,0,0,0,0,0,0,0,0,12,2,3,1,3,0,1,0,0,3,3,13.5
185,11615134,2024,Yakult,19,1,0,0,2,3,0,0,1,92,21,21,4,10,1,21,2,0,11,11,4.71
186,11615134,2025,Yakult,2,0,0,0,0,0,0,0,0,7,1,1,0,2,1,0,0,0,0,0,0
187,31635155,2022,Nippon-Ham,2,0,0,0,1,1,0,0,0,9,2,2,0,1,0,2,0,0,0,0,0
188,31635155,2023,Nippon-Ham,9,0,0,0,0,0,0,0,0,35,8.1,8,0,3,1,5,0,0,1,1,1.08
189,31635155,2024,SoftBank,32,4,0,0,6,10,0,0,1,108,25.1,20,1,10,0,21,0,0,7,7,2.49
190,21425151,2020,Chunichi,14,0,0,0,0,0,0,0,0,80,17,20,3,13,1,13,1,0,15,14,7.41
191,21425151,2021,Chunichi,28,0,0,0,1,1,0,0,0,112,26.2,26,0,8,1,28,0,0,11,11,3.71
192,21425151,2022,Chunichi,4,0,0,0,0,0,0,0,0,39,8.1,12,2,3,3,5,0,0,9,9,9.72
193,21425151,2023,Chunichi,13,1,0,0,0,1,0,0,1,64,15.1,9,0,10,3,9,1,0,2,2,1.17
194,21425151,2024,Chunichi,47,3,1,0,5,8,0,0,0.75,225,52,46,0,22,2,54,0,0,19,10,1.73
195,21425151,2025,Chunichi,14,0,0,0,3,3,0,0,0,63,15.1,9,1,7,1,12,0,0,1,1,0.59
196,31635134,2017,Yomiuri,13,6,4,0,0,0,0,0,0.6,288,72.1,53,9,23,2,72,1,0,27,24,2.99
197,31635134,2018,Yomiuri,9,2,0,0,3,5,0,0,1,41,9.2,10,0,2,0,10,1,0,3,3,2.79
198,31635134,2019,Yomiuri,5,0,1,0,0,0,0,0,0,76,15.2,26,2,5,1,14,0,0,14,12,6.89
199,31635134,2020,Yomiuri,12,4,4,0,0,0,1,1,0.5,265,65.2,47,5,23,4,49,1,0,22,21,2.88
200,31635134,2021,Yomiuri,52,4,3,1,11,13,0,0,0.571,390,96.2,83,13,25,4,97,2,1,37,33,3.07
201,31635134,2022,Yomiuri,27,3,0,1,5,8,0,0,1,122,28.2,22,3,14,0,22,1,0,11,10,3.14
202,31635134,2024,Yomiuri,1,0,0,0,0,0,0,0,0,10,3,1,1,0,0,3,0,0,1,1,3
203,31835153,2021,Rakuten,24,9,7,0,0,0,1,1,0.563,565,137.2,132,11,30,2,127,2,1,59,59,3.86
204,31835153,2022,Rakuten,19,5,9,0,0,0,0,0,0.357,444,107.1,105,19,23,3,86,0,0,48,46,3.86
205,31835153,2023,Rakuten,17,6,7,0,0,0,0,0,0.462,413,96.2,102,13,27,2,78,0,0,42,37,3.44
206,31835153,2024,Rakuten,25,11,6,0,0,0,2,1,0.647,690,170.1,156,10,35,3,160,4,0,54,48,2.54
207,31835153,2025,Rakuten,8,1,5,0,0,0,0,0,0.167,204,51.1,39,7,13,1,47,3,0,15,14,2.45
208,91695159,2025,Lotte,2,0,0,0,0,0,0,0,0,9,2,3,0,0,0,1,0,0,1,1,4.5
209,73975159,2024,Hiroshima,35,0,1,2,17,17,0,0,0,129,35,18,1,7,0,26,0,0,5,5,1.29
210,73975159,2025,Hiroshima,17,1,1,2,10,11,0,0,0.5,72,17,17,1,6,1,19,1,0,8,8,4.24
211,21825153,2021,Yomiuri,3,0,1,0,0,0,0,0,0,24,5,8,2,2,0,5,0,0,8,8,14.4
212,21825153,2022,Yomiuri,53,4,4,0,13,17,0,0,0.5,213,50,53,4,13,3,39,2,0,26,24,4.32
213,21825153,2023,Yomiuri,11,0,1,0,1,1,0,0,0,60,13.2,14,3,7,0,8,0,0,6,6,3.95
214,21825153,2024,Yomiuri,31,1,2,0,2,3,0,0,0.333,140,33.1,35,4,6,1,22,2,0,11,8,2.16
215,21825153,2025,Yomiuri,2,0,0,0,0,0,0,0,0,4,1.1,0,0,0,0,1,0,0,0,0,0
216,33435157,2023,SoftBank,1,0,0,0,0,0,0,0,0,7,0.2,3,1,1,1,1,0,0,2,2,27
217,33435157,2024,SoftBank,48,3,3,3,21,24,0,0,0.5,194,48,34,2,14,6,72,1,0,13,12,2.25
218,33435157,2025,SoftBank,15,0,2,0,4,4,0,0,0,59,13.2,16,0,4,1,12,0,0,8,8,5.27
219,1005137,2013,SoftBank,5,3,1,0,0,0,1,1,0.75,120,28.2,27,4,9,1,25,0,0,15,9,2.83
220,1005137,2014,SoftBank,7,2,2,0,0,0,0,0,0.5,161,35.1,35,3,23,1,30,2,0,17,15,3.82
221,1005137,2015,SoftBank,6,1,2,0,0,0,0,0,0.333,135,28,34,2,17,1,23,0,0,15,15,4.82
222,1005137,2016,SoftBank,23,9,6,0,0,0,0,0,0.6,545,135,113,13,37,2,100,1,0,49,45,3
223,1005137,2017,SoftBank,24,16,5,0,0,0,2,1,0.762,637,160,135,17,44,1,139,2,0,48,47,2.64
224,1005137,2018,SoftBank,17,7,5,0,0,0,2,0,0.583,425,103,91,15,32,3,83,1,0,42,38,3.32
225,1005137,2019,SoftBank,7,2,2,0,0,0,0,0,0.5,158,35.1,36,5,23,1,26,2,0,26,25,6.37
