SearchID,Year,League,Team,Role,G,GS,CG,SHO,W,L,SV,HLD,HP,IP,BF,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,K%,BB%,HR%,BABIP,LOB%,WL%,ERA,RA-,FIP-,RA9-WAR,WAR
102399,1976,CL,Taiyo,RP,1,0,0,0,0,0,0,,,1.7,10,3,0,2,0,0,0,0,0,1,1,0,0.2,0,0.429,0.8,,5.4,118,128,0,0
102399,1975,CL,Taiyo,RP,2,0,0,0,0,0,0,,,4,16,3,2,1,0,0,1,0,0,2,2,0.063,0.063,0.125,0.083,1,,4.5,117,258,0,-0.2
102399,1972,CL,Taiyo,UC,23,2,0,0,2,1,,,,53.7,221,41,6,20,1,1,26,0,0,20,18,0.118,0.09,0.027,0.212,0.784,0.667,3.02,85,106,1,0.4
102399,1973,CL,Taiyo,UC,23,0,0,0,0,0,,,,38.3,170,43,5,16,0,3,16,0,0,22,21,0.094,0.094,0.029,0.309,0.727,,4.93,151,137,-0.5,-0.2
102399,1971,CL,Taiyo,UC,5,2,0,0,0,0,,,,14.7,54,8,1,6,0,0,6,0,0,3,3,0.111,0.111,0.019,0.171,0.873,,1.84,55,112,0.5,0.1
102399,1969,CL,Taiyo,UC,9,0,0,0,0,0,,,,11.3,47,10,0,2,0,1,6,1,0,6,5,0.128,0.043,0,0.27,0.538,,3.97,129,61,0,0.4
102399,1967,CL,Taiyo,UC,13,9,0,0,1,1,,,,42,168,35,6,13,0,0,17,0,0,14,13,0.101,0.077,0.036,0.225,0.859,0.5,2.79,80,124,0.9,0
102399,1974,CL,Taiyo,RP,7,0,0,0,0,0,0,,,8.7,41,9,2,6,0,0,6,0,0,9,7,0.146,0.146,0.049,0.269,0.492,,7.27,231,151,-0.4,-0.1
102399,1970,CL,Taiyo,UC,1,0,0,0,0,0,,,,1.3,7,2,0,0,0,1,0,0,0,1,1,0,0,0,0.333,0.667,,6.75,202,127,0,0
102400,1967,PL,Kintetsu,UC,7,1,0,0,0,0,,,,13,64,17,1,9,1,0,10,1,0,14,14,0.156,0.141,0.016,0.381,0.488,,9.69,275,113,-0.8,0.1
102401,1974,CL,Hanshin,RP,1,0,0,0,0,0,0,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,67,0,0
102401,1970,CL,Hanshin,UC,1,1,0,0,1,0,,,,7.3,29,5,0,3,0,0,5,1,0,1,0,0.172,0.103,0,0.25,0.875,1,0,40,75,0.3,0.2
102401,1972,CL,Hanshin,UC,34,5,0,0,7,4,,,,85,344,77,7,31,6,0,36,0,0,32,29,0.105,0.09,0.02,0.271,0.774,0.636,3.07,94,100,1.2,0.9
102401,1971,CL,Hanshin,UC,3,0,0,0,0,0,,,,8.7,37,14,2,2,0,0,2,0,0,5,5,0.054,0.054,0.054,0.387,0.833,,5.19,170,173,-0.2,-0.2
102401,1973,CL,Hanshin,UC,7,0,0,0,0,0,,,,7,40,12,2,8,1,0,5,0,0,11,9,0.125,0.2,0.05,0.455,0.523,,11.57,438,220,-0.9,-0.3
102401,1967,CL,Hanshin,UC,7,2,0,0,0,1,,,,10.3,43,10,1,6,0,0,2,0,0,6,6,0.047,0.14,0.023,0.29,0.685,0,5.23,146,160,-0.1,-0.2
102402,1972,CL,Hiroshima,UC,2,0,0,0,0,0,,,,4,15,4,0,1,0,0,1,0,0,0,0,0.067,0.067,0,0.308,1,,0,0,74,0.3,0.1
102406,1978,CL,Yomiuri,SP,23,8,0,0,2,3,0,,,45.7,206,45,2,29,0,0,21,0,0,33,29,0.102,0.141,0.01,0.287,0.576,0.4,5.72,136,96,-0.4,0.6
102406,1984,CL,Yomiuri,RP,18,0,0,0,0,0,0,,,24,97,25,2,8,1,0,7,0,0,11,11,0.072,0.082,0.021,0.295,0.728,,4.13,89,97,0.2,0.1
102406,1983,CL,Yomiuri,RP,14,0,0,0,0,1,0,,,18,81,26,4,4,0,1,5,0,0,19,19,0.062,0.049,0.049,0.344,0.472,0,9.5,202,132,-0.8,-0.2
102406,1982,CL,Yomiuri,RP,35,1,0,0,2,4,3,,,67.7,272,56,1,21,2,0,45,1,0,26,19,0.165,0.077,0.004,0.282,0.675,0.333,2.53,87,64,1,1.9
102406,1981,CL,Yomiuri,RP,25,1,0,0,1,2,0,,,43.3,188,39,2,22,1,2,33,0,0,20,19,0.176,0.117,0.011,0.298,0.714,0.333,3.95,99,88,0.3,0.6
102406,1980,CL,Yomiuri,RP,3,0,0,0,0,0,0,,,7,27,6,0,2,0,0,3,0,0,3,3,0.111,0.074,0,0.273,0.625,,3.86,93,68,0.1,0.1
102406,1979,CL,Yomiuri,RP,21,5,0,0,2,3,0,,,49.3,229,60,8,27,2,1,33,2,0,34,33,0.144,0.118,0.035,0.335,0.703,0.4,6.02,138,117,-0.5,0
102406,1977,CL,Yomiuri,RP,31,7,2,0,9,4,1,,,93.3,394,86,13,38,4,1,61,3,0,32,26,0.155,0.096,0.033,0.27,0.871,0.692,2.51,65,95,3.1,1.3
102406,1975,CL,Yakult,SP,22,7,0,0,1,4,0,,,57,266,76,10,25,0,3,33,1,1,44,42,0.124,0.094,0.038,0.359,0.667,0.2,6.63,179,133,-1.5,-0.3
102406,1974,CL,Yakult,SP,41,27,19,3,12,15,5,,,256,990,202,23,50,4,6,148,2,1,78,68,0.149,0.051,0.023,0.241,0.797,0.444,2.39,66,81,8.2,5.8
102406,1973,CL,Yakult,UC,43,20,2,1,14,12,,,,178.3,716,137,15,63,9,2,136,1,1,56,47,0.19,0.088,0.021,0.252,0.807,0.538,2.37,80,84,3.8,3.5
102406,1972,CL,Yakult,UC,37,20,5,1,6,14,,,,168.3,691,146,18,65,7,5,98,0,0,86,74,0.142,0.094,0.026,0.263,0.681,0.3,3.96,114,101,0.7,1.8
102406,1971,CL,Yakult,UC,38,23,5,1,7,14,,,,163.3,678,147,16,67,9,6,96,0,0,64,58,0.142,0.099,0.024,0.273,0.789,0.333,3.2,104,108,1.6,1.3
102406,1970,CL,Yakult,UC,28,14,5,1,6,12,,,,123,537,125,17,48,5,5,78,3,0,61,53,0.145,0.089,0.032,0.289,0.759,0.333,3.88,131,124,-0.3,0
102406,1969,CL,Atoms,UC,54,2,0,0,9,6,,,,133,525,110,7,29,2,7,95,3,0,44,39,0.181,0.055,0.013,0.272,0.749,0.6,2.64,79,70,2.9,3.5
102406,1968,CL,Sankei,UC,36,7,0,0,4,6,,,,79.7,332,76,10,24,4,3,49,6,0,49,38,0.148,0.072,0.03,0.275,0.607,0.4,4.29,145,106,-0.8,0.7
102406,1967,CL,Sankei,UC,50,9,2,0,8,10,,,,149.7,603,134,17,26,4,7,69,4,0,53,46,0.114,0.043,0.028,0.245,0.796,0.444,2.77,86,105,2.8,1.4
102406,1976,CL,Yakult,RP,23,5,2,1,3,6,1,,,59,253,62,6,15,1,1,33,0,0,28,23,0.13,0.059,0.024,0.296,0.718,0.333,3.51,95,84,0.8,1.2
102414,1968,PL,Kintetsu,UC,12,1,0,0,0,1,,,,19.3,81,19,3,5,0,0,9,0,0,6,6,0.111,0.062,0.037,0.25,0.909,0,2.79,74,121,0.5,0
102420,1971,CL,Chunichi,UC,12,3,0,0,1,1,,,,35.3,150,38,5,15,0,0,17,0,0,17,17,0.113,0.1,0.033,0.295,0.783,0.5,4.33,134,138,-0.1,-0.2
102420,1972,CL,Chunichi,UC,28,12,2,0,3,4,,,,89.7,363,78,14,24,5,1,34,0,0,41,37,0.094,0.066,0.039,0.228,0.743,0.429,3.71,106,118,0.7,0.2
102420,1974,PL,Lotte,RP,3,0,0,0,0,0,0,,,4,18,4,0,2,0,0,1,0,0,2,2,0.056,0.111,0,0.286,0.667,,4.5,115,91,0,0
102420,1968,CL,Chunichi,UC,1,0,0,0,0,0,,,,3,15,7,0,1,0,0,2,0,0,4,4,0.133,0.067,0,0.583,0.5,,12,320,65,-0.2,0.1
102421,1973,PL,Lotte,UC,11,1,0,0,1,0,,,,17,79,27,5,2,0,1,9,1,0,16,15,0.114,0.025,0.063,0.355,0.609,1,7.94,209,133,-0.7,-0.1
102421,1969,CL,Chunichi,UC,5,0,0,0,0,0,,,,7.7,37,11,0,3,0,0,6,1,0,7,6,0.162,0.081,0,0.423,0.5,,7.04,231,62,-0.4,0.3
102421,1970,CL,Chunichi,UC,35,9,0,0,1,7,,,,77.7,346,79,10,35,4,4,39,0,0,41,37,0.113,0.101,0.029,0.282,0.74,0.125,4.29,147,139,-0.8,-0.5
102421,1972,CL,Chunichi,UC,25,0,0,0,2,0,,,,41.3,183,49,6,16,2,0,28,4,0,24,22,0.153,0.087,0.033,0.333,0.724,1,4.79,135,104,-0.2,0.4
102421,1968,CL,Chunichi,UC,14,4,0,0,1,2,,,,32.3,127,24,2,10,1,2,15,0,1,15,15,0.118,0.079,0.016,0.229,0.633,0.333,4.18,111,97,0.2,0.4
102424,1968,CL,Taiyo,UC,5,1,1,0,1,0,,,,13.3,56,10,4,7,0,0,8,0,0,6,5,0.143,0.125,0.071,0.162,0.965,1,3.38,107,186,0.1,-0.3
102424,1969,CL,Taiyo,UC,10,3,0,0,2,1,,,,20.3,93,20,1,14,0,2,18,0,0,11,8,0.194,0.151,0.011,0.339,0.723,0.667,3.54,132,100,-0.1,0.2
102424,1970,CL,Taiyo,UC,53,6,0,0,4,4,,,,115,455,78,6,36,4,4,85,2,0,32,27,0.187,0.079,0.013,0.226,0.785,0.5,2.11,75,77,2.7,2.6
102424,1971,CL,Taiyo,UC,58,3,1,0,11,9,,,,148,578,91,9,51,4,4,110,1,0,39,35,0.19,0.088,0.016,0.21,0.802,0.55,2.13,71,80,3.8,3.1
102424,1972,CL,Taiyo,UC,18,2,0,0,0,1,,,,27,111,30,7,8,1,0,22,0,0,15,15,0.198,0.072,0.063,0.311,0.816,0,5,127,128,-0.1,-0.1
102424,1973,CL,Taiyo,UC,37,3,0,0,0,3,,,,64,270,53,6,30,2,2,43,0,0,24,23,0.159,0.111,0.022,0.257,0.796,0,3.23,99,106,0.8,0.6
102424,1974,CL,Taiyo,RP,33,1,0,0,0,4,0,,,54.3,232,51,9,20,0,3,37,0,0,30,28,0.159,0.086,0.039,0.266,0.717,0,4.64,123,114,-0.3,0
102424,1975,CL,Taiyo,RP,36,0,0,0,3,4,2,,,59.7,244,49,8,26,5,0,44,3,1,21,19,0.18,0.107,0.033,0.265,0.846,0.429,2.87,82,101,1.1,0.4
102424,1976,CL,Taiyo,RP,17,0,0,0,2,0,2,,,25,118,28,5,17,1,0,10,0,0,17,14,0.085,0.144,0.042,0.271,0.737,1,5.04,133,136,-0.3,-0.3
102424,1977,CL,Taiyo,RP,18,0,0,0,1,1,2,,,22.7,101,20,4,16,2,1,14,1,0,15,13,0.139,0.158,0.04,0.246,0.701,0.5,5.16,120,119,-0.1,-0.1
102425,1975,CL,Yakult,RP,19,1,0,0,1,1,2,,,24,107,27,4,12,1,0,19,0,0,13,12,0.178,0.112,0.037,0.329,0.778,0.5,4.5,126,117,-0.1,0
102425,1974,CL,Yakult,RP,16,2,0,0,0,2,0,,,28,115,26,6,10,1,0,20,0,0,16,15,0.174,0.087,0.052,0.256,0.725,0,4.82,125,124,-0.1,-0.1
102425,1971,CL,Yakult,UC,31,2,0,0,5,2,,,,72.7,297,50,8,44,2,2,54,3,0,21,21,0.182,0.148,0.027,0.232,0.884,0.714,2.6,76,127,1.7,-0.1
102425,1970,CL,Yakult,UC,38,0,0,0,2,2,,,,76.3,324,73,6,37,3,2,56,0,0,40,35,0.173,0.114,0.019,0.315,0.695,0.5,4.13,138,104,-0.5,0.7
102425,1969,CL,Atoms,UC,14,1,0,0,0,2,,,,21,93,27,4,8,0,0,12,0,0,18,17,0.129,0.086,0.043,0.354,0.578,0,7.29,204,136,-0.8,-0.1
102425,1968,CL,Sankei,UC,6,1,0,0,1,0,,,,15,61,13,1,7,0,0,5,1,0,7,5,0.082,0.115,0.016,0.25,0.699,1,3,110,116,0.1,0
102425,1972,CL,Yakult,UC,11,4,0,0,0,0,,,,25,109,22,4,17,0,1,15,0,0,17,17,0.138,0.156,0.037,0.254,0.669,,6.12,152,146,-0.3,-0.3
102427,1980,CL,Taiyo,RP,6,0,0,0,1,0,0,,,6,30,10,5,4,0,0,5,0,0,7,6,0.167,0.133,0.167,0.333,1,1,9,250,363,-0.4,-0.7
102427,1979,PL,Nippon-Ham,RP,17,1,0,0,0,0,2,,,20.7,103,30,8,15,3,2,7,1,0,25,25,0.068,0.146,0.078,0.328,0.615,,10.89,231,203,-1.3,-1
102427,1978,PL,Nippon-Ham,RP,21,0,0,0,1,2,1,,,45.7,219,48,9,34,1,3,24,1,0,30,26,0.11,0.155,0.041,0.279,0.76,0.333,5.12,136,158,-0.6,-1.1
102427,1977,PL,Nippon-Ham,RP,41,0,0,0,6,3,7,,,72.3,286,54,8,23,5,5,53,2,0,21,16,0.185,0.08,0.028,0.24,0.862,0.667,1.99,64,91,2.2,0.9
102427,1976,CL,Hiroshima,RP,34,0,0,0,4,3,7,,,45.3,199,48,7,14,3,3,32,1,0,23,23,0.161,0.07,0.035,0.297,0.761,0.571,4.57,105,98,0.2,0.4
102427,1975,CL,Hiroshima,RP,44,0,0,0,10,2,10,,,89.7,365,58,5,40,1,9,74,1,0,20,17,0.203,0.11,0.014,0.228,0.87,0.833,1.71,53,88,3.6,1.4
102427,1973,PL,Hankyu,UC,17,11,1,1,4,4,,,,61,270,51,5,38,0,3,37,1,0,28,24,0.137,0.141,0.019,0.253,0.753,0.5,3.54,98,104,0.8,0.6
102427,1972,PL,Hankyu,UC,22,8,1,1,1,2,,,,52.3,227,56,10,17,0,1,33,0,0,31,25,0.145,0.075,0.044,0.289,0.717,0.333,4.3,126,113,-0.1,0.3
102427,1971,PL,Hankyu,UC,34,10,2,0,4,3,,,,103.3,442,102,15,38,4,2,58,1,1,54,48,0.131,0.086,0.034,0.276,0.727,0.571,4.18,108,104,0.7,1
102427,1970,PL,Hankyu,UC,45,17,4,0,8,9,,,,155.7,669,153,13,76,3,6,74,5,0,72,66,0.111,0.114,0.019,0.287,0.752,0.471,3.82,102,107,1.6,1.2
102427,1969,PL,Hankyu,UC,29,14,3,1,7,3,,,,105.3,445,85,12,45,3,7,54,0,0,38,34,0.121,0.101,0.027,0.23,0.824,0.7,2.91,86,121,2,0.1
102427,1968,PL,Hankyu,UC,38,8,0,0,3,4,,,,80.7,342,68,4,43,4,2,53,1,0,32,28,0.155,0.126,0.012,0.279,0.754,0.429,3.12,95,95,1.1,1.1
102427,1974,PL,Hankyu,SP,35,12,2,1,5,7,3,,,103.7,441,92,12,43,1,5,75,4,0,49,42,0.17,0.098,0.027,0.272,0.739,0.417,3.65,103,98,1,1.3
102435,1968,CL,Sankei,UC,1,0,0,0,0,0,,,,0.3,5,4,1,0,0,0,0,1,0,4,4,0,0,0.2,0.75,0,,108,2834,400,-0.3,-0.1
102437,1968,PL,Nankai,UC,6,0,0,0,0,0,,,,12,56,19,2,1,0,1,6,0,0,11,9,0.107,0.018,0.036,0.378,0.549,,6.75,221,108,-0.5,0.1
102437,1970,PL,Nankai,UC,1,0,0,0,0,0,,,,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,,0,0,66,0.1,0
102437,1969,PL,Nankai,UC,28,4,1,0,3,1,,,,78.3,332,86,11,13,0,3,45,1,0,37,31,0.136,0.039,0.033,0.292,0.751,0.75,3.56,115,103,0.3,0.8
102438,1974,PL,Kintetsu,RP,5,0,0,0,0,0,0,,,5.7,25,11,0,1,0,0,2,0,0,0,0,0.08,0.04,0,0.5,1,,0,0,62,0.3,0.1
102438,1968,PL,Kintetsu,UC,4,1,0,0,0,1,,,,8.3,38,10,0,4,1,0,6,0,0,6,5,0.158,0.105,0,0.4,0.571,0,5.4,172,63,-0.2,0.3
102438,1972,PL,Kintetsu,UC,14,2,0,0,1,1,,,,26.3,122,31,4,12,0,0,10,0,0,18,16,0.082,0.098,0.033,0.287,0.668,0.5,5.47,153,124,-0.4,0
102438,1970,PL,Kintetsu,UC,6,0,0,0,0,0,,,,10.7,43,9,1,3,0,0,4,0,0,6,3,0.093,0.07,0.023,0.229,0.566,,2.53,127,101,0,0.1
102438,1973,PL,Kintetsu,UC,11,2,0,0,1,1,,,,25.3,105,21,1,8,0,1,10,1,0,12,12,0.095,0.076,0.01,0.25,0.629,0.5,4.26,103,80,0.3,0.5
102440,1968,CL,Taiyo,UC,33,6,0,0,5,5,,,,66.3,278,72,11,16,0,1,31,1,0,37,33,0.112,0.058,0.04,0.295,0.707,0.5,4.48,133,121,-0.3,0.1
102440,1969,CL,Taiyo,UC,46,4,0,0,4,3,,,,109,441,84,10,33,1,1,73,3,0,38,30,0.166,0.075,0.023,0.233,0.769,0.571,2.48,85,88,2,1.9
102440,1971,PL,Lotte,UC,31,6,1,1,3,3,,,,93.7,386,90,15,24,3,3,32,0,0,45,38,0.083,0.062,0.039,0.244,0.75,0.5,3.65,97,109,1.2,0.7
102440,1972,PL,Lotte,UC,6,2,0,0,0,0,,,,12.7,58,15,3,8,0,0,2,1,0,9,9,0.034,0.138,0.052,0.286,0.745,,6.39,150,173,-0.2,-0.3
102440,1973,PL,Lotte,UC,13,0,0,0,0,0,,,,20.7,94,24,2,9,0,0,17,0,0,11,9,0.181,0.096,0.021,0.344,0.728,,3.92,118,83,0,0.5
102440,1974,PL,Lotte,RP,2,0,0,0,0,0,0,,,3,16,7,3,0,0,0,1,0,1,6,6,0.063,0,0.188,0.333,0.357,,18,460,334,-0.3,-0.3
102440,1970,CL,Taiyo,UC,24,3,1,1,1,1,,,,48.7,198,40,7,13,1,3,33,2,0,20,14,0.167,0.066,0.035,0.239,0.779,0.5,2.59,110,116,0.3,0.2
102441,1970,PL,Nishitetsu,UC,38,5,0,0,1,5,,,,95,393,82,11,44,1,2,37,1,0,38,38,0.094,0.112,0.028,0.246,0.799,0.167,3.6,89,121,1.6,0.1
102441,1969,PL,Nishitetsu,UC,24,1,0,0,1,2,,,,39.3,171,45,4,14,1,0,17,1,0,16,15,0.099,0.082,0.023,0.313,0.805,0.333,3.43,99,107,0.5,0.3
102441,1968,PL,Nishitetsu,UC,14,2,0,0,0,0,,,,25.3,111,35,5,8,0,0,13,1,0,18,17,0.117,0.072,0.045,0.353,0.694,,6.04,173,133,-0.6,-0.1
102441,1971,PL,Nishitetsu,UC,30,6,0,0,0,4,,,,58.3,250,63,14,14,0,1,21,1,0,40,32,0.084,0.056,0.056,0.257,0.651,0,4.94,142,134,-0.6,-0.3
102445,1968,PL,Toei,UC,23,4,0,0,1,2,,,,40.7,176,39,6,13,2,1,30,1,0,23,21,0.17,0.074,0.034,0.264,0.673,0.333,4.65,143,108,-0.4,0.3
102445,1969,PL,Toei,UC,2,0,0,0,0,0,,,,3,16,6,0,1,0,0,3,0,0,2,2,0.188,0.063,0,0.5,0.714,,6,167,52,-0.1,0.2
102446,1968,PL,Toei,UC,1,0,0,0,0,0,,,,1,7,2,0,2,0,0,1,0,0,3,3,0.143,0.286,0,0.5,0.25,,27,758,153,-0.2,0
102447,1979,CL,Yakult,SP,50,17,4,1,9,11,13,,,181.7,762,182,21,52,2,6,139,1,1,92,80,0.182,0.068,0.028,0.303,0.703,0.45,3.96,101,86,2.1,3.8
102447,1985,CL,Yakult,SP,8,4,0,0,0,2,0,,,14.3,76,23,3,10,0,0,7,2,0,15,15,0.092,0.132,0.039,0.377,0.625,0,9.42,198,134,-0.5,-0.1
102447,1984,CL,Yakult,SP,24,13,1,0,1,5,0,,,72.7,343,101,12,34,3,3,29,3,0,54,53,0.085,0.099,0.035,0.353,0.693,0.167,6.56,147,123,-0.9,0
102447,1983,CL,Yakult,SP,35,29,7,0,11,14,0,,,191.3,803,179,23,67,3,1,92,4,1,90,87,0.115,0.083,0.029,0.258,0.731,0.44,4.09,94,101,3,2.4
102447,1981,CL,Yakult,SP,36,25,7,0,12,7,4,,,194.3,822,191,29,67,5,8,133,5,1,84,81,0.162,0.082,0.035,0.286,0.807,0.632,3.75,95,113,2.9,1.2
102447,1980,CL,Yakult,SP,29,17,9,4,13,6,1,,,157,646,145,10,47,4,2,92,3,2,47,41,0.142,0.073,0.015,0.281,0.817,0.684,2.35,65,81,5,3.7
102447,1978,CL,Yakult,SP,43,29,11,4,16,11,2,,,199.3,873,191,21,96,5,5,119,5,0,92,83,0.136,0.11,0.024,0.279,0.762,0.593,3.75,87,97,3.9,2.9
102447,1982,CL,Yakult,SP,34,21,5,1,9,13,3,,,168,706,153,18,54,7,4,101,1,1,74,62,0.143,0.076,0.025,0.266,0.737,0.409,3.32,103,101,1.7,2
102447,1976,CL,Yakult,SP,42,30,16,3,17,13,4,,,222,935,208,18,85,6,5,170,0,0,91,82,0.182,0.091,0.019,0.296,0.759,0.567,3.32,82,77,5.1,5.9
102447,1975,CL,Yakult,SP,41,18,5,1,13,9,6,,,201.7,804,143,15,67,9,3,168,0,0,57,52,0.209,0.083,0.019,0.239,0.813,0.591,2.32,66,73,6.5,5.6
102447,1974,CL,Yakult,SP,39,30,15,4,17,15,1,,,257.3,1042,202,27,95,4,7,168,2,1,96,80,0.161,0.091,0.026,0.24,0.781,0.531,2.8,81,96,5.9,3.8
102447,1973,CL,Yakult,UC,48,25,14,2,21,18,,,,295,1203,223,18,115,17,10,218,4,0,83,73,0.181,0.096,0.015,0.253,0.821,0.538,2.23,72,81,7.6,6.2
102447,1972,CL,Yakult,UC,46,36,18,3,17,18,,,,300,1231,271,28,97,9,4,140,3,0,120,103,0.114,0.079,0.023,0.258,0.757,0.486,3.09,90,96,5,4
102447,1971,CL,Yakult,UC,48,37,14,4,14,15,,,,281.7,1143,240,23,84,13,8,122,1,1,95,79,0.107,0.073,0.02,0.248,0.791,0.483,2.52,89,101,4.7,3.1
102447,1970,CL,Yakult,UC,45,19,2,2,4,12,,,,145.3,625,159,13,52,3,3,62,3,1,77,68,0.099,0.083,0.021,0.304,0.7,0.25,4.21,140,115,-1,0.7
102447,1969,CL,Atoms,UC,43,23,2,0,8,10,,,,168,707,142,24,60,2,13,110,4,0,84,69,0.156,0.085,0.034,0.243,0.722,0.444,3.7,119,120,0.4,0.3
102447,1977,CL,Yakult,SP,47,24,4,1,9,10,7,,,188,809,182,23,78,4,6,138,3,1,93,86,0.171,0.096,0.028,0.291,0.74,0.474,4.12,93,90,3.1,3.6
102447,1968,CL,Sankei,UC,2,1,0,0,0,1,,,,2.3,15,4,0,3,0,1,0,0,0,6,6,0,0.2,0,0.444,0.25,0,23.14,607,206,-0.4,-0.1
102449,1977,PL,Hankyu,RP,12,2,0,0,1,2,0,,,34,163,34,2,27,1,2,11,1,0,23,13,0.067,0.166,0.012,0.271,0.664,0.333,3.44,150,132,-0.6,-0.3
102449,1976,CL,Hiroshima,RP,1,0,0,0,0,0,0,,,2,9,2,1,1,0,0,1,0,0,1,1,0.111,0.111,0.111,0.167,1,,4.5,104,237,0,-0.1
102449,1975,CL,Hiroshima,RP,3,0,0,0,0,0,0,,,6.7,27,5,1,3,0,0,8,0,0,1,1,0.296,0.111,0.037,0.267,1,,1.35,36,93,0.2,0.1
102449,1971,CL,Chunichi,UC,16,3,1,0,1,3,,,,40.3,168,41,5,11,1,3,24,0,0,23,22,0.143,0.065,0.03,0.303,0.667,0.25,4.91,159,115,-0.6,0.2
102449,1968,PL,Orions,UC,8,1,0,0,1,1,,,,23,91,18,3,4,0,0,13,0,0,8,7,0.143,0.044,0.033,0.217,0.787,0.5,2.74,79,95,0.5,0.3
102449,1974,CL,Hiroshima,RP,4,0,0,0,0,0,0,,,6,28,6,0,3,0,2,3,0,0,3,3,0.107,0.107,0,0.333,0.727,,4.5,115,107,0,0
102449,1969,PL,Lotte,UC,22,4,0,0,3,0,,,,48.7,208,41,8,24,1,1,27,0,0,20,17,0.13,0.115,0.038,0.232,0.839,1,3.14,94,133,0.7,-0.2
102449,1970,CL,Chunichi,UC,16,6,1,0,2,4,,,,51,216,43,8,22,1,0,41,1,0,24,21,0.19,0.102,0.037,0.259,0.762,0.333,3.71,131,130,-0.2,-0.1
102450,1968,PL,Nankai,UC,2,0,0,0,0,0,,,,3,16,4,0,2,0,1,1,0,0,4,4,0.063,0.125,0,0.333,0.429,,12,321,123,-0.3,0
102450,1985,PL,Kintetsu,RP,35,1,0,0,5,0,2,,,54.3,239,65,13,14,0,1,22,2,0,29,27,0.092,0.059,0.054,0.287,0.825,1,4.47,90,115,0.8,-0.1
102450,1984,PL,Nippon-Ham,RP,13,1,0,0,0,1,0,,,30,138,47,6,7,0,1,11,0,1,21,20,0.08,0.051,0.043,0.38,0.73,0,6,130,110,-0.3,0.1
102450,1983,PL,Nippon-Ham,SP,26,14,1,1,5,7,0,,,91.7,407,114,13,27,1,2,32,2,0,64,61,0.079,0.066,0.032,0.321,0.633,0.417,5.99,128,100,-0.3,1.1
102450,1982,PL,Nippon-Ham,SP,29,13,2,2,8,5,0,,,132,537,109,7,54,1,2,58,3,0,33,27,0.108,0.101,0.013,0.256,0.851,0.615,1.84,51,88,5.2,2.3
102450,1981,PL,Nippon-Ham,SP,22,6,1,0,1,3,2,,,72,311,71,5,30,1,1,26,2,0,41,31,0.084,0.096,0.016,0.27,0.642,0.25,3.88,111,93,0.3,1
102450,1980,CL,Hiroshima,RP,12,3,0,0,0,2,0,,,25.7,104,21,6,11,0,1,11,1,1,13,13,0.106,0.106,0.058,0.203,0.813,0,4.56,109,161,0.1,-0.5
102450,1978,CL,Hiroshima,SP,38,33,7,0,10,14,0,,,191.3,847,217,28,62,3,5,103,7,0,125,114,0.122,0.073,0.033,0.299,0.65,0.417,5.36,121,97,0.3,2.9
102450,1979,CL,Hiroshima,SP,27,18,0,0,3,5,0,,,95,412,115,19,25,2,1,56,0,0,63,59,0.136,0.061,0.046,0.318,0.682,0.375,5.59,130,111,-0.3,0.7
102450,1969,PL,Nankai,UC,2,0,0,0,0,0,,,,1,5,1,0,1,1,0,0,0,0,0,0,0,0.2,0,0.25,1,,0,0,70,0.1,0
102450,1970,PL,Nankai,UC,4,3,0,0,0,1,,,,9.7,49,14,5,7,0,1,10,0,0,12,11,0.204,0.143,0.102,0.375,0.667,0,10.24,277,244,-0.6,-0.5
102450,1971,PL,Nankai,UC,19,2,0,0,1,2,,,,48.3,213,49,7,21,0,1,36,0,0,37,34,0.169,0.099,0.033,0.294,0.556,0.333,6.33,162,103,-0.9,0.5
102450,1986,PL,Kintetsu,RP,1,0,0,0,0,0,0,,,2,11,5,1,1,0,0,1,0,0,4,4,0.091,0.091,0.091,0.5,0.435,,18,381,184,-0.2,-0.1
102450,1974,CL,Hiroshima,RP,8,0,0,0,0,0,0,,,10.7,46,13,4,2,0,0,7,0,0,7,7,0.152,0.043,0.087,0.29,0.851,,5.91,151,174,-0.2,-0.3
102450,1976,CL,Hiroshima,SP,25,15,5,0,8,7,0,,,110.3,466,111,10,35,1,6,73,0,1,49,45,0.157,0.075,0.021,0.31,0.746,0.533,3.67,92,86,1.8,2.3
102450,1972,PL,Nankai,UC,2,0,0,0,0,0,,,,5,19,4,0,1,0,0,0,0,0,1,1,0,0.053,0,0.222,0.8,,1.8,43,78,0.2,0.1
102450,1977,CL,Hiroshima,SP,44,40,14,1,20,14,0,,,284.7,1237,289,42,111,1,9,156,4,1,132,118,0.126,0.09,0.034,0.278,0.791,0.588,3.73,88,105,5.7,3.1
102451,1968,CL,Sankei,UC,3,0,0,0,0,0,,,,4,21,7,1,2,0,1,1,0,0,6,6,0.048,0.095,0.048,0.375,0.465,,13.5,354,189,-0.4,-0.1
102452,1968,CL,Hanshin,UC,7,0,0,0,0,0,,,,11,46,13,2,1,0,0,10,0,0,5,5,0.217,0.022,0.043,0.355,0.804,,4.09,114,96,0,0.2
