playerId,Season,TeamKor,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
63700,2020,Hanwha,OF,10,4,46 2/3,0,0,10,0,0,1,0,0,0,-
50730,2020,Hanwha,OF,9,7,58,0,0,16,0,0,1,0,0,0,-
69766,2020,Hanwha,OF,9,4,43 1/3,0,0,6,1,0,1,0,0,0,-
61700,2020,Hanwha,3B,7,5,41,1,0,3,9,0,0.923,0,0,0,-
76509,2020,Hanwha,1B,7,7,53,0,0,44,5,6,1,0,0,0,-
64704,2020,Hanwha,3B,7,5,46,3,0,4,5,2,0.75,0,0,0,-
64759,2020,Hanwha,P,7,0,7 1/3,0,0,0,0,0,-,0,0,0,-
66706,2020,Hanwha,OF,7,3,30,0,0,7,2,0,1,0,0,0,-
61554,2020,Hanwha,1B,6,2,21,1,0,16,1,4,0.944,0,0,0,-
63961,2020,Hanwha,P,6,0,6,0,0,1,2,1,1,0,0,0,-
66706,2020,Hanwha,OF,6,0,14,0,0,1,0,0,1,0,0,0,-
66706,2020,Hanwha,OF,6,4,39,0,0,10,0,0,1,0,0,0,-
67711,2020,Hanwha,P,5,0,7,0,0,1,0,0,1,0,0,0,-
76509,2020,Hanwha,OF,5,3,28,0,0,9,0,0,1,0,0,0,-
61554,2020,Hanwha,OF,5,1,14,0,0,6,0,0,1,0,0,0,-
65503,2020,Hanwha,OF,5,3,25,0,0,9,0,0,1,0,0,0,-
65503,2020,Hanwha,OF,5,3,27,0,0,4,2,0,1,0,0,0,-
66702,2020,Hanwha,OF,5,3,30,0,0,7,0,0,1,0,0,0,-
73136,2020,Hanwha,1B,5,5,37,1,0,33,1,4,0.971,0,0,0,-
64209,2020,Hanwha,3B,5,3,23,0,0,0,3,1,1,0,0,0,-
79705,2020,Hanwha,3B,4,3,30,1,0,3,3,1,0.857,0,0,0,-
69737,2020,Hanwha,1B,4,0,9,0,0,10,0,1,1,0,0,0,-
62797,2020,Hanwha,OF,4,3,24,0,0,1,0,0,1,0,0,0,-
69703,2020,Hanwha,P,4,1,10,1,0,1,0,0,0.5,0,0,0,-
65703,2020,Hanwha,SS,4,3,27,0,0,5,8,2,1,0,0,0,-
63700,2020,Hanwha,OF,4,0,4 2/3,0,0,0,0,0,-,0,0,0,-
64209,2020,Hanwha,SS,4,2,21,1,0,3,3,0,0.857,0,0,0,-
69702,2020,Hanwha,2B,3,0,8,1,0,3,3,1,0.857,0,0,0,-
50709,2020,Hanwha,3B,3,2,12,0,0,1,1,0,1,0,0,0,-
50709,2020,Hanwha,1B,3,0,3,0,0,5,0,0,1,0,0,0,-
63700,2020,Hanwha,OF,3,0,8,0,0,2,0,0,1,0,0,0,-
64209,2020,Hanwha,2B,3,1,17,1,0,5,3,1,0.889,0,0,0,-
61700,2020,Hanwha,SS,2,2,18,1,0,2,6,2,0.889,0,0,0,-
61700,2020,Hanwha,OF,2,0,2,0,0,0,0,0,-,0,0,0,-
73750,2020,Hanwha,P,2,0,3 2/3,0,0,1,1,0,1,0,0,0,-
50706,2020,Hanwha,P,2,2,7 2/3,0,0,1,0,1,1,0,0,0,-
64209,2020,Hanwha,1B,2,0,5 2/3,0,0,2,1,0,1,0,0,0,-
61700,2020,Hanwha,OF,1,0,2 1/3,0,0,1,0,0,1,0,0,0,-
65503,2020,Hanwha,OF,1,1,9,1,0,4,0,0,0.8,0,0,0,-
69737,2020,Hanwha,P,1,0,1,0,0,0,0,0,-,0,0,0,-
50709,2020,Hanwha,2B,1,1,6,0,0,0,4,1,1,0,0,0,-
62797,2020,Hanwha,OF,1,0,1,0,0,0,0,0,-,0,0,0,-
66702,2020,Hanwha,OF,1,0,1,0,0,0,0,0,-,0,0,0,-
50704,2020,Hanwha,OF,1,0,2 1/3,0,0,0,0,0,-,0,0,0,-
50704,2020,Hanwha,OF,1,0,4 2/3,0,0,1,0,0,1,0,0,0,-
69705,2020,Hanwha,2B,1,0,3 1/3,0,0,0,0,0,-,0,0,0,-
76158,2020,Hanwha,1B,1,0,5,0,0,3,0,1,1,0,0,0,-
50707,2020,Hanwha,OF,1,0,1,0,0,0,0,0,-,0,0,0,-
50707,2020,Hanwha,1B,1,1,6,0,0,6,0,0,1,0,0,0,-
50726,2020,Hanwha,P,1,1,1 2/3,0,0,0,1,0,1,0,0,0,-
69706,2020,Hanwha,C,1,1,7,0,0,10,0,0,1,0,1,0,0
62244,2019,Doosan,C,135,128,1071 2/3,8,0,786,55,5,0.991,4,85,23,21.3
79240,2019,Doosan,3B,132,124,1080,8,0,86,193,18,0.972,0,0,0,-
74206,2019,Doosan,SS,130,116,993 1/3,10,0,158,339,67,0.98,0,0,0,-
75334,2019,Doosan,1B,126,119,1044,4,0,1031,76,100,0.996,0,0,0,-
78224,2019,Doosan,OF,124,124,1010,0,0,228,5,1,1,0,0,0,-
79215,2019,Doosan,OF,122,113,947 1/3,3,0,233,2,1,0.987,0,0,0,-
79231,2019,Doosan,OF,121,114,1012 2/3,3,0,302,4,1,0.99,0,0,0,-
77248,2019,Doosan,2B,88,44,480 2/3,7,0,122,160,45,0.976,0,0,0,-
62242,2019,Doosan,P,69,0,68 1/3,0,0,6,10,2,1,0,0,0,-
76267,2019,Doosan,2B,68,64,474,2,0,94,168,36,0.992,0,0,0,-
62951,2019,Doosan,P,67,0,61,2,0,3,12,1,0.882,0,0,0,-
67266,2019,Doosan,P,61,0,52,1,1,2,9,0,0.917,0,0,0,-
63248,2019,Doosan,P,61,0,54 2/3,0,0,1,9,1,1,0,0,0,-
72447,2019,Doosan,P,57,0,36 2/3,0,0,3,6,1,1,0,0,0,-
73248,2019,Doosan,P,55,0,58 2/3,0,2,7,9,0,1,0,0,0,-
62234,2019,Doosan,SS,54,26,266,8,0,43,77,21,0.938,0,0,0,-
62234,2019,Doosan,2B,46,28,243 2/3,2,0,66,84,14,0.987,0,0,0,-
70425,2019,Doosan,P,37,0,45 1/3,1,0,5,7,0,0.923,0,0,0,-
63202,2019,Doosan,C,34,8,119,0,0,69,7,1,1,1,5,3,37.5
67263,2019,Doosan,P,34,3,54 1/3,1,2,2,7,0,0.9,0,0,0,-
65543,2019,Doosan,P,30,30,194 2/3,2,1,13,10,0,0.92,0,0,0,-
62234,2019,Doosan,3B,29,17,148,1,0,20,29,6,0.98,0,0,0,-
66291,2019,Doosan,P,29,27,163 1/3,3,1,4,22,0,0.897,0,0,0,-
61208,2019,Doosan,OF,29,5,88 1/3,0,0,19,1,0,1,0,0,0,-
79229,2019,Doosan,P,28,27,166 1/3,1,1,1,21,2,0.957,0,0,0,-
77211,2019,Doosan,P,26,26,148 1/3,3,0,11,22,4,0.917,0,0,0,-
63440,2019,Doosan,C,23,8,91,0,0,47,4,0,1,0,6,3,33.3
61208,2019,Doosan,OF,22,10,104,0,0,24,1,0,1,0,0,0,-
68240,2019,Doosan,P,22,22,117 1/3,1,0,10,13,1,0.958,0,0,0,-
62234,2019,Doosan,1B,17,0,27 1/3,0,0,20,6,2,1,0,0,0,-
63559,2019,Doosan,OF,17,3,57,0,0,25,0,0,1,0,0,0,-
63257,2019,Doosan,OF,16,8,90,0,0,25,0,0,1,0,0,0,-
61214,2019,Doosan,P,16,8,40 1/3,1,0,1,1,0,0.667,0,0,0,-
64260,2019,Doosan,OF,15,1,37,0,0,6,0,0,1,0,0,0,-
69209,2019,Doosan,1B,15,15,117,3,0,105,3,14,0.973,0,0,0,-
64086,2019,Doosan,1B,14,7,66,1,0,66,6,5,0.986,0,0,0,-
61104,2019,Doosan,2B,13,5,50 2/3,0,0,11,18,4,1,0,0,0,-
79290,2019,Doosan,OF,12,8,66,2,0,13,0,0,0.867,0,0,0,-
69238,2019,Doosan,OF,12,4,47,1,0,19,1,0,0.952,0,0,0,-
63559,2019,Doosan,OF,12,2,29 2/3,0,0,9,0,0,1,0,0,0,-
63559,2019,Doosan,OF,12,5,52 1/3,0,0,21,0,0,1,0,0,0,-
79215,2019,Doosan,OF,11,8,55,0,0,17,0,0,1,0,0,0,-
61208,2019,Doosan,OF,10,9,79,0,0,18,0,0,1,0,0,0,-
63257,2019,Doosan,OF,9,9,70,0,0,23,0,0,1,0,0,0,-
67207,2019,Doosan,2B,9,2,23,1,0,5,9,0,0.933,0,0,0,-
76329,2019,Doosan,P,9,0,6,0,0,0,1,0,1,0,0,0,-
64260,2019,Doosan,OF,7,0,13 1/3,0,0,5,0,0,1,0,0,0,-
64260,2019,Doosan,OF,7,3,23 2/3,0,0,6,0,0,1,0,0,0,-
74513,2019,Doosan,P,6,0,2,0,0,0,0,0,-,0,0,0,-
61295,2019,Doosan,P,5,0,5,0,0,0,1,0,1,0,0,0,-
64086,2019,Doosan,OF,5,1,13,0,0,4,0,0,1,0,0,0,-
64086,2019,Doosan,OF,4,1,10 2/3,0,0,2,0,0,1,0,0,0,-
64086,2019,Doosan,3B,4,0,7,0,0,1,1,0,1,0,0,0,-
64086,2019,Doosan,OF,4,1,14,0,0,4,0,0,1,0,0,0,-
67207,2019,Doosan,3B,4,1,10 2/3,0,0,0,1,0,1,0,0,0,-
76267,2019,Doosan,3B,4,2,23,0,0,0,4,0,1,0,0,0,-
66203,2019,Doosan,SS,3,0,2 1/3,0,0,0,0,0,-,0,0,0,-
66203,2019,Doosan,2B,3,0,5,0,0,1,2,0,1,0,0,0,-
61104,2019,Doosan,SS,3,2,21,1,0,3,7,0,0.909,0,0,0,-
76267,2019,Doosan,1B,3,3,25,1,0,25,0,4,0.962,0,0,0,-
78247,2019,Doosan,P,3,1,5 2/3,0,0,0,0,0,-,0,0,0,-
79290,2019,Doosan,OF,2,2,13,0,0,5,0,0,1,0,0,0,-
69238,2019,Doosan,OF,2,0,3,0,0,2,0,0,1,0,0,0,-
69207,2019,Doosan,OF,2,0,3,0,0,0,0,0,-,0,0,0,-
68249,2019,Doosan,P,2,0,0,0,0,0,0,0,-,0,0,0,-
67202,2019,Doosan,C,2,0,2,0,0,2,0,0,1,1,0,0,-
61396,2019,Doosan,P,2,0,1 2/3,0,0,0,0,0,-,0,0,0,-
66203,2019,Doosan,3B,2,0,8,0,0,1,1,0,1,0,0,0,-
77248,2019,Doosan,1B,2,0,3 1/3,0,0,4,0,0,1,0,0,0,-
61104,2019,Doosan,3B,2,0,6,0,0,1,1,0,1,0,0,0,-
79290,2019,Doosan,1B,1,0,1,0,0,1,0,0,1,0,0,0,-
69238,2019,Doosan,OF,1,0,2,0,0,0,0,0,-,0,0,0,-
68200,2019,Doosan,P,1,0,2,0,0,0,0,0,-,0,0,0,-
69207,2019,Doosan,OF,1,0,1,0,0,0,0,0,-,0,0,0,-
69207,2019,Doosan,OF,1,0,2,0,0,0,0,0,-,0,0,0,-
62234,2019,Doosan,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
69203,2019,Doosan,OF,1,0,1,0,0,0,0,0,-,0,0,0,-
64086,2019,Doosan,2B,1,1,4 2/3,1,0,2,2,0,0.8,0,0,0,-
68205,2019,Doosan,3B,1,0,1,0,0,0,1,0,1,0,0,0,-
74543,2019,Doosan,P,1,0,0,0,0,0,0,0,-,0,0,0,-
79240,2019,Doosan,2B,1,0,2,0,0,2,2,2,1,0,0,0,-
79240,2019,Doosan,SS,1,0,1,0,0,0,0,0,-,0,0,0,-
64346,2019,Kiwoom,OF,117,101,904 2/3,4,0,248,9,2,0.985,0,0,0,-
68345,2019,Kiwoom,OF,114,110,933,4,0,204,3,1,0.981,0,0,0,-
75125,2019,Kiwoom,1B,108,108,906 2/3,6,0,923,79,88,0.994,0,0,0,-
64300,2019,Kiwoom,SS,105,100,846,15,0,150,284,62,0.967,0,0,0,-
79365,2019,Kiwoom,C,89,64,608,1,2,487,40,4,0.998,3,47,18,27.7
79456,2019,Kiwoom,C,83,74,605,3,2,468,39,8,0.994,3,40,12,23.1
62356,2019,Kiwoom,OF,82,52,509,1,0,116,5,1,0.992,0,0,0,-
67341,2019,Kiwoom,OF,76,64,537 2/3,1,0,124,2,2,0.992,0,0,0,-
76430,2019,Kiwoom,P,67,0,56 2/3,0,1,2,7,1,1,0,0,0,-
79334,2019,Kiwoom,3B,67,63,511,7,0,31,117,8,0.955,0,0,0,-
67304,2019,Kiwoom,SS,66,43,426,9,0,63,145,21,0.959,0,0,0,-
67304,2019,Kiwoom,2B,63,50,437 1/3,5,0,107,153,31,0.981,0,0,0,-
78168,2019,Kiwoom,2B,62,61,481,6,0,106,163,35,0.978,0,0,0,-
62363,2019,Kiwoom,P,61,0,58,4,1,4,11,2,0.789,0,0,0,-
74359,2019,Kiwoom,P,57,0,54 1/3,0,0,4,14,2,1,0,0,0,-
61456,2019,Kiwoom,P,54,0,62 2/3,1,0,3,6,0,0.9,0,0,0,-
65357,2019,Kiwoom,3B,52,44,389 1/3,4,0,27,77,12,0.963,0,0,0,-
67341,2019,Kiwoom,OF,52,29,282,0,0,67,3,2,1,0,0,0,-
67828,2019,Kiwoom,P,50,0,56 1/3,0,0,3,8,1,1,0,0,0,-
63342,2019,Kiwoom,P,48,0,47 1/3,1,0,3,4,0,0.875,0,0,0,-
67341,2019,Kiwoom,OF,47,37,322 1/3,1,0,71,1,0,0.986,0,0,0,-
79334,2019,Kiwoom,1B,40,20,221 1/3,3,0,179,15,15,0.985,0,0,0,-
65357,2019,Kiwoom,2B,39,29,263 2/3,3,0,53,77,20,0.977,0,0,0,-
64300,2019,Kiwoom,3B,36,28,240 1/3,5,0,7,44,4,0.911,0,0,0,-
79300,2019,Kiwoom,3B,34,1,66 1/3,0,0,9,9,0,1,0,0,0,-
62360,2019,Kiwoom,P,33,5,70,0,1,3,12,0,1,0,0,0,-
79300,2019,Kiwoom,2B,33,1,70,1,0,20,27,9,0.979,0,0,0,-
62353,2019,Kiwoom,OF,30,16,146 1/3,0,0,33,1,1,1,0,0,0,-
69343,2019,Kiwoom,P,30,30,181 1/3,1,0,16,38,2,0.982,0,0,0,-
61268,2019,Kiwoom,P,29,3,40 2/3,0,1,2,8,0,1,0,0,0,-
64051,2019,Kiwoom,P,29,0,33 1/3,0,0,1,5,0,1,0,0,0,-
67313,2019,Kiwoom,P,28,28,158 1/3,1,1,9,14,1,0.958,0,0,0,-
65320,2019,Kiwoom,P,27,27,157 1/3,2,0,15,20,0,0.946,0,0,0,-
68345,2019,Kiwoom,1B,24,15,140,1,0,154,8,10,0.994,0,0,0,-
67603,2019,Kiwoom,P,23,23,122 2/3,3,3,4,16,0,0.87,0,0,0,-
68341,2019,Kiwoom,P,19,15,88 1/3,0,1,5,10,1,1,0,0,0,-
75342,2019,Kiwoom,P,19,0,16 2/3,0,0,0,1,0,1,0,0,0,-
66354,2019,Kiwoom,C,17,6,66,1,0,53,6,0,0.983,0,5,1,16.7
65399,2019,Kiwoom,OF,13,11,77,0,0,12,0,0,1,0,0,0,-
62937,2019,Kiwoom,P,12,6,29 1/3,0,0,1,3,1,1,0,0,0,-
62353,2019,Kiwoom,OF,10,0,19,0,0,4,0,0,1,0,0,0,-
62353,2019,Kiwoom,OF,10,5,43,0,0,12,0,0,1,0,0,0,-
66018,2019,Kiwoom,P,7,6,28,0,0,1,2,0,1,0,0,0,-
65399,2019,Kiwoom,OF,7,4,30,0,0,7,0,0,1,0,0,0,-
67304,2019,Kiwoom,3B,6,4,27,1,0,1,7,0,0.889,0,0,0,-
65357,2019,Kiwoom,1B,5,0,6,0,0,4,0,1,1,0,0,0,-
64340,2019,Kiwoom,3B,5,2,25,1,0,3,2,0,0.833,0,0,0,-
63348,2019,Kiwoom,P,5,0,5,0,0,0,0,0,-,0,0,0,-
69328,2019,Kiwoom,P,4,0,4,0,0,0,0,0,-,0,0,0,-
67365,2019,Kiwoom,P,4,0,5 1/3,0,0,0,0,0,-,0,0,0,-
65304,2019,Kiwoom,2B,3,2,17,1,0,2,4,1,0.857,0,0,0,-
69399,2019,Kiwoom,P,3,0,2,0,0,0,0,0,-,0,0,0,-
64340,2019,Kiwoom,1B,3,1,5,1,0,4,1,0,0.833,0,0,0,-
62356,2019,Kiwoom,OF,2,1,9,0,0,2,0,0,1,0,0,0,-
65898,2019,Kiwoom,3B,2,2,13,0,0,0,3,0,1,0,0,0,-
62356,2019,Kiwoom,OF,1,0,2,0,0,0,0,0,-,0,0,0,-
65898,2019,Kiwoom,2B,1,1,7,0,0,3,2,0,1,0,0,0,-
65304,2019,Kiwoom,3B,1,0,6,0,0,0,2,0,1,0,0,0,-
69306,2019,Kiwoom,SS,1,0,2,0,0,0,0,0,-,0,0,0,-
69306,2019,Kiwoom,2B,1,0,3,0,0,0,1,0,1,0,0,0,-
69306,2019,Kiwoom,3B,1,0,1,0,0,0,0,0,-,0,0,0,-
79300,2019,Kiwoom,SS,1,1,5,1,0,0,1,0,0.5,0,0,0,-
68330,2019,Kiwoom,OF,1,1,9,0,0,2,0,0,1,0,0,0,-
68330,2019,Kiwoom,OF,1,1,9,0,0,3,0,0,1,0,0,0,-
65398,2019,Kiwoom,P,1,0,1,0,0,0,0,0,-,0,0,0,-
69360,2019,Kiwoom,P,1,1,3-Jan,0,0,0,0,0,-,0,0,0,-
68362,2019,Kiwoom,OF,1,0,4,0,0,2,0,0,1,0,0,0,-
76802,2019,SK,SS,144,132,1143 2/3,26,0,179,358,83,0.954,0,0,0,-
76812,2019,SK,C,136,121,1041,6,0,889,58,4,0.994,3,84,19,18.4
75847,2019,SK,3B,134,133,1153,14,0,93,211,21,0.956,0,0,0,-
67872,2019,SK,1B,130,127,1113 1/3,3,0,1022,49,103,0.997,0,0,0,-
71837,2019,SK,OF,123,100,947 1/3,3,0,264,9,2,0.989,0,0,0,-
62895,2019,SK,OF,93,89,772 2/3,4,0,166,11,2,0.978,0,0,0,-
61895,2019,SK,P,72,0,68,1,0,2,3,1,0.833,0,0,0,-
79847,2019,SK,P,71,0,69 2/3,0,0,3,6,0,1,0,0,0,-
63704,2019,SK,OF,70,40,402,3,0,99,5,0,0.972,0,0,0,-
61353,2019,SK,OF,67,65,524 2/3,3,0,113,0,0,0.974,0,0,0,-
73209,2019,SK,2B,61,49,399,1,0,96,154,38,0.996,0,0,0,-
69813,2019,SK,P,61,0,59,0,0,2,8,0,1,0,0,0,-
77243,2019,SK,C,56,22,242 1/3,2,1,218,19,3,0.992,0,21,4,16
66864,2019,SK,2B,55,16,250 2/3,6,0,53,92,18,0.96,0,0,0,-
64893,2019,SK,P,47,0,50 1/3,1,3,3,8,0,0.917,0,0,0,-
62056,2019,SK,P,44,0,42,0,2,0,6,0,1,0,0,0,-
62884,2019,SK,2B,43,38,280,3,0,65,80,15,0.98,0,0,0,-
63704,2019,SK,OF,39,39,286,0,0,97,2,0,1,0,0,0,-
76869,2019,SK,OF,35,1,59 2/3,0,0,7,0,0,1,0,0,0,-
76858,2019,SK,P,34,0,28 2/3,0,0,0,5,0,1,0,0,0,-
63704,2019,SK,OF,33,22,208,0,0,52,0,0,1,0,0,0,-
77829,2019,SK,P,31,30,190 1/3,2,0,5,38,4,0.956,0,0,0,-
75151,2019,SK,OF,29,24,208,0,0,41,0,0,1,0,0,0,-
60841,2019,SK,P,28,28,144,0,0,3,27,1,1,0,0,0,-
68815,2019,SK,P,28,28,165,1,0,5,13,3,0.947,0,0,0,-
65343,2019,SK,P,26,0,23 1/3,0,0,2,2,0,1,0,0,0,-
62869,2019,SK,P,26,23,144,1,1,3,17,0,0.952,0,0,0,-
79130,2019,SK,P,25,0,27 1/3,1,0,1,6,0,0.875,0,0,0,-
75151,2019,SK,OF,23,21,168,1,0,28,0,0,0.966,0,0,0,-
75250,2019,SK,P,20,0,19 2/3,0,0,1,5,1,1,0,0,0,-
75138,2019,SK,P,20,1,21 2/3,0,1,4,3,0,1,0,0,0,-
79465,2019,SK,OF,19,13,119 2/3,0,0,26,0,0,1,0,0,0,-
69825,2019,SK,2B,17,15,122,0,0,29,47,11,1,0,0,0,-
73209,2019,SK,3B,17,5,66,0,0,2,15,1,1,0,0,0,-
64805,2019,SK,P,17,2,19,0,0,1,2,0,1,0,0,0,-
62698,2019,SK,P,16,16,94 1/3,0,0,2,8,0,1,0,0,0,-
69839,2019,SK,P,15,0,19 1/3,0,0,0,2,0,1,0,0,0,-
76869,2019,SK,OF,14,1,26,0,0,4,0,0,1,0,0,0,-
63450,2019,SK,SS,14,5,45,0,0,7,12,5,1,0,0,0,-
66864,2019,SK,SS,13,3,42 1/3,0,0,9,7,2,1,0,0,0,-
63450,2019,SK,2B,12,6,61 1/3,0,0,21,16,8,1,0,0,0,-
68868,2019,SK,2B,12,11,76,0,0,15,25,4,1,0,0,0,-
76869,2019,SK,OF,11,5,56,0,0,18,0,0,1,0,0,0,-
66859,2019,SK,P,11,1,12,0,0,1,3,0,1,0,0,0,-
73209,2019,SK,1B,11,6,63,0,0,56,1,6,1,0,0,0,-
67872,2019,SK,3B,10,6,67,1,0,8,13,1,0.955,0,0,0,-
69802,2019,SK,SS,10,1,23,0,0,2,8,2,1,0,0,0,-
63123,2019,SK,2B,9,6,63,0,0,13,19,4,1,0,0,0,-
61869,2019,SK,OF,9,3,35,0,0,9,0,0,1,0,0,0,-
74846,2019,SK,1B,7,4,42 1/3,0,0,36,1,3,1,0,0,0,-
64768,2019,SK,P,7,1,12 1/3,0,1,0,1,0,1,0,0,0,-
69802,2019,SK,2B,7,0,24,2,0,6,6,1,0.857,0,0,0,-
63123,2019,SK,SS,6,3,29,1,0,5,8,2,0.929,0,0,0,-
79465,2019,SK,OF,6,5,37,0,0,5,0,0,1,0,0,0,-
78819,2019,SK,P,5,0,4,0,0,0,1,0,1,0,0,0,-
74748,2019,SK,P,4,0,2 2/3,0,0,0,0,0,-,0,0,0,-
71845,2019,SK,P,4,0,3 2/3,0,0,0,0,0,-,0,0,0,-
76158,2019,SK,1B,4,2,26,0,0,21,4,0,1,0,0,0,-
62884,2019,SK,1B,4,3,33,0,0,31,1,5,1,0,0,0,-
64803,2019,SK,OF,3,0,5,0,0,1,0,0,1,0,0,0,-
63123,2019,SK,3B,2,0,2,0,0,0,0,0,-,0,0,0,-
69825,2019,SK,SS,2,0,4,0,0,1,1,0,1,0,0,0,-
66052,2019,SK,1B,2,2,13,0,0,12,0,1,1,0,0,0,-
79465,2019,SK,OF,2,0,3,0,0,0,0,0,-,0,0,0,-
67863,2019,SK,P,2,1,2 1/3,0,0,0,0,0,-,0,0,0,-
65869,2019,SK,C,2,1,9,0,0,7,0,0,1,0,0,0,-
61869,2019,SK,OF,2,0,6,0,0,1,0,0,1,0,0,0,-
63450,2019,SK,3B,2,1,5 1/3,0,0,0,1,0,1,0,0,0,-
68830,2019,SK,P,1,0,1,0,0,0,0,0,-,0,0,0,-
61743,2019,SK,OF,1,0,1,0,0,0,0,0,-,0,0,0,-
66444,2019,SK,P,1,1,3,0,0,0,0,0,-,0,0,0,-
64803,2019,SK,OF,1,1,6,0,0,0,0,0,-,0,0,0,-
61869,2019,SK,1B,1,0,1,0,0,1,1,0,1,0,0,0,-
63895,2019,SK,OF,1,1,6,0,0,3,0,0,1,0,0,0,-
75847,2019,SK,SS,1,0,1 1/3,0,0,0,0,0,-,0,0,0,-
68868,2019,SK,3B,1,0,2,0,0,0,0,0,-,0,0,0,-
79109,2019,LG,SS,134,131,1101,12,0,214,402,100,0.981,0,0,0,-
61102,2019,LG,C,128,115,968 1/3,7,0,757,61,9,0.992,5,84,25,22.9
79150,2019,LG,2B,128,124,972,13,0,209,307,77,0.975,0,0,0,-
61186,2019,LG,OF,124,121,1039 2/3,1,0,264,6,3,0.996,0,0,0,-
76290,2019,LG,OF,110,94,832,0,0,184,4,1,1,0,0,0,-
79192,2019,LG,OF,109,105,886 1/3,2,0,187,5,2,0.99,0,0,0,-
77564,2019,LG,3B,105,104,841 2/3,6,0,61,177,12,0.975,0,0,0,-
78217,2019,LG,1B,96,40,481,5,0,452,41,37,0.99,0,0,0,-
76650,2019,LG,P,72,0,42,0,0,2,4,1,1,0,0,0,-
67119,2019,LG,P,65,0,71,1,0,2,2,1,0.8,0,0,0,-
73801,2019,LG,P,63,0,60,2,0,4,10,1,0.875,0,0,0,-
69159,2019,LG,P,56,0,65 1/3,0,0,9,11,0,1,0,0,0,-
71184,2019,LG,C,53,19,210,3,0,143,16,0,0.981,0,23,8,25.8
79198,2019,LG,2B,51,0,101,0,0,25,41,11,1,0,0,0,-
69150,2019,LG,1B,45,44,357,4,0,352,33,36,0.99,0,0,0,-
78135,2019,LG,OF,43,40,315,2,0,62,2,0,0.97,0,0,0,-
66145,2019,LG,P,41,2,66 2/3,2,0,5,9,1,0.875,0,0,0,-
79198,2019,LG,3B,39,2,100,1,0,4,21,2,0.962,0,0,0,-
78135,2019,LG,OF,37,30,268,0,0,85,5,1,1,0,0,0,-
69100,2019,LG,3B,32,16,148,0,0,7,26,3,1,0,0,0,-
60845,2019,LG,P,32,0,33,0,0,0,3,0,1,0,0,0,-
65207,2019,LG,2B,32,13,133,0,0,37,45,13,1,0,0,0,-
68135,2019,LG,P,30,30,185,5,1,11,20,2,0.861,0,0,0,-
61145,2019,LG,P,30,13,91,1,0,11,15,0,0.963,0,0,0,-
61101,2019,LG,P,30,13,88 2/3,2,0,11,8,0,0.905,0,0,0,-
76290,2019,LG,1B,29,28,209 1/3,1,0,225,20,27,0.996,0,0,0,-
76455,2019,LG,P,29,28,168 1/3,3,4,11,25,1,0.923,0,0,0,-
69103,2019,LG,P,29,29,180 1/3,5,1,11,20,1,0.861,0,0,0,-
78135,2019,LG,OF,28,21,170 1/3,0,0,53,0,0,1,0,0,0,-
69165,2019,LG,1B,26,26,189,6,0,169,15,17,0.968,0,0,0,-
69100,2019,LG,SS,25,9,111,1,0,13,47,6,0.984,0,0,0,-
65207,2019,LG,OF,25,1,53 1/3,0,0,18,0,0,1,0,0,0,-
79825,2019,LG,P,25,0,29 2/3,0,0,0,3,0,1,0,0,0,-
79198,2019,LG,SS,21,2,49 1/3,1,0,11,9,3,0.952,0,0,0,-
78361,2019,LG,OF,21,2,61,0,0,17,1,0,1,0,0,0,-
71842,2019,LG,C,21,6,64,0,0,47,4,0,1,2,7,0,0
63145,2019,LG,P,19,12,62,0,0,0,4,1,1,0,0,0,-
79140,2019,LG,P,18,0,23,0,0,0,2,0,1,0,0,0,-
78361,2019,LG,OF,16,5,66,0,0,19,2,0,1,0,0,0,-
79530,2019,LG,3B,13,11,92 2/3,4,0,5,22,0,0.871,0,0,0,-
78148,2019,LG,P,13,0,11,0,0,0,0,0,-,0,0,0,-
63111,2019,LG,P,11,11,53 1/3,1,0,5,5,0,0.909,0,0,0,-
78217,2019,LG,3B,9,1,24,0,0,2,7,2,1,0,0,0,-
65136,2019,LG,2B,8,4,35,1,0,10,5,0,0.938,0,0,0,-
64155,2019,LG,P,8,0,6 2/3,1,0,0,0,0,0,0,0,0,-
76355,2019,LG,P,8,3,14 2/3,0,0,2,1,0,1,0,0,0,-
67123,2019,LG,C,8,2,24,0,0,20,0,0,1,0,0,0,-
69165,2019,LG,OF,8,3,32,0,0,6,1,1,1,0,0,0,-
69158,2019,LG,P,7,1,10 2/3,0,0,2,0,1,1,0,0,0,-
69100,2019,LG,2B,7,0,14 1/3,0,0,4,5,1,1,0,0,0,-
64164,2019,LG,3B,7,0,11,0,0,1,0,0,1,0,0,0,-
66108,2019,LG,OF,7,0,17,0,0,5,1,0,1,0,0,0,-
66108,2019,LG,OF,7,1,20,0,0,6,0,0,1,0,0,0,-
61186,2019,LG,OF,6,3,21 2/3,0,0,5,0,0,1,0,0,0,-
69111,2019,LG,P,6,0,7 1/3,0,0,0,0,0,-,0,0,0,-
66108,2019,LG,OF,6,1,15,0,0,1,0,0,1,0,0,0,-
65109,2019,LG,SS,5,2,22,0,0,4,8,1,1,0,0,0,-
65109,2019,LG,3B,5,5,34,1,0,2,7,0,0.9,0,0,0,-
