Player ID,Year,League,Team,Role,G,W,L,SV,HLD,HP,CG,SHO,WL%,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA,stint
43545159,2024,,ORIX,,22,7,9,0,0,0,1,0,0.438,550,133.2,122,2,48,6,113,1,0,43,39,2.63,1
43545159,2025,,ORIX,,7,0,3,0,0,0,1,0,0,184,42.1,40,1,18,1,36,2,0,15,13,2.76,1
43745159,2024,,DENA,,25,8,7,0,0,0,0,0,0.533,587,143,109,8,51,6,121,9,0,53,46,2.9,1
43745159,2025,,DENA,,9,5,1,0,0,0,0,0,0.833,226,56.2,43,0,15,3,50,3,0,8,8,1.27,1
43945159,2024,,ORIX,,53,5,3,23,14,19,0,0,0.625,211,53.1,36,1,18,1,58,0,0,13,12,2.03,1
43945159,2025,,ORIX,,21,2,3,8,4,6,0,0,0.4,87,20,18,0,6,2,27,0,0,7,6,2.7,1
51055132,2018,,YAKULT,,3,1,1,0,0,0,0,0,0.5,69,15,14,4,8,2,20,0,0,10,5,3,1
51055132,2019,,YAKULT,,20,4,6,0,0,0,0,0,0.4,438,95.1,99,14,53,8,99,5,0,68,61,5.76,1
51055132,2020,,YAKULT,,10,1,3,0,0,0,0,0,0.25,212,48,47,6,21,4,51,1,0,24,21,3.94,1
51055132,2021,,YAKULT,,14,4,1,0,0,1,0,0,0.8,320,78.1,59,9,25,6,80,4,1,25,25,2.87,1
51055132,2022,,YAKULT,,17,8,2,0,0,0,2,1,0.8,416,102.2,75,9,37,9,113,1,0,32,30,2.63,1
51055132,2023,,YAKULT,,20,4,9,0,0,0,0,0,0.308,445,101.2,104,20,47,6,94,3,0,53,52,4.6,1
51055132,2024,,YAKULT,,21,8,9,0,1,1,0,0,0.471,504,115.2,116,12,38,8,106,1,0,55,46,3.58,1
51055132,2025,,YAKULT,,2,1,1,0,0,0,0,0,0.5,48,12,7,0,6,0,13,2,0,2,2,1.5,1
51055133,2015,,HANSHIN,,18,0,0,0,1,1,0,0,0,93,18.1,31,6,8,1,12,0,0,19,18,8.84,1
51055133,2016,,HANSHIN,,23,1,0,0,2,3,0,0,1,105,24.2,23,2,10,0,24,1,0,10,10,3.65,1
51055133,2018,,HANSHIN,,1,0,0,0,0,0,0,0,0,8,2,2,0,2,0,2,2,0,2,2,9,1
51055133,2019,,HANSHIN,,63,4,0,1,11,15,0,0,1,229,59.1,42,4,14,4,60,0,0,13,11,1.67,1
51055133,2022,,HANSHIN,,15,0,0,0,2,2,0,0,0,56,14,12,1,2,0,11,0,0,4,4,2.57,1
51055133,2023,,HANSHIN,,35,4,2,0,15,19,0,0,0.667,100,26.2,19,0,3,1,20,0,0,6,5,1.69,1
51055133,2024,,HANSHIN,,33,2,1,0,6,8,0,0,0.667,113,25.2,27,1,10,1,10,1,0,9,8,2.81,1
51055133,2025,,HANSHIN,,8,1,0,0,1,2,0,0,1,29,7.2,6,0,1,1,5,0,0,1,1,1.17,1
51055136,2019,,SOFTBANK,,8,0,0,0,0,0,0,0,0,41,10,8,1,6,0,6,0,0,5,5,4.5,1
51055136,2021,,SOFTBANK,,19,1,0,0,1,2,0,0,1,90,21.1,22,1,7,0,17,2,0,8,8,3.38,1
51055136,2022,,SOFTBANK,,4,0,0,0,1,1,0,0,0,23,4.2,7,1,0,2,4,0,0,5,5,9.64,1
51055136,2023,,SOFTBANK,,45,2,1,0,7,9,0,0,0.667,150,34,31,1,12,7,28,3,0,9,9,2.38,1
51055136,2024,,SOFTBANK,,4,0,0,0,0,0,0,0,0,17,3.2,4,0,2,0,1,0,0,1,1,2.45,1
51055137,2013,,RAKUTEN,,27,15,8,0,0,1,3,0,0.652,695,170,142,14,51,6,134,4,0,65,63,3.34,1
51055137,2014,,RAKUTEN,,30,14,10,0,0,0,9,7,0.583,821,202.2,187,14,39,6,204,1,0,73,68,3.02,1
51055137,2015,,RAKUTEN,,28,10,11,0,0,0,3,1,0.476,797,194.2,176,14,48,4,215,6,1,68,63,2.91,1
51055137,2016,,RAKUTEN,,28,11,11,0,0,0,2,0,0.5,820,195,192,12,50,6,216,5,0,87,63,2.91,1
51055137,2017,,RAKUTEN,,25,15,7,0,0,0,8,2,0.682,750,185.2,148,11,48,3,222,12,0,63,53,2.57,1
51055137,2018,,RAKUTEN,,27,10,11,0,0,1,4,1,0.476,759,180.1,171,18,51,3,187,5,0,78,74,3.69,1
51055137,2019,,RAKUTEN,,12,5,5,0,0,0,0,0,0.5,269,68,58,7,10,3,67,1,1,27,21,2.78,1
51055137,2020,,RAKUTEN,,18,5,7,0,0,0,0,0,0.417,475,109,110,13,34,5,105,3,0,56,48,3.96,1
51055137,2021,,RAKUTEN,,23,11,5,0,0,0,2,1,0.688,584,144.2,123,18,35,3,152,3,0,56,51,3.17,1
51055137,2022,,RAKUTEN,,21,10,8,0,0,0,1,0,0.556,536,125,127,9,38,4,104,3,0,54,49,3.53,1
51055137,2023,,RAKUTEN,,24,8,8,0,0,0,0,0,0.5,636,155,134,7,44,1,111,5,0,57,45,2.61,1
51055137,2024,,RAKUTEN,,54,3,4,32,4,7,0,0,0.429,223,52,57,2,11,3,44,2,0,21,20,3.46,1
51055137,2025,,RAKUTEN,,19,3,2,5,3,6,0,0,0.6,82,18.2,19,1,8,0,12,0,0,6,6,2.89,1
51055151,2024,,ORIX,,5,1,1,0,1,1,0,0,0.5,53,11.2,13,1,4,2,5,1,0,11,7,5.4,1
51155130,2015,,NIPPON-HAM,,18,8,6,0,0,0,1,1,0.571,453,103.1,113,13,32,3,81,2,0,60,55,4.79,1
51155130,2016,,NIPPON-HAM,,22,11,9,0,0,0,2,1,0.55,640,156,150,13,38,2,103,3,1,52,51,2.94,1
51155130,2017,,NIPPON-HAM,,25,10,13,0,0,0,4,0,0.435,726,169,194,21,39,4,88,5,0,97,89,4.74,1
51155130,2018,,NIPPON-HAM,,20,8,5,2,1,1,1,0,0.615,471,110.2,124,17,15,5,87,0,0,60,56,4.55,1
51155130,2019,,NIPPON-HAM,,24,15,8,0,0,0,1,1,0.652,639,164.1,111,14,40,9,161,9,0,49,45,2.46,1
51155130,2020,,NIPPON-HAM,,20,8,9,0,0,0,3,1,0.471,547,132.2,125,11,30,6,106,2,0,56,51,3.46,1
51155130,2023,,SOFTBANK,,17,10,5,0,0,0,1,1,0.667,490,120.2,105,13,25,7,74,1,0,40,31,2.31,1
51155130,2024,,SOFTBANK,,26,14,7,0,0,0,3,2,0.667,718,182.2,142,12,37,8,137,1,0,56,48,2.36,1
51155130,2025,,SOFTBANK,,9,2,5,0,0,0,0,0,0.286,253,60,62,6,13,2,29,2,0,31,29,4.35,1
51155136,2018,,DENA,,24,11,5,0,0,0,1,1,0.688,626,154,130,13,42,2,155,1,0,45,42,2.45,1
51155136,2019,,DENA,,7,4,2,0,0,0,0,0,0.667,161,38.1,38,4,10,1,31,1,0,17,16,3.76,1
51155136,2021,,DENA,,3,1,2,0,0,0,0,0,0.333,75,19.2,10,1,4,0,20,0,0,5,5,2.29,1
51155136,2022,,DENA,,12,1,6,0,0,0,0,0,0.143,229,50.2,67,5,10,2,41,1,0,30,26,4.62,1
51155136,2023,,DENA,,24,16,3,0,0,0,4,2,0.842,665,172.1,149,14,15,1,133,1,0,40,38,1.98,1
51155136,2024,,DENA,,26,13,4,0,0,0,2,2,0.765,731,183,166,11,27,6,140,0,0,45,44,2.16,1
51155136,2025,,DENA,,8,5,2,0,0,0,0,0,0.714,220,53.1,48,4,9,2,43,0,0,17,10,1.69,1
51155155,2022,,YOMIURI,,31,5,5,0,5,5,0,0,0.5,347,78,81,8,32,4,52,0,0,50,35,4.04,1
