Player ID,Year,League,Team,Pos,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,HP,SO,GDP,AVG,SLG,OBP,Stint
1005137,2023,,SoftBank,,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1005137,2024,,SoftBank,,11,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.333,1
1005137,2025,,SoftBank,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005153,2021,,Seibu,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1005153,2022,,Seibu,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005153,2023,,Seibu,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005157,2024,,Lotte,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005157,2025,,Lotte,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005159,2024,,Yakult,,2,4,4,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1
1105134,2018,,Rakuten,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105134,2021,,Nippon-Ham,,18,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
1105134,2022,,Nippon-Ham,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105134,2023,,Nippon-Ham,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105134,2024,,Nippon-Ham,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105134,2025,,Nippon-Ham,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105135,2013,,Nippon-Ham,,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
1105135,2014,,Nippon-Ham,,44,93,83,11,19,3,0,1,25,11,0,1,4,0,5,1,25,1,0.229,0.301,0.281,1
1105135,2015,,Nippon-Ham,,43,99,87,11,18,4,1,2,30,11,1,1,2,0,9,1,11,2,0.207,0.345,0.289,1
1105135,2016,,Nippon-Ham,,12,28,27,0,2,0,0,0,2,1,0,0,1,0,0,0,5,1,0.074,0.074,0.074,1
1105135,2017,,Yomiuri,,99,251,236,21,57,12,3,5,90,20,2,0,0,0,13,2,51,8,0.242,0.381,0.287,1
1105135,2018,,Yomiuri,,17,28,26,1,5,1,1,0,8,0,0,0,0,0,2,0,6,1,0.192,0.308,0.25,1
1105135,2019,,Yomiuri,,55,76,70,12,18,2,0,4,32,10,0,0,0,0,6,0,14,2,0.257,0.457,0.316,1
1105135,2020,,Yomiuri,,43,47,45,2,11,1,0,2,18,7,0,0,0,0,2,0,12,1,0.244,0.4,0.277,1
1105135,2021,,Yomiuri,,26,41,37,3,7,2,0,0,9,0,0,1,0,0,4,0,8,1,0.189,0.243,0.268,1
1105135,2022,,Yomiuri,,22,32,29,3,8,3,0,0,11,2,0,0,0,0,3,0,9,0,0.276,0.379,0.344,1
1105135,2023,,Lotte,,44,118,112,10,39,6,0,2,51,10,0,0,0,0,6,0,20,2,0.348,0.455,0.381,1
1105135,2024,,Lotte,,33,93,90,2,19,3,0,1,25,5,0,0,0,0,3,0,19,3,0.211,0.278,0.237,1
1105135,2025,,Lotte,,8,22,21,1,2,0,0,0,2,2,0,0,0,0,1,0,9,0,0.095,0.095,0.136,1
1105138,2019,,SoftBank,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105138,2020,,SoftBank,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105138,2021,,SoftBank,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105138,2022,,SoftBank,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105138,2023,,SoftBank,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105138,2024,,Yomiuri,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105138,2025,,Yomiuri,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105151,2024,,SoftBank,,15,40,31,2,6,0,0,1,9,6,0,0,0,1,3,4,10,0,0.194,0.29,0.333,1
1105151,2025,,SoftBank,,12,29,25,2,5,2,0,0,7,2,0,0,0,0,0,4,9,1,0.2,0.28,0.31,1
1105153,2021,,ORIX,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105153,2022,,ORIX,,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105153,2023,,ORIX,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105153,2024,,ORIX,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105153,2025,,ORIX,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105155,2022,,Nippon-Ham,,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1105155,2023,,Nippon-Ham,,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1105155,2025,,Nippon-Ham,,3,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.1,1
1105159,2024,,Hanshin,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105159,2025,,Hanshin,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2013,,Lotte,,24,4,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0.667,1
1205118,2014,,Lotte,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2015,,Lotte,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2016,,Lotte,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2017,,Lotte,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2018,,Lotte,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2019,,Lotte,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2022,,Lotte,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2023,,Lotte,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205118,2024,,Lotte,,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
1205118,2025,,Lotte,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2017,,Seibu,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2018,,Seibu,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2019,,Seibu,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2020,,Seibu,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2021,,Seibu,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2022,,Seibu,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2023,,Seibu,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2024,,Seibu,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205134,2025,,Seibu,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205138,2019,,Lotte,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205138,2020,,Lotte,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205138,2021,,Lotte,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205138,2022,,Lotte,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205138,2023,,Lotte,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205138,2024,,Lotte,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205150,2025,,SoftBank,,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1205155,2022,,Nippon-Ham,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205155,2024,,Nippon-Ham,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205155,2025,,Nippon-Ham,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305130,2016,,Hanshin,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1305130,2017,,Hanshin,,13,22,18,5,5,0,0,0,5,0,1,1,3,0,1,0,6,0,0.278,0.278,0.316,1
1305130,2018,,Hanshin,,104,243,198,29,38,1,0,0,39,1,19,2,18,0,25,2,55,5,0.192,0.197,0.289,1
1305130,2019,,Hanshin,,81,37,33,22,8,0,0,1,11,2,12,2,2,0,1,1,8,0,0.242,0.333,0.286,1
1305130,2020,,Hanshin,,74,83,59,16,9,2,0,0,11,3,9,4,6,0,14,4,22,0,0.153,0.186,0.351,1
1305130,2021,,Hanshin,,64,7,6,15,2,0,0,0,2,0,10,1,0,0,1,0,2,0,0.333,0.333,0.429,1
1305130,2022,,Hanshin,,57,14,12,10,3,0,0,0,3,1,4,2,0,0,2,0,1,0,0.25,0.25,0.357,1
1305130,2023,,Hanshin,,28,3,1,9,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0.5,1
1305130,2024,,Hanshin,,59,11,11,11,3,0,1,0,5,3,4,1,0,0,0,0,3,0,0.273,0.455,0.273,1
1305130,2025,,Hanshin,,15,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
1305131,2010,,Chunichi,,104,374,314,35,81,10,4,0,99,17,8,4,27,2,29,2,52,2,0.258,0.315,0.323,1
1305131,2011,,Chunichi,,96,355,300,25,73,6,4,3,96,18,8,2,19,2,29,5,50,3,0.243,0.32,0.318,1
1305131,2012,,Chunichi,,144,631,555,83,172,19,5,1,204,13,32,17,17,0,46,13,80,7,0.31,0.368,0.376,1
1305131,2013,,Chunichi,,140,555,499,68,124,18,2,3,155,27,19,9,10,3,37,6,69,2,0.248,0.311,0.306,1
1305131,2014,,Chunichi,,141,642,585,92,186,18,2,2,214,28,28,12,6,2,43,6,56,3,0.318,0.366,0.369,1
1305131,2015,,Chunichi,,142,620,565,70,147,20,4,6,193,27,22,8,10,1,39,5,65,5,0.26,0.342,0.313,1
1305131,2016,,Chunichi,,143,656,599,80,175,27,9,3,229,27,26,12,4,1,46,6,69,3,0.292,0.382,0.348,1
1305131,2017,,Chunichi,,119,521,476,50,149,20,3,3,184,29,23,6,1,3,37,4,66,5,0.313,0.387,0.365,1
1305131,2018,,Chunichi,,141,645,588,92,161,20,7,7,216,57,21,9,1,5,47,4,80,2,0.274,0.367,0.329,1
1305131,2019,,Chunichi,,143,623,558,89,174,23,3,3,212,45,30,7,3,3,50,9,78,5,0.312,0.38,0.376,1
1305131,2020,,Chunichi,,118,525,462,58,146,21,3,1,176,30,16,8,9,3,47,4,51,5,0.316,0.381,0.382,1
1305131,2021,,Chunichi,,141,596,548,54,160,19,5,1,192,34,16,8,1,2,42,3,60,4,0.292,0.35,0.345,1
1305131,2022,,Chunichi,,109,482,436,48,137,18,1,1,160,20,11,4,3,0,34,9,52,1,0.314,0.367,0.376,1
1305131,2023,,Chunichi,,130,494,470,34,136,17,2,0,157,23,6,1,1,3,15,5,43,7,0.289,0.334,0.316,1
1305131,2024,,Chunichi,,75,125,116,7,23,6,0,0,29,5,1,1,0,0,9,0,11,0,0.198,0.25,0.256,1
1305131,2025,,Chunichi,,18,23,22,2,4,0,0,0,4,1,0,0,0,0,1,0,3,0,0.182,0.182,0.217,1
1305138,2019,,DeNA,,15,19,16,1,3,0,0,0,3,0,0,0,3,0,0,0,6,0,0.188,0.188,0.188,1
1305138,2020,,DeNA,,19,44,37,3,4,1,0,0,5,1,0,0,5,1,1,0,19,1,0.108,0.135,0.128,1
1305138,2021,,DeNA,,22,39,34,0,2,0,0,0,2,2,0,0,3,0,2,0,18,0,0.059,0.059,0.111,1
1305138,2022,,DeNA,,24,44,33,0,1,0,0,0,1,0,0,0,11,0,0,0,13,0,0.03,0.03,0.03,1
1305138,2023,,DeNA,,13,25,22,0,3,0,0,0,3,0,0,0,2,0,1,0,8,1,0.136,0.136,0.174,1
1305138,2024,,DeNA,,15,30,24,1,2,0,0,0,2,0,0,0,5,0,1,0,9,0,0.083,0.083,0.12,1
1305138,2025,,DeNA,,5,10,10,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,1
1305153,2023,,SoftBank,,15,41,38,3,10,2,0,1,15,3,0,0,0,0,3,0,10,0,0.263,0.395,0.317,1
1305153,2024,,SoftBank,,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
1305155,2023,,ORIX,,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1305155,2024,,ORIX,,51,176,153,11,36,4,2,2,50,8,5,2,8,0,14,1,26,1,0.235,0.327,0.304,1
1305155,2025,,ORIX,,3,9,6,1,2,0,0,0,2,1,0,0,0,0,3,0,1,0,0.333,0.333,0.556,1
1305157,2023,,SoftBank,,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305157,2024,,SoftBank,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305157,2025,,SoftBank,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405116,2008,,Hiroshima,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1405116,2011,,Hiroshima,,68,204,196,15,53,6,1,3,70,19,0,1,0,0,8,0,20,5,0.27,0.357,0.299,1
1405116,2012,,Hiroshima,,48,146,137,4,28,4,0,0,32,7,1,0,0,0,8,1,13,3,0.204,0.234,0.253,1
1405116,2013,,Hiroshima,,123,389,372,27,105,23,1,10,160,52,2,0,1,4,11,1,49,4,0.282,0.43,0.302,1
1405116,2014,,Hiroshima,,80,250,233,26,74,9,1,7,106,34,0,1,0,1,14,2,29,7,0.318,0.455,0.36,1
1405116,2015,,Hiroshima,,100,229,202,14,56,13,0,7,90,26,1,1,0,3,23,1,30,8,0.277,0.446,0.349,1
1405116,2016,,Hiroshima,,103,275,254,34,74,10,2,10,118,41,0,0,0,1,20,0,29,4,0.291,0.465,0.342,1
1405116,2017,,Hiroshima,,120,387,350,39,114,23,4,14,187,77,0,0,0,6,31,0,45,8,0.326,0.534,0.375,1
1405116,2018,,Hiroshima,,124,446,397,46,120,25,2,12,185,74,2,0,0,5,42,2,46,10,0.302,0.466,0.368,1
1405116,2019,,Hiroshima,,110,327,294,21,76,14,1,6,110,49,0,0,0,2,29,2,42,7,0.259,0.374,0.327,1
1405116,2020,,Hiroshima,,108,425,404,38,112,27,1,9,168,67,0,1,0,3,17,1,72,11,0.277,0.416,0.306,1
1405116,2021,,Hiroshima,,85,194,175,9,46,10,0,2,62,29,0,0,0,2,17,0,22,4,0.263,0.354,0.325,1
1405116,2022,,Hiroshima,,88,166,152,9,33,7,0,2,46,23,0,0,0,3,11,0,22,2,0.217,0.303,0.265,1
1405116,2023,,Hiroshima,,79,156,143,5,36,9,0,0,45,27,0,0,0,2,10,1,27,4,0.252,0.315,0.301,1
1405116,2024,,Hiroshima,,65,78,73,2,13,4,0,1,20,10,0,0,0,1,4,0,12,5,0.178,0.274,0.218,1
1405130,2015,,Hiroshima,,127,188,170,21,41,7,6,1,63,10,8,2,6,1,10,1,37,2,0.241,0.371,0.286,1
1405130,2016,,Hiroshima,,21,25,24,4,7,0,0,0,7,1,1,1,1,0,0,0,3,1,0.292,0.292,0.292,1
1405130,2017,,Hiroshima,,98,85,74,34,14,1,0,0,15,2,10,5,4,0,7,0,13,1,0.189,0.203,0.259,1
1405130,2018,,Hiroshima,,126,447,405,64,116,14,7,5,159,46,17,10,4,2,30,6,69,2,0.286,0.393,0.343,1
1405130,2019,,Hiroshima,,123,353,314,52,78,10,5,2,104,16,14,2,6,1,27,5,56,5,0.248,0.331,0.317,1
1405130,2020,,Hiroshima,,70,56,50,10,12,0,0,0,12,1,2,3,2,0,4,0,17,0,0.24,0.24,0.296,1
1405130,2021,,Hiroshima,,74,270,250,27,68,7,2,2,85,12,9,1,1,0,17,2,29,3,0.272,0.34,0.323,1
1405130,2022,,Hiroshima,,85,338,317,42,99,21,3,0,126,16,7,5,4,0,16,1,53,5,0.312,0.397,0.347,1
1405130,2023,,Hiroshima,,108,418,371,37,106,11,1,0,119,26,5,6,8,1,33,5,51,10,0.286,0.321,0.351,1
1405130,2024,,Hiroshima,,113,443,391,40,106,14,5,1,133,28,8,5,3,1,43,5,52,9,0.271,0.34,0.35,1
1405130,2025,,Hiroshima,,40,87,80,6,23,1,0,0,24,9,2,0,0,0,7,0,14,0,0.288,0.3,0.345,1
1405138,2020,,Hiroshima,,4,8,8,1,1,1,0,0,2,0,0,0,0,0,0,0,5,1,0.125,0.25,0.125,1
1405138,2021,,Hiroshima,,102,376,357,26,95,15,0,10,140,40,0,1,0,1,16,2,93,9,0.266,0.392,0.301,1
1405138,2023,,Hiroshima,,20,62,58,5,12,4,0,1,19,5,0,0,0,0,3,1,20,0,0.207,0.328,0.258,1
1405138,2024,,Hiroshima,,27,64,60,4,11,4,0,0,15,2,0,0,0,0,4,0,20,3,0.183,0.25,0.234,1
1405138,2025,,Hiroshima,,10,12,12,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0.167,0.167,0.167,1
1405139,2014,,SoftBank,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2015,,SoftBank,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2016,,SoftBank,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2017,,SoftBank,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2018,,SoftBank,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2019,,SoftBank,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2020,,SoftBank,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2021,,SoftBank,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2022,,SoftBank,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2023,,SoftBank,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405139,2024,,DeNA,,14,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0.25,0.25,0.25,1
1405151,2022,,Hiroshima,,7,12,10,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0.1,0.1,0.182,1
1405151,2023,,Hiroshima,,45,55,50,5,7,2,0,0,9,3,0,0,0,0,5,0,13,3,0.14,0.18,0.218,1
1405151,2024,,Hiroshima,,11,15,15,1,2,0,0,0,2,0,0,0,0,0,0,0,2,1,0.133,0.133,0.133,1
1405155,2022,,Hiroshima,,63,137,121,12,29,3,0,3,41,10,0,0,7,1,8,0,31,1,0.24,0.339,0.285,1
1405155,2024,,Hiroshima,,12,24,24,1,2,0,0,1,5,2,0,0,0,0,0,0,8,0,0.083,0.208,0.083,1
1405157,2024,,Hanshin,,26,61,53,6,10,0,0,0,10,5,0,0,0,1,5,2,12,1,0.189,0.189,0.279,1
1505118,2009,,Rakuten,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505118,2010,,Rakuten,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505118,2012,,Rakuten,,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
1505118,2013,,Rakuten,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505118,2014,,Rakuten,,25,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1
1505118,2015,,Rakuten,,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1505118,2016,,Rakuten,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505118,2017,,Rakuten,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505118,2018,,Rakuten,,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1505118,2019,,Rakuten,,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1505118,2020,,Rakuten,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505118,2022,,Rakuten,,17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1505118,2023,,Rakuten,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1505118,2025,,Rakuten,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505130,2017,,SoftBank,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505130,2018,,SoftBank,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505130,2019,,SoftBank,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505130,2020,,SoftBank,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505130,2021,,SoftBank,,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1505130,2022,,SoftBank,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505130,2023,,SoftBank,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505132,2016,,Rakuten,,51,130,119,14,22,6,2,1,35,6,4,4,1,2,6,2,27,1,0.185,0.294,0.233,1
1505132,2017,,Rakuten,,41,141,130,21,39,17,0,3,65,11,5,2,5,0,3,3,38,3,0.3,0.5,0.331,1
1505132,2018,,Rakuten,,44,117,111,13,22,7,1,2,37,6,2,3,3,0,2,1,23,3,0.198,0.333,0.219,1
