SearchID,Year,League,Team,Role,G,W,L,SV,HLD,HP,CG,SHO,WL%,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA,stint,GS,K%,BB%,HR%,BABIP,LOB%,IBB,RA-,FIP-,RA9-WAR,WAR
104570,2006,PL,RAKUTEN,SP,30,7,10,0,1,2,0,0,0.412,607,136.3,157,19,46,7,57,4,0,86,81,5.35,1,22,0.094,0.076,0.031,0.299,0.676,0,139,134,-0.9,-0.6
104570,2007,PL,RAKUTEN,RP,34,6,2,1,10,14,0,0,0.75,269,66.3,62,4,18,4,42,1,0,26,24,3.26,1,5,0.156,0.067,0.015,0.294,0.74,0,89,98,1.1,0.7
104570,2009,PL,RAKUTEN,RP,1,0,0,0,0,0,0,0,,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.333,1,0,0,167,0,0
104570,2010,PL,RAKUTEN,RP,36,0,2,1,4,4,0,0,0,183,43.3,49,5,11,3,22,0,0,21,17,3.53,1,0,0.12,0.06,0.027,0.319,0.75,1,100,115,0.2,-0.1
104570,2011,PL,RAKUTEN,RP,21,1,1,0,5,6,0,0,0.5,92,22,20,1,7,2,15,0,0,11,11,4.5,1,0,0.163,0.076,0.011,0.297,0.652,0,136,109,-0.3,0
104572,1997,CL,HIROSHIMA,RP,56,10,5,1,,,0,0,0.667,399,93.7,79,7,39,3,104,8,0,35,34,3.27,1,0,0.261,0.098,0.018,0.304,0.773,0,79,76,1.9,2.2
104572,1998,CL,HIROSHIMA,RP,24,2,1,1,,,0,0,0.667,147,35,23,1,19,1,43,7,1,13,10,2.57,1,0,0.293,0.129,0.007,0.275,0.721,2,82,64,0.6,1
104572,1999,CL,HIROSHIMA,SP,23,7,4,0,,,5,1,0.636,453,108,104,15,33,0,108,3,0,42,41,3.42,1,12,0.238,0.073,0.033,0.312,0.819,0,77,89,2.6,2
104572,2000,CL,HIROSHIMA,SP,3,1,0,0,,,1,0,1,59,16,7,0,1,1,17,1,0,2,1,0.56,1,2,0.288,0.017,0,0.175,0.778,0,26,36,0.9,0.8
104572,2001,CL,HIROSHIMA,SP,21,2,6,0,,,0,0,0.25,382,85.7,89,11,40,4,49,0,0,49,39,4.1,1,13,0.128,0.105,0.029,0.299,0.714,2,120,122,0.2,0.1
104572,2002,CL,HIROSHIMA,SP,6,1,4,0,,,0,0,0.2,143,30.3,44,10,7,2,24,1,1,32,29,8.6,1,6,0.168,0.049,0.07,0.358,0.538,1,231,162,-1.1,-0.4
104572,2003,CL,HIROSHIMA,RP,13,0,2,0,,,0,0,0,96,21.3,23,4,11,2,19,1,0,15,15,6.33,1,0,0.198,0.115,0.042,0.322,0.691,0,135,128,-0.3,-0.2
104572,2004,CL,HIROSHIMA,SP,3,0,1,0,,,0,0,0,36,8.3,8,3,2,0,9,0,0,5,3,3.24,1,1,0.25,0.056,0.083,0.238,0.862,0,109,137,0,-0.1
104572,2005,CL,HIROSHIMA,RP,29,1,1,0,6,7,0,0,0.5,153,37,27,1,12,1,28,0,1,9,9,2.19,1,0,0.183,0.078,0.007,0.245,0.803,1,47,70,1.2,0.8
104572,2006,CL,HIROSHIMA,RP,48,4,5,1,13,17,0,0,0.444,241,55.7,62,11,18,0,53,1,1,31,30,4.85,1,0,0.22,0.075,0.046,0.331,0.759,2,117,114,-0.2,-0.1
104572,2007,CL,HIROSHIMA,RP,60,3,3,0,15,18,0,0,0.5,295,72,53,10,28,4,57,2,0,29,21,2.63,1,0,0.193,0.095,0.034,0.228,0.789,2,83,113,1.1,0
104572,2008,CL,HIROSHIMA,RP,38,5,1,3,16,21,0,0,0.833,165,42,27,3,14,2,34,1,0,9,7,1.5,1,0,0.206,0.085,0.018,0.224,0.876,3,46,85,1.9,0.7
104572,2009,CL,HIROSHIMA,RP,69,3,8,0,31,34,0,0,0.273,270,64,57,5,26,2,56,2,0,27,25,3.52,1,0,0.207,0.096,0.019,0.304,0.744,1,96,96,0.6,0.6
104572,2010,CL,HIROSHIMA,RP,46,3,2,11,8,11,0,0,0.6,206,50,37,3,17,3,48,2,0,12,9,1.62,1,0,0.233,0.083,0.015,0.262,0.852,1,48,76,2,1.1
104572,2011,CL,HIROSHIMA,RP,2,0,0,0,0,0,0,0,,8,1,3,0,2,0,1,0,0,5,5,45,1,0,0.125,0.25,0,1,0,0,1350,198,-0.3,0
104572,2012,CL,HIROSHIMA,RP,23,2,0,0,5,7,0,0,1,86,21.7,11,0,9,3,15,0,0,2,1,0.42,1,0,0.174,0.105,0,0.208,0.913,2,26,91,0.9,0.2
104572,2013,CL,HIROSHIMA,RP,37,1,1,0,15,16,0,0,0.5,166,39,36,5,16,1,24,0,0,14,14,3.23,1,0,0.145,0.096,0.03,0.27,0.848,5,81,114,0.7,0
104572,2014,CL,HIROSHIMA,RP,6,1,0,0,1,2,0,0,1,34,6.7,12,2,3,1,3,1,0,6,6,8.1,1,0,0.088,0.088,0.059,0.4,0.758,0,191,187,-0.3,-0.3
104573,1997,CL,HIROSHIMA,SP,2,0,1,0,,,0,0,0,15,2.3,5,0,5,0,1,0,0,3,2,7.71,1,1,0.067,0.333,0,0.556,0.7,0,273,187,-0.2,-0.1
104574,1997,CL,YOMIURI,RP,11,1,0,0,,,0,0,1,81,17.3,21,3,7,0,13,0,0,16,13,6.75,1,1,0.16,0.086,0.037,0.34,0.504,0,193,115,-0.6,0
104574,1998,CL,YOMIURI,SP,15,2,7,0,,,0,0,0.222,265,59,66,7,29,3,40,4,0,35,34,5.19,1,11,0.151,0.109,0.026,0.331,0.714,0,131,119,-0.2,0.2
104574,1999,CL,YOMIURI,SP,2,0,1,0,,,0,0,0,36,6.7,8,1,7,0,5,1,0,8,5,6.75,1,2,0.139,0.194,0.028,0.304,0.515,0,243,143,-0.3,-0.1
104574,2000,CL,YOMIURI,SP,1,0,0,0,,,0,0,,17,3.3,5,0,2,0,0,0,0,2,2,5.4,1,1,0,0.118,0,0.333,0.714,0,127,112,0,0
104574,2001,CL,YOMIURI,RP,7,0,0,0,,,0,0,,43,7.3,12,1,7,1,7,0,0,8,6,7.36,1,0,0.163,0.163,0.023,0.407,0.645,0,232,129,-0.3,-0.1
104577,1997,CL,YOKOHAMA,RP,18,2,0,1,,,0,0,1,105,27,20,1,6,0,27,1,0,5,5,1.67,1,1,0.257,0.057,0.01,0.279,0.854,0,38,53,1.2,0.9
104577,1998,CL,YOKOHAMA,RP,53,4,4,0,,,0,0,0.5,286,70,62,5,22,0,59,3,1,28,24,3.09,1,0,0.206,0.077,0.017,0.3,0.727,1,85,80,1,1.3
104577,1999,CL,YOKOHAMA,RP,43,4,3,2,,,0,0,0.571,298,69.3,77,12,19,1,57,2,0,38,38,4.93,1,1,0.191,0.064,0.04,0.33,0.736,1,106,104,0.3,0.4
104577,2000,CL,YOKOHAMA,RP,29,2,1,1,,,0,0,0.667,143,32,40,1,15,0,24,2,0,17,17,4.78,1,0,0.168,0.105,0.007,0.411,0.709,2,109,80,0.1,0.6
104577,2001,CL,YOKOHAMA,RP,4,0,0,0,,,0,0,,27,6.3,5,2,4,2,2,1,0,3,3,4.26,1,0,0.074,0.148,0.074,0.2,0.976,0,100,284,0,-0.3
104577,2002,CL,YOKOHAMA,RP,13,1,2,1,,,0,0,0.333,58,12.3,10,2,8,3,13,1,0,10,6,4.38,1,0,0.224,0.138,0.034,0.267,0.604,2,180,139,-0.5,-0.2
104577,2003,CL,YOKOHAMA,SP,3,0,2,0,,,0,0,0,48,9,18,4,3,1,5,0,0,10,10,10,1,2,0.104,0.063,0.083,0.424,0.732,0,209,191,-0.3,-0.3
104577,2004,PL,NIPPON-HAM,RP,58,4,5,28,,,0,0,0.444,248,61,48,5,20,0,54,2,0,27,23,3.39,1,0,0.218,0.081,0.02,0.267,0.672,4,77,72,1.6,1.8
104577,2005,PL,NIPPON-HAM,RP,48,1,4,12,3,4,0,0,0.2,225,50.3,49,5,21,4,46,5,0,27,25,4.47,1,0,0.204,0.093,0.022,0.299,0.701,0,110,98,0,0.4
104577,2007,CL,YOKOHAMA,RP,36,0,0,0,6,6,0,0,,164,38,40,2,15,1,27,2,0,14,14,3.32,1,0,0.165,0.091,0.012,0.322,0.789,1,77,89,0.6,0.4
104577,2008,CL,YOKOHAMA,RP,51,3,5,0,11,14,0,0,0.375,254,58.7,55,8,22,4,61,2,1,25,21,3.22,1,0,0.24,0.087,0.031,0.313,0.802,3,93,102,0.6,0.3
104577,2009,CL,YOKOHAMA,RP,14,0,0,0,0,0,0,0,,66,15,19,2,4,0,12,0,0,9,8,4.8,1,0,0.182,0.061,0.03,0.362,0.693,1,130,96,-0.1,0.1
104578,1997,CL,HIROSHIMA,SP,2,1,0,0,,,0,0,1,46,10.3,12,1,4,0,10,0,0,7,7,6.1,1,2,0.217,0.087,0.022,0.355,0.616,0,144,84,-0.1,0.2
104578,1998,CL,HIROSHIMA,SP,1,0,0,0,,,0,0,,8,1,3,0,2,0,2,0,0,4,4,36,1,1,0.25,0.25,0,0.75,0.2,0,884,106,-0.3,0
104578,1999,CL,HIROSHIMA,RP,10,1,3,0,,,0,0,0.25,108,22.7,29,1,11,2,7,3,0,17,15,5.96,1,2,0.065,0.102,0.009,0.333,0.616,1,149,105,-0.4,0.2
104578,2000,CL,HIROSHIMA,RP,10,0,2,0,,,0,0,0,108,23,25,3,14,0,20,1,0,14,8,3.13,1,1,0.185,0.13,0.028,0.328,0.718,1,125,112,-0.1,0
104578,2001,CL,HIROSHIMA,SP,22,9,6,0,,,2,0,0.6,600,137,130,13,63,1,114,7,0,57,49,3.22,1,20,0.19,0.105,0.022,0.297,0.779,1,87,96,2.7,2.1
104578,2002,CL,HIROSHIMA,SP,30,13,10,0,,,5,1,0.565,827,194.3,212,23,42,4,153,7,0,92,83,3.84,1,29,0.185,0.051,0.028,0.325,0.735,4,104,96,2.1,3
104578,2003,CL,HIROSHIMA,SP,20,2,10,0,,,0,0,0.167,428,97,105,23,41,0,78,4,0,63,57,5.29,1,14,0.182,0.096,0.054,0.297,0.729,3,124,132,0,-0.3
104578,2004,CL,HIROSHIMA,SP,4,2,1,0,,,0,0,0.667,91,19.7,22,2,11,0,20,0,0,12,12,5.49,1,3,0.22,0.121,0.022,0.351,0.695,0,111,89,0.1,0.4
104578,2005,CL,HIROSHIMA,SP,23,2,10,0,1,2,0,0,0.167,403,86,98,16,49,2,73,9,0,67,62,6.49,1,12,0.181,0.122,0.04,0.325,0.648,3,150,124,-1.2,0
104578,2006,CL,HIROSHIMA,RP,29,1,3,0,6,6,0,0,0.25,238,54.7,62,8,16,0,57,2,0,29,24,3.95,1,4,0.239,0.067,0.034,0.351,0.734,2,111,93,0.1,0.7
104578,2007,CL,HIROSHIMA,SP,26,5,5,0,1,1,0,0,0.5,538,128.3,125,15,35,2,83,7,2,48,42,2.95,1,19,0.154,0.065,0.028,0.284,0.809,4,77,100,3.2,1.6
104578,2008,CL,HIROSHIMA,SP,14,3,6,0,1,2,0,0,0.333,272,59.7,80,14,22,0,28,4,0,47,46,6.94,1,11,0.103,0.081,0.051,0.328,0.667,1,168,152,-1.1,-0.7
104578,2009,CL,HIROSHIMA,SP,10,3,1,0,0,2,0,0,0.75,146,32,35,4,17,0,24,3,0,15,14,3.94,1,4,0.164,0.116,0.027,0.313,0.797,0,107,124,0.2,0
104578,2010,CL,HIROSHIMA,SP,2,0,1,0,0,0,0,0,0,27,5.3,6,3,5,0,4,0,0,9,7,11.81,1,2,0.148,0.185,0.111,0.231,0.294,0,335,294,-0.4,-0.3
104579,1997,CL,YOMIURI,RP,1,0,0,0,,,0,0,,3,1,0,0,0,0,2,0,0,0,0,0,1,0,0.667,0,0,0,-1,0,0,-27,0,0.1
104581,1997,PL,DAIEI,RP,1,0,0,0,,,0,0,,6,0.7,2,0,1,1,1,0,0,2,2,27,1,0,0.167,0.167,0,0.667,0.5,0,631,162,-0.1,0
104581,1998,PL,DAIEI,RP,1,0,0,0,,,0,0,,19,3.7,6,0,3,1,1,0,0,3,3,7.36,1,0,0.053,0.158,0,0.429,0.7,0,169,131,-0.1,0
104581,1999,PL,DAIEI,RP,1,0,0,0,,,0,0,,6,1,1,0,0,1,3,1,1,2,2,18,1,0,0.5,0,0,0.5,0,0,421,28,-0.1,0.1
104581,2000,PL,DAIEI,SP,22,5,2,0,,,0,0,0.714,399,89.3,92,9,46,1,77,10,1,44,41,4.13,1,16,0.193,0.115,0.023,0.324,0.752,0,93,99,1.4,1.2
104581,2001,PL,DAIEI,SP,7,0,1,0,,,1,0,0,104,22.3,28,4,11,1,16,1,0,11,11,4.43,1,3,0.154,0.106,0.038,0.353,0.843,1,96,119,0.3,0
104581,2002,PL,DAIEI,SP,10,4,1,0,,,0,0,0.8,282,70.3,53,4,21,3,63,3,0,24,23,2.94,1,10,0.223,0.074,0.014,0.268,0.742,0,79,79,1.7,1.7
104581,2003,PL,DAIEI,SP,26,20,3,0,,,5,1,0.87,801,194,174,19,66,8,160,4,0,62,61,2.83,1,26,0.2,0.082,0.024,0.29,0.84,3,59,90,7.1,3.5
104581,2004,PL,DAIEI,SP,22,10,7,0,,,3,1,0.588,612,138,139,22,59,6,120,6,0,100,96,6.26,1,22,0.196,0.096,0.036,0.303,0.6,3,128,106,-0.2,1.4
104581,2005,PL,SOFTBANK,SP,22,16,1,0,0,0,4,1,0.941,636,157,135,14,41,10,129,5,0,54,51,2.92,1,22,0.203,0.064,0.022,0.279,0.793,0,71,90,4.4,2.8
104581,2006,PL,SOFTBANK,SP,26,18,5,0,0,0,8,5,0.783,790,201,147,10,46,8,205,2,0,50,39,1.75,1,26,0.259,0.058,0.013,0.27,0.807,3,58,68,7.3,6
104581,2007,PL,SOFTBANK,SP,12,6,3,0,0,0,0,0,0.667,297,72.3,64,3,25,3,71,2,0,22,22,2.74,1,12,0.239,0.084,0.01,0.326,0.797,0,71,79,2,1.7
104582,1997,PL,NIPPON-HAM,SP,5,2,1,0,,,0,0,0.667,95,20.7,23,4,11,1,10,2,0,10,10,4.35,1,5,0.105,0.116,0.042,0.292,0.85,0,101,151,0.2,-0.2
104582,1999,PL,NIPPON-HAM,RP,6,0,1,0,,,0,0,0,68,13.7,13,0,13,3,8,0,1,10,10,6.59,1,1,0.118,0.191,0,0.325,0.655,0,148,123,-0.2,0
104582,2001,PL,NIPPON-HAM,RP,3,0,0,0,,,0,0,,20,3.7,7,2,3,0,2,1,0,4,4,9.82,1,0,0.1,0.15,0.1,0.385,0.833,0,198,209,-0.1,-0.2
104582,2002,PL,NIPPON-HAM,RP,1,0,0,0,,,0,0,,6,1.3,3,0,0,0,0,0,0,2,2,13.5,1,0,0,0,0,0.5,0.333,0,324,72,-0.1,0
104582,2005,PL,NIPPON-HAM,RP,24,0,1,0,2,2,0,0,0,105,25,23,3,7,1,8,0,0,14,13,4.68,1,0,0.076,0.067,0.029,0.233,0.634,0,114,121,-0.1,-0.1
104583,1997,CL,YOKOHAMA,RP,2,0,0,0,,,0,0,,16,3,4,0,3,0,3,0,0,5,3,9,1,0,0.188,0.188,0,0.444,0.286,0,338,93,-0.2,0
104583,2000,CL,YOKOHAMA,RP,13,2,0,0,,,0,0,1,103,26.7,18,1,7,2,21,0,0,3,3,1.01,1,2,0.204,0.068,0.01,0.243,0.938,0,23,75,1.4,0.6
104583,2001,CL,YOKOHAMA,RP,5,2,0,0,,,0,0,1,40,11,7,2,2,0,4,0,0,3,3,2.45,1,1,0.1,0.05,0.05,0.156,0.968,0,58,134,0.4,-0.1
104588,1997,PL,KINTETSU,RP,5,0,0,0,,,0,0,,26,5,7,0,6,0,6,0,0,8,8,14.4,1,0,0.231,0.231,0,0.538,0.385,0,334,100,-0.4,0
104588,1998,PL,KINTETSU,RP,1,0,0,0,,,0,0,,4,0,1,0,3,0,0,1,0,2,2,-1,1,0,0,0.75,0,1,0.5,0,-1,-1,-0.1,-0.1
104588,1999,PL,KINTETSU,RP,15,2,1,0,,,1,0,0.667,154,33.3,27,1,28,1,27,2,0,21,19,5.13,1,3,0.175,0.182,0.006,0.277,0.641,1,131,101,-0.2,0.3
104588,2000,PL,KINTETSU,SP,33,8,13,0,,,8,1,0.381,764,173,161,9,96,4,105,7,0,99,80,4.16,1,27,0.137,0.126,0.012,0.288,0.652,5,106,95,1.6,2.8
104588,2001,PL,KINTETSU,SP,28,12,9,0,,,5,0,0.571,633,140.7,140,19,85,14,84,13,0,95,92,5.89,1,24,0.133,0.134,0.03,0.292,0.678,0,130,124,-0.4,0.1
104588,2002,PL,KINTETSU,SP,22,4,11,0,,,2,0,0.267,611,136.7,148,11,53,12,94,8,1,78,74,4.87,1,22,0.154,0.087,0.018,0.326,0.683,4,129,101,-0.2,1.7
104588,2003,PL,KINTETSU,RP,16,4,2,0,,,0,0,0.667,213,42.7,55,2,30,5,39,5,0,35,35,7.38,1,4,0.183,0.141,0.009,0.402,0.631,2,149,92,-0.7,0.7
104588,2004,CL,HANSHIN,SP,3,0,2,0,,,0,0,0,73,14.3,18,3,10,3,14,1,0,16,16,10.05,1,3,0.192,0.137,0.041,0.357,0.56,0,214,148,-0.5,-0.1
104588,2005,CL,HANSHIN,SP,2,0,0,0,0,0,0,0,,19,3.7,3,0,5,0,2,0,0,1,1,2.45,1,1,0.105,0.263,0,0.25,0.875,0,57,151,0.1,0
104588,2006,PL,ORIX,SP,24,1,7,0,1,1,0,0,0.125,271,59.7,68,3,29,5,46,4,1,30,29,4.37,1,11,0.17,0.107,0.011,0.363,0.736,0,112,101,0.3,0.6
104590,1998,PL,KINTETSU,SP,24,9,7,0,,,5,1,0.563,545,131.7,109,9,59,3,74,1,2,57,52,3.55,1,15,0.136,0.108,0.017,0.262,0.72,3,88,96,2.5,1.8
104590,1999,PL,KINTETSU,SP,20,5,4,0,,,2,0,0.556,374,84.3,87,10,43,9,59,3,2,44,44,4.7,1,11,0.158,0.115,0.027,0.309,0.76,2,108,116,0.6,0.3
104591,1998,PL,LOTTE,RP,24,2,1,3,,,0,0,0.667,109,29,18,0,8,2,9,2,0,3,3,0.93,1,0,0.083,0.073,0,0.209,0.893,0,21,83,1.6,0.5
104591,1999,PL,LOTTE,RP,49,1,2,30,,,0,0,0.333,206,54.3,38,1,7,3,25,1,0,14,11,1.82,1,0,0.121,0.034,0.005,0.224,0.73,2,53,68,2.4,1.7
104591,2000,PL,LOTTE,RP,36,3,2,16,,,0,0,0.6,177,41.3,45,4,12,2,24,3,0,22,20,4.35,1,0,0.136,0.068,0.023,0.311,0.693,1,98,95,0.4,0.6
104596,1998,PL,SEIBU,RP,33,1,2,1,,,0,0,0.333,325,73.3,68,8,40,4,50,4,1,44,40,4.91,1,5,0.154,0.123,0.025,0.28,0.675,2,122,110,-0.2,0.3
104597,1998,CL,YAKULT,SP,12,0,2,0,,,0,0,0,288,69.3,47,6,34,3,58,1,0,20,18,2.34,1,11,0.201,0.118,0.021,0.234,0.847,0,61,101,2.3,0.8
104598,1998,PL,KINTETSU,RP,13,0,2,0,,,0,0,0,127,26.3,40,2,13,0,20,0,0,20,19,6.49,1,3,0.157,0.102,0.016,0.432,0.657,3,154,82,-0.5,0.6
104600,1998,CL,HANSHIN,RP,44,2,3,27,,,0,0,0.4,220,53,44,2,19,0,45,1,0,14,14,2.38,1,0,0.205,0.086,0.009,0.282,0.814,1,61,77,2,1.4
104600,1999,CL,HANSHIN,RP,29,1,1,12,,,0,0,0.5,98,25.3,15,0,6,0,29,1,0,4,2,0.71,1,0,0.296,0.061,0,0.246,0.81,0,33,40,1.4,1.3
104601,1998,PL,ORIX,SP,13,2,4,0,,,0,0,0.333,214,50.7,44,6,22,0,53,1,0,28,20,3.55,1,8,0.248,0.103,0.028,0.299,0.66,1,114,87,0.3,1
104601,1999,PL,ORIX,RP,42,3,6,1,,,0,0,0.333,325,76.3,77,11,27,2,43,1,1,34,29,3.42,1,10,0.132,0.083,0.034,0.289,0.795,0,95,120,0.9,0
104602,1998,PL,DAIEI,SP,20,5,6,1,,,1,0,0.455,315,70.7,57,6,47,5,64,4,0,47,44,5.6,1,12,0.203,0.149,0.019,0.28,0.616,0,137,108,-0.5,0.6
104603,1998,CL,HANSHIN,SP,7,0,4,0,,,0,0,0,132,28.7,23,4,25,0,24,0,2,21,18,5.65,1,6,0.182,0.189,0.03,0.257,0.637,0,168,157,-0.5,-0.4
104604,1998,PL,NIPPON-HAM,RP,38,7,3,8,,,0,0,0.7,187,45,31,1,22,3,52,0,0,15,15,3,1,0,0.278,0.118,0.005,0.286,0.751,3,68,56,1.4,1.7
104604,1999,PL,NIPPON-HAM,RP,14,2,1,7,,,0,0,0.667,65,16,15,0,2,0,21,0,0,3,3,1.69,1,0,0.323,0.031,0,0.375,0.824,0,38,24,0.9,1.2
104604,2001,CL,HIROSHIMA,RP,22,0,1,11,,,0,0,0,93,22,21,2,8,1,14,0,0,9,8,3.27,1,0,0.151,0.086,0.022,0.284,0.772,0,86,101,0.4,0.2
104604,2002,CL,HIROSHIMA,RP,5,0,0,0,,,0,0,,18,4.7,1,0,2,0,6,0,0,0,0,0,1,0,0.333,0.111,0,0.111,1,1,0,29,0.2,0.1
104607,1998,PL,KINTETSU,SP,19,3,4,0,,,0,0,0.429,292,67.3,64,5,32,5,38,5,0,41,36,4.81,1,8,0.13,0.11,0.017,0.285,0.638,2,124,101,-0.1,0.7
104607,1999,PL,KINTETSU,SP,15,4,6,0,,,1,0,0.4,314,70.3,73,12,32,4,52,1,1,45,41,5.25,1,13,0.166,0.102,0.038,0.29,0.694,1,133,122,-0.3,0.1
104609,1998,CL,CHUNICHI,SP,4,1,2,0,,,0,0,0.333,70,16.3,18,0,5,0,7,0,0,8,8,4.41,1,3,0.1,0.071,0,0.327,0.652,0,113,82,0.1,0.4
104610,1998,CL,HIROSHIMA,SP,35,15,11,0,,,6,2,0.577,980,236,241,19,57,7,123,4,0,91,72,2.75,1,35,0.126,0.058,0.019,0.298,0.769,2,85,96,4.8,3.5
104610,1999,CL,HIROSHIMA,SP,17,2,9,0,,,0,0,0.182,376,82.7,105,10,27,3,39,2,0,62,53,5.77,1,17,0.104,0.072,0.027,0.336,0.603,0,149,110,-0.9,0.7
104610,2000,CL,HIROSHIMA,SP,31,12,10,0,,,0,0,0.545,781,183,203,20,52,3,97,5,1,78,71,3.49,1,31,0.124,0.067,0.026,0.316,0.783,5,87,103,3.6,2.1
104610,2001,PL,LOTTE,SP,30,12,14,0,,,5,0,0.462,864,204.3,196,13,63,6,102,2,3,88,74,3.26,1,30,0.118,0.073,0.015,0.278,0.717,3,81,83,4.7,4.6
104610,2002,PL,LOTTE,SP,32,15,14,0,,,7,2,0.517,955,230.3,222,18,43,15,132,4,0,85,73,2.85,1,32,0.138,0.045,0.019,0.283,0.765,4,83,92,4.9,3.9
104610,2003,PL,LOTTE,SP,30,14,9,0,,,3,1,0.609,847,192.3,233,19,51,8,96,3,0,106,97,4.54,1,30,0.113,0.06,0.022,0.33,0.701,0,100,97,2.4,2.9
104610,2004,PL,LOTTE,SP,12,4,3,0,,,0,0,0.571,318,72.7,77,11,26,4,37,0,0,50,46,5.7,1,12,0.116,0.082,0.035,0.283,0.622,0,122,116,0.1,0.3
104611,1998,PL,ORIX,RP,49,8,5,7,,,0,0,0.615,474,113,103,11,54,4,73,6,3,53,47,3.74,1,4,0.154,0.114,0.023,0.292,0.742,3,96,106,1.3,0.6
104611,1999,PL,ORIX,RP,34,4,2,4,,,0,0,0.667,273,63,53,2,39,1,44,2,2,20,16,2.29,1,0,0.161,0.143,0.007,0.285,0.809,2,67,94,1.7,0.7
104613,1998,PL,LOTTE,SP,15,4,6,0,,,2,0,0.4,358,77.3,85,6,51,2,37,2,3,48,41,4.77,1,15,0.103,0.142,0.017,0.313,0.694,1,127,119,0,0.3
104613,1999,PL,LOTTE,SP,4,1,1,0,,,0,0,0.5,87,18.7,19,5,14,3,5,1,1,13,13,6.27,1,4,0.057,0.161,0.057,0.241,0.793,0,144,223,-0.2,-0.6
104615,1998,PL,LOTTE,RP,5,0,1,0,,,0,0,0,35,7.7,8,0,5,0,8,0,0,2,2,2.35,1,0,0.229,0.143,0,0.381,0.846,2,53,52,0.3,0.3
104616,1998,CL,CHUNICHI,SP,11,1,0,0,,,0,0,1,143,32.7,32,6,12,1,33,0,1,22,17,4.68,1,5,0.231,0.084,0.042,0.306,0.628,0,155,120,-0.5,0
104616,1999,CL,CHUNICHI,SP,36,6,5,3,,,2,0,0.545,377,95.3,75,8,30,4,65,2,1,30,30,2.83,1,11,0.172,0.08,0.021,0.259,0.808,1,66,97,2.9,1.2
104617,1998,PL,SEIBU,RP,13,1,0,1,,,0,0,1,115,27,27,2,9,2,19,0,1,13,11,3.67,1,1,0.165,0.078,0.017,0.313,0.71,0,98,87,0.3,0.4
104617,1999,PL,SEIBU,RP,1,0,0,0,,,0,0,,10,2,1,0,2,0,1,0,0,2,1,4.5,1,0,0.1,0.2,0,0.167,0.333,0,213,123,-0.1,0
104617,2001,PL,SEIBU,RP,1,0,0,0,,,0,0,,5,1.7,1,1,0,0,2,0,0,1,1,5.4,1,0,0.4,0,0.2,0,-1,0,114,227,0,-0.1
104617,2003,PL,SEIBU,RP,13,0,0,0,,,0,0,,43,11,8,1,4,0,4,0,0,4,3,2.45,1,0,0.093,0.093,0.023,0.212,0.755,0,65,107,0.2,0
104617,2004,PL,SEIBU,RP,12,2,1,0,,,0,0,0.667,80,17.7,21,3,5,2,6,1,0,16,16,8.15,1,0,0.075,0.063,0.038,0.286,0.504,1,161,120,-0.5,-0.1
104617,2005,PL,SEIBU,RP,8,0,0,0,0,0,0,0,,59,13.3,11,2,6,3,7,0,0,6,4,2.7,1,0,0.119,0.102,0.034,0.225,0.814,0,86,141,0.1,-0.1
104619,1998,CL,YAKULT,RP,2,0,0,0,,,0,0,,11,2,1,1,4,0,3,0,0,1,1,4.5,1,0,0.273,0.364,0.091,0,1,0,106,323,0,-0.1
104620,1998,CL,YAKULT,SP,7,0,1,0,,,0,0,0,71,15,21,2,6,2,7,0,0,9,8,4.8,1,3,0.099,0.085,0.028,0.365,0.763,1,127,124,0,0
104623,1998,CL,HANSHIN,SP,21,4,9,0,,,1,1,0.308,563,129.7,122,12,55,6,94,2,0,55,50,3.47,1,21,0.167,0.098,0.021,0.292,0.77,3,98,110,1.8,1
104623,1999,CL,HANSHIN,SP,18,6,7,0,,,0,0,0.462,471,112.3,101,17,38,4,113,4,1,56,53,4.25,1,18,0.24,0.081,0.036,0.295,0.73,0,103,102,1.3,1.3
104623,2000,CL,YOMIURI,SP,24,12,7,0,,,3,3,0.632,621,155.3,123,19,40,3,165,7,0,52,51,2.95,1,24,0.266,0.064,0.031,0.273,0.818,0,71,83,4.5,3.4
104623,2001,CL,YOMIURI,SP,26,10,8,0,,,1,0,0.556,669,159,160,24,45,5,168,6,1,74,73,4.13,1,26,0.251,0.067,0.036,0.343,0.771,7,99,88,2.1,3.2
104626,1998,PL,LOTTE,RP,56,6,4,7,,,0,0,0.6,270,66.3,62,3,19,1,54,4,1,18,16,2.17,1,0,0.2,0.07,0.011,0.319,0.823,2,55,67,2.4,1.9
104626,1999,PL,LOTTE,RP,65,3,1,0,,,0,0,0.75,249,61.3,57,5,13,1,57,0,1,23,22,3.23,1,0,0.229,0.052,0.02,0.317,0.75,1,78,70,1.1,1.4
104626,2000,PL,LOTTE,RP,70,2,1,0,,,0,0,0.667,261,59,64,9,20,1,46,2,0,31,28,4.27,1,0,0.176,0.077,0.034,0.309,0.746,2,97,101,0.5,0.4
104626,2001,PL,LOTTE,RP,60,0,1,0,,,0,0,0,132,30.7,36,3,6,0,24,0,0,17,16,4.7,1,0,0.182,0.045,0.023,0.355,0.661,2,105,68,0.1,0.8
