SearchID,Year,League,Team,Role,G,W,L,SV,HLD,HP,CG,SHO,WL%,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA,stint,GS,K%,BB%,HR%,BABIP,LOB%,IBB,RA-,FIP-,RA9-WAR,WAR
100004,1936.1S,JBL,KINKO,UC,2,1,0,,,,1,0,1,55,13,9,0,11,0,10,0,0,4,3,2.08,1,2,0.182,0.2,0,0.273,0.8,,52,97,0.5,0.2
100004,1937.1S,JBL,NAGOYA,UC,24,5,11,,,,7,1,0.313,667,149.3,116,0,119,3,53,4,0,72,45,2.71,1,22,0.079,0.178,0,0.242,0.697,,103,121,1.3,0.1
100004,1937.2F,JBL,NAGOYA,UC,13,2,5,,,,3,0,0.286,284,60.7,53,2,52,1,21,4,0,44,27,4.01,1,11,0.074,0.183,0.007,0.251,0.601,,145,126,-0.7,-0.1
100004,1938.1S,JBL,NAGOYA,UC,3,0,0,,,,0,0,,53,11.3,13,0,4,0,5,2,0,8,4,3.18,1,1,0.094,0.075,0,0.302,0.529,,150,74,-0.2,0.3
100008,1936.1S,JBL,HANKYU,UC,2,0,1,,,,0,0,0,48,8.7,14,0,8,0,3,1,0,10,8,8.31,1,2,0.063,0.167,0,0.389,0.545,,195,109,-0.3,0.1
100008,1937.1S,JBL,HANKYU,UC,2,0,1,,,,0,0,0,33,5.3,7,1,10,0,1,0,0,6,4,6.75,1,1,0.03,0.303,0.03,0.286,0.705,,240,246,-0.3,-0.3
100008,1937.2F,JBL,HANKYU,UC,1,1,0,,,,1,0,1,37,9,6,0,5,0,1,1,0,2,2,2,1,1,0.027,0.135,0,0.194,0.818,,44,107,0.4,0.1
100008,1938.1S,JBL,HANKYU,UC,6,3,1,,,,1,0,0.75,116,27.3,16,1,22,1,6,0,0,11,8,2.63,1,3,0.052,0.19,0.009,0.179,0.745,,86,139,0.5,-0.2
100008,1938.2F,JBL,HANKYU,UC,13,6,4,,,,7,0,0.6,424,99.3,76,4,56,4,34,2,1,47,41,3.71,1,11,0.08,0.132,0.009,0.229,0.683,,106,114,0.7,0.4
100009,1940,JBL,HANKYU,UC,1,0,0,,,,0,0,,12,3,0,0,3,0,1,0,0,0,0,0,1,0,0.083,0.25,0,0,1,,0,165,0.2,0
100011,1936.1S,JBL,OSAKA,UC,9,5,2,,,,4,0,0.714,311,68,70,3,29,3,39,0,0,42,30,3.97,1,7,0.125,0.093,0.01,0.29,0.613,,105,92,0.5,1.2
100011,1936.2F,JBL,OSAKA,UC,12,5,4,,,,4,1,0.556,318,75.7,60,1,28,1,27,0,0,24,19,2.26,1,9,0.085,0.088,0.003,0.228,0.742,,67,94,2.1,1.1
100011,1937.1S,JBL,OSAKA,UC,21,8,2,,,,4,0,0.8,393,92,85,1,25,2,41,1,0,37,18,1.76,1,10,0.104,0.064,0.003,0.263,0.678,,86,81,1.6,2.1
100011,1937.2F,JBL,OSAKA,UC,19,9,4,,,,6,2,0.692,434,104.7,95,2,25,0,35,0,0,42,29,2.49,1,13,0.081,0.058,0.005,0.255,0.666,,80,79,2.2,2.4
100011,1938.2F,JBL,OSAKA,UC,7,4,2,,,,2,0,0.667,184,44.7,32,2,18,0,14,0,0,18,15,3.02,1,4,0.076,0.098,0.011,0.204,0.678,,91,101,0.7,0.5
100011,1939,JBL,OSAKA,UC,48,28,7,,,,25,8,0.8,1326,330,248,4,91,3,99,1,0,79,40,1.09,1,30,0.075,0.069,0.003,0.221,0.782,,61,85,10.5,6.3
100011,1940,JBL,HANSHIN,UC,56,22,17,,,,23,6,0.564,1380,347.3,266,5,108,4,88,0,0,94,70,1.81,1,28,0.064,0.078,0.004,0.227,0.765,,79,96,7,4.5
100011,1941,JBL,HANSHIN,UC,42,18,17,,,,21,2,0.514,1264,321.7,234,2,102,1,87,1,0,70,52,1.45,1,23,0.069,0.081,0.002,0.221,0.799,,77,79,6.6,6.5
100011,1942,JBL,HANSHIN,UC,58,26,12,,,,24,4,0.684,1518,377.3,294,4,127,3,109,1,0,96,67,1.6,1,27,0.072,0.084,0.003,0.232,0.784,,91,91,5.3,5.7
100011,1943,JBL,HANSHIN,UC,52,24,15,,,,39,10,0.615,1656,415.7,299,1,123,2,99,2,0,80,49,1.06,1,39,0.06,0.074,0.001,0.212,0.814,,67,84,10.8,7.8
100011,1944,JBL,HANSHIN,UC,31,22,4,,,,24,5,0.846,990,248,199,1,53,0,45,0,1,59,43,1.56,1,24,0.045,0.054,0.001,0.224,0.77,,63,83,7.4,4.9
100011,1946,JBL,OSAKA,UC,12,4,4,,,,7,0,0.5,359,82.7,83,1,38,3,25,1,0,35,28,3.05,1,7,0.07,0.106,0.003,0.286,0.726,,87,98,1.5,1
100011,1947,JBL,OSAKA,UC,43,26,12,,,,31,10,0.684,1318,331.7,277,8,69,5,86,1,0,101,77,2.09,1,35,0.065,0.052,0.006,0.236,0.736,,84,87,6.1,5.9
100011,1948,JBL,OSAKA,UC,48,17,20,,,,26,4,0.459,1338,326.3,318,7,66,2,78,0,2,120,90,2.48,1,33,0.058,0.049,0.005,0.266,0.707,,94,89,4.5,5.7
100011,1949,JBL,OSAKA,UC,43,15,14,,,,19,4,0.517,1135,271,271,14,73,3,93,1,1,117,99,3.29,1,25,0.082,0.064,0.012,0.273,0.703,,80,86,5.9,5.1
100011,1950,PL,MAINICHI,UC,14,4,3,,,,4,1,0.571,306,73,79,7,15,0,20,0,0,41,30,3.7,1,7,0.065,0.049,0.023,0.274,0.629,,108,101,0.5,0.8
100011,1951,PL,MAINICHI,UC,11,0,4,,,,0,0,0,173,41,46,6,6,0,14,0,1,29,22,4.83,1,5,0.081,0.035,0.035,0.284,0.528,,160,118,-0.7,0.1
100011,1953,PL,MAINICHI,UC,2,0,1,,,,0,0,0,35,6.7,15,0,2,0,1,0,0,9,8,10.8,1,1,0.029,0.057,0,0.469,0.471,,334,91,-0.5,0.1
100015,1936.1S,JBL,NAGOYA,UC,1,0,0,,,,0,0,,-1,3,2,0,0,0,3,2,0,0,0,0,1,0,0.273,0,0,0.25,1,,0,41,0.2,0.1
100018,1936.1S,JBL,NAGOYA,UC,12,2,5,,,,3,0,0.286,257,58.3,65,1,57,2,26,1,0,52,42,6.48,1,10,0.101,0.222,0.004,0.368,0.587,,151,125,-0.9,-0.1
100019,1938.2F,JBL,SENATORS,UC,1,0,0,,,,0,0,,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,1,,0,71,0.1,0
100019,1939,JBL,SENATORS,UC,6,0,1,,,,1,0,0,136,31,29,1,13,1,8,1,0,17,15,4.35,1,3,0.059,0.096,0.007,0.259,0.625,,139,108,-0.2,0.2
100019,1940,JBL,TSUBASA,UC,2,0,1,,,,0,0,0,43,9,12,1,5,0,5,0,0,9,6,6,1,1,0.116,0.116,0.023,0.344,0.513,,294,131,-0.5,0
100021,1936.1S,JBL,NAGOYA,UC,6,4,1,,,,3,1,0.8,223,49.7,41,2,35,3,12,3,0,17,13,2.36,1,3,0.054,0.157,0.009,0.229,0.814,,58,122,1.7,0
100021,1936.2F,JBL,NAGOYA,UC,17,4,8,,,,6,1,0.333,408,85,78,0,78,1,19,1,0,49,32,3.39,1,14,0.047,0.191,0,0.261,0.688,,121,135,-0.1,-0.5
100029,1936.1S,JBL,KINKO,UC,7,3,2,,,,3,1,0.6,184,43.7,37,0,20,1,11,0,0,15,11,2.27,1,5,0.06,0.109,0,0.25,0.741,,58,95,1.5,0.6
100029,1936.2F,JBL,KINKO,UC,18,3,10,,,,3,0,0.231,416,91,77,0,51,3,44,1,0,52,32,3.16,1,16,0.106,0.123,0,0.246,0.603,,120,98,-0.1,1.2
100029,1937.1S,JBL,KINKO,UC,36,15,13,,,,20,3,0.536,1090,254.7,182,0,145,7,95,5,0,88,61,2.16,1,29,0.087,0.133,0,0.221,0.737,,74,104,6.2,2.3
100029,1937.2F,JBL,KINKO,UC,20,7,4,,,,5,0,0.636,433,95.3,75,3,65,2,47,4,0,52,33,3.12,1,10,0.109,0.15,0.007,0.231,0.653,,109,106,0.6,0.8
100029,1938.1S,JBL,KINKO,UC,12,3,6,,,,5,0,0.333,358,73.3,85,1,51,2,17,3,0,49,37,4.54,1,11,0.047,0.142,0.003,0.299,0.652,,142,112,-0.7,0.5
100029,1938.2F,JBL,KINKO,UC,18,1,7,,,,5,1,0.125,433,96.7,84,2,61,2,43,1,0,50,33,3.07,1,11,0.099,0.141,0.005,0.26,0.673,,116,104,0.2,0.9
100029,1939,JBL,KINKO,UC,45,7,18,,,,10,0,0.28,1056,244,206,7,129,1,107,4,0,102,66,2.43,1,32,0.101,0.122,0.007,0.249,0.717,,106,103,1.9,2.5
100029,1940,JBL,KINKO,UC,43,9,19,,,,16,2,0.321,1212,284.3,230,5,134,3,112,2,0,114,81,2.56,1,35,0.092,0.111,0.004,0.239,0.703,,118,102,0.6,3
100029,1941,JBL,TAIYO,UC,26,3,7,,,,5,0,0.3,566,136.7,105,3,59,0,36,6,0,35,21,1.38,1,14,0.064,0.104,0.005,0.221,0.807,,90,100,1.9,1.5
100029,1942,JBL,TAIYO,UC,22,5,7,,,,7,3,0.417,513,126,82,3,50,2,46,0,0,37,23,1.64,1,14,0.09,0.097,0.006,0.197,0.747,,105,100,1,1.4
100034,1936.1S,JBL,KINKO,UC,4,1,2,,,,0,0,0.333,61,11,10,0,13,2,3,1,0,13,7,5.73,1,3,0.049,0.213,0,0.25,0.48,,200,141,-0.4,-0.1
100034,1936.2F,JBL,KINKO,UC,3,0,1,,,,0,0,0,44,8.3,11,0,8,0,2,0,0,9,8,8.64,1,1,0.045,0.182,0,0.324,0.526,,227,129,-0.4,0
100034,1937.1S,JBL,KINKO,UC,2,0,1,,,,0,0,0,31,6.7,4,0,8,0,2,1,1,4,3,4.05,1,1,0.065,0.258,0,0.19,0.667,,128,155,0,-0.1
100035,1936.1S,JBL,KYOJIN,UC,4,0,1,,,,0,0,0,84,18,23,1,3,1,5,0,0,11,8,4,1,2,0.06,0.036,0.012,0.306,0.625,,103,91,0.1,0.3
100035,1936.2F,JBL,KYOJIN,UC,10,3,3,,,,3,3,0.5,216,51.3,38,0,24,3,25,0,0,13,8,1.4,1,8,0.116,0.111,0,0.238,0.8,,53,94,1.8,0.7
100035,1937.1S,JBL,KYOJIN,UC,20,4,5,,,,4,1,0.444,491,116.7,102,4,48,2,45,1,0,51,40,3.09,1,16,0.092,0.098,0.008,0.257,0.69,,93,101,1.6,1.2
100035,1937.2F,JBL,KYOJIN,UC,9,2,4,,,,2,0,0.333,179,40.7,35,0,23,2,16,0,0,22,17,3.76,1,7,0.089,0.128,0,0.255,0.633,,108,96,0.3,0.5
100035,1938.1S,JBL,KYOJIN,UC,13,6,3,,,,1,0,0.667,241,52.3,45,2,34,4,28,0,0,26,21,3.61,1,6,0.116,0.141,0.008,0.254,0.711,,106,107,0.4,0.4
100035,1938.2F,JBL,KYOJIN,UC,14,3,4,,,,3,0,0.429,270,62.3,65,8,17,2,15,0,0,42,38,5.49,1,9,0.056,0.063,0.03,0.257,0.577,,151,122,-0.8,0
100035,1946,JBL,HANKYU,UC,11,3,3,,,,3,0,0.5,251,60.3,61,0,19,1,9,0,0,21,17,2.54,1,7,0.036,0.076,0,0.277,0.741,,72,90,1.6,1
100040,1936.1S,JBL,KYOJIN,UC,2,0,2,,,,0,0,0,19,3.7,8,1,1,0,2,0,0,4,3,7.36,1,1,0.105,0.053,0.053,0.583,0.658,,185,136,-0.1,0
100040,1936.2F,JBL,KYOJIN,UC,5,1,1,,,,0,0,0.5,93,21,20,0,11,1,8,0,0,7,3,1.29,1,2,0.086,0.118,0,0.282,0.781,,70,102,0.5,0.2
100040,1937.1S,JBL,KYOJIN,UC,1,0,0,,,,0,0,,10,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,1,,0,78,0.2,0.1
100040,1937.2F,JBL,KYOJIN,UC,13,2,1,,,,0,0,0.667,215,53.3,35,2,18,1,19,0,0,18,16,2.7,1,3,0.088,0.084,0.009,0.193,0.703,,67,93,1.5,0.8
100040,1938.1S,JBL,KYOJIN,UC,2,0,0,,,,0,0,,13,3.7,2,0,1,0,0,0,0,0,0,0,1,0,0,0.077,0,0.167,1,,0,93,0.2,0
100041,1937.2F,JBL,SENATORS,UC,1,0,0,,,,0,0,,9,2,3,0,1,0,2,0,0,0,0,0,1,0,0.222,0.111,0,0.5,1,,0,63,0.1,0.1
100042,1936.1S,JBL,KYOJIN,UC,5,1,1,,,,0,0,0.5,88,20.3,17,2,11,0,17,0,0,11,9,3.98,1,2,0.193,0.125,0.023,0.259,0.675,,92,100,0.3,0.2
100042,1936.2F,JBL,KYOJIN,UC,6,0,1,,,,0,0,0,108,25.3,15,1,16,0,15,2,0,9,5,1.78,1,3,0.139,0.148,0.009,0.189,0.743,,75,110,0.6,0.2
100042,1937.1S,JBL,KORAKUEN,UC,32,7,21,,,,23,3,0.25,1066,239,225,6,119,5,96,3,0,138,91,3.43,1,28,0.09,0.112,0.006,0.266,0.619,,123,103,-0.3,2.4
100042,1937.2F,JBL,KORAKUEN,UC,29,12,11,,,,16,3,0.522,871,196,186,11,95,1,84,2,1,104,78,3.58,1,24,0.096,0.109,0.013,0.261,0.668,,106,102,1.4,2.1
100042,1941,JBL,KUROWASHI,UC,26,7,14,,,,13,3,0.333,655,152.7,110,5,93,1,50,1,0,61,44,2.59,1,22,0.076,0.142,0.008,0.213,0.726,,141,122,-1,0.2
100042,1942,JBL,YAMATO,UC,35,3,18,,,,19,3,0.143,1021,242.3,194,9,99,5,62,0,0,80,60,2.23,1,29,0.061,0.097,0.009,0.223,0.764,,118,116,0.6,1.1
100042,1943,JBL,YAMATO,UC,34,11,10,,,,18,4,0.524,976,232,196,3,103,1,49,2,0,70,55,2.13,1,28,0.05,0.106,0.003,0.241,0.778,,104,107,1.8,1.9
100047,1936.1S,JBL,HANKYU,UC,11,6,2,,,,6,1,0.75,341,83.3,69,1,17,0,30,0,0,29,18,1.94,1,10,0.088,0.05,0.003,0.237,0.674,,59,78,2.9,2.1
100047,1936.2F,JBL,HANKYU,UC,13,6,4,,,,7,2,0.6,300,77.3,48,1,19,1,37,0,1,23,14,1.63,1,9,0.123,0.063,0.003,0.203,0.676,,63,79,2.3,1.6
100047,1937.1S,JBL,HANKYU,UC,7,2,4,,,,1,0,0.333,124,26.7,33,0,13,0,13,1,0,15,10,3.38,1,5,0.105,0.105,0,0.355,0.674,,120,89,0,0.5
100048,1936.1S,JBL,SENATORS,UC,9,4,0,,,,1,0,1,105,37.3,33,1,18,1,15,1,0,19,17,4.1,1,4,0.143,0.171,0.01,0.421,0.652,,86,107,0.6,0.2
100048,1936.2F,JBL,SENATORS,UC,16,2,5,,,,2,0,0.286,315,73,70,2,28,1,19,1,0,48,31,3.82,1,9,0.06,0.089,0.006,0.261,0.53,,138,103,-0.7,0.7
100048,1940,JBL,TSUBASA,UC,5,0,1,,,,0,0,0,80,15.3,23,0,9,2,6,0,0,17,12,7.04,1,1,0.075,0.113,0,0.365,0.5,,325,110,-1,0.1
100048,1941,JBL,KUROWASHI,UC,33,5,10,,,,9,2,0.333,830,194.3,169,6,95,1,47,0,0,78,63,2.92,1,16,0.057,0.114,0.007,0.247,0.729,,142,113,-1.3,1.1
100048,1942,JBL,YAMATO,UC,60,20,26,,,,36,7,0.435,1740,439.3,292,5,144,4,94,0,0,109,78,1.6,1,42,0.054,0.083,0.003,0.197,0.764,,89,97,6.6,5.3
100050,1936.1S,JBL,NAGOYA,UC,1,0,0,,,,0,0,,47,8.7,15,0,9,0,1,2,0,6,6,6.23,1,0,0.021,0.191,0,0.405,0.75,,117,124,0,0
100051,1936.1S,JBL,SENATORS,UC,9,2,0,,,,1,0,1,126,29.3,26,0,20,0,17,0,0,14,10,3.07,1,4,0.135,0.159,0,0.283,0.696,,81,94,0.6,0.4
100051,1936.2F,JBL,SENATORS,UC,13,3,1,,,,1,0,0.75,289,64.7,76,3,24,1,20,1,0,34,28,3.9,1,4,0.069,0.083,0.01,0.317,0.692,,111,106,0.2,0.6
100051,1937.1S,JBL,SENATORS,UC,23,5,12,,,,4,1,0.294,542,121,107,1,73,1,38,2,0,71,57,4.24,1,11,0.07,0.135,0.002,0.251,0.612,,125,109,-0.3,0.8
100051,1937.2F,JBL,SENATORS,UC,20,3,8,,,,6,1,0.273,462,105.7,91,5,60,2,33,1,0,58,43,3.66,1,11,0.071,0.13,0.011,0.242,0.651,,110,113,0.6,0.5
100051,1938.1S,JBL,SENATORS,UC,21,8,9,,,,10,0,0.471,602,137.7,133,4,55,0,39,3,0,69,45,2.94,1,14,0.065,0.091,0.007,0.261,0.652,,107,93,1,2.2
100051,1938.2F,JBL,SENATORS,UC,19,7,5,,,,8,2,0.583,458,104.3,94,7,48,0,39,0,0,57,42,3.62,1,12,0.085,0.105,0.015,0.245,0.643,,123,108,-0.1,0.8
100051,1939,JBL,SENATORS,UC,34,9,8,,,,9,2,0.529,875,212.7,173,4,84,2,86,1,0,53,31,1.31,1,23,0.098,0.096,0.005,0.247,0.813,,63,92,6.4,3.3
100051,1940,JBL,TSUBASA,UC,41,14,9,,,,20,7,0.609,1126,281.7,199,8,106,0,85,0,0,71,52,1.66,1,26,0.075,0.094,0.007,0.211,0.796,,74,104,6.5,2.5
100051,1941,JBL,TAIYO,UC,29,11,6,,,,10,3,0.647,714,179.3,123,7,75,0,45,0,0,41,32,1.61,1,17,0.063,0.105,0.01,0.2,0.834,,81,110,3.3,1.2
100051,1942,JBL,TAIYO,UC,4,1,0,,,,1,1,1,73,19,15,0,2,0,3,0,0,5,4,1.89,1,4,0.041,0.027,0,0.227,0.706,,94,67,0.2,0.5
100056,1936.1S,JBL,KINKO,UC,4,0,0,,,,0,0,,49,11.7,7,1,9,1,7,0,0,6,3,2.31,1,0,0.143,0.184,0.02,0.194,0.705,,87,129,0.2,0
100056,1936.2F,JBL,KINKO,UC,3,0,0,,,,0,0,,34,7,5,0,9,0,4,1,0,2,2,2.57,1,1,0.118,0.265,0,0.238,0.857,,60,145,0.2,-0.1
100056,1937.1S,JBL,SENATORS,UC,6,1,0,,,,0,0,1,100,21.7,15,0,22,2,12,0,0,10,8,3.32,1,1,0.12,0.22,0,0.246,0.744,,98,135,0.2,-0.1
100056,1937.2F,JBL,SENATORS,UC,8,0,1,,,,0,0,0,110,21.7,26,1,20,1,15,3,0,24,17,7.06,1,3,0.136,0.182,0.009,0.362,0.504,,221,117,-1,0.1
100056,1938.1S,JBL,SENATORS,UC,18,4,6,,,,5,0,0.4,418,95.3,87,3,56,4,28,0,0,52,38,3.59,1,9,0.067,0.134,0.007,0.267,0.665,,116,112,0.2,0.5
100056,1938.2F,JBL,SENATORS,UC,24,9,9,,,,8,2,0.5,601,136.7,115,7,79,6,61,1,1,63,50,3.29,1,12,0.101,0.131,0.012,0.247,0.72,,104,112,1.2,0.7
100056,1939,JBL,SENATORS,UC,28,7,10,,,,6,4,0.412,637,148,126,3,67,2,73,0,1,69,52,3.16,1,22,0.115,0.105,0.005,0.257,0.66,,118,92,0.3,2.4
100056,1940,JBL,TSUBASA,UC,21,2,6,,,,0,0,0.25,358,76.7,79,2,50,2,23,1,1,53,41,4.81,1,15,0.064,0.14,0.006,0.281,0.608,,203,128,-2.4,-0.1
100056,1941,JBL,KUROWASHI,UC,16,1,6,,,,3,1,0.143,319,70.3,61,0,62,0,25,0,1,28,23,2.94,1,9,0.078,0.194,0,0.269,0.772,,140,134,-0.5,-0.2
100056,1942,JBL,YAMATO,UC,17,3,7,,,,7,0,0.3,472,108,101,1,53,3,32,0,0,46,34,2.83,1,12,0.068,0.112,0.002,0.265,0.713,,152,108,-1.1,0.9
100056,1943,JBL,YAMATO,UC,1,0,0,,,,0,0,,3,0.3,0,0,2,0,0,0,0,0,0,0,1,0,0,0.667,0,0,1,,0,901,0,-0.1
100062,1936.1S,JBL,OSAKA,UC,1,0,0,,,,0,0,,13,2.7,3,0,2,0,1,0,0,3,2,6.75,1,0,0.077,0.154,0,0.3,0.4,,190,102,-0.1,0
100062,1936.2F,JBL,OSAKA,UC,8,6,0,,,,5,1,1,214,57,23,0,18,0,30,0,0,8,5,0.79,1,8,0.14,0.084,0,0.142,0.805,,30,77,2.9,1.3
100062,1937.1S,JBL,OSAKA,UC,22,11,5,,,,3,1,0.688,434,106.3,72,0,39,1,52,0,0,26,11,0.93,1,7,0.12,0.09,0,0.22,0.768,,52,82,3.9,2.2
100062,1937.2F,JBL,OSAKA,UC,8,4,1,,,,1,0,0.8,120,31.3,18,1,9,0,17,0,0,5,5,1.44,1,1,0.142,0.075,0.008,0.185,0.859,,32,77,1.6,0.7
100062,1938.1S,JBL,OSAKA,UC,6,2,0,,,,0,0,1,125,29.3,26,0,12,1,16,0,0,8,8,2.45,1,1,0.128,0.096,0,0.277,0.795,,58,76,1,0.7
100062,1938.2F,JBL,OSAKA,UC,5,2,1,,,,0,0,0.667,69,15.7,14,0,12,0,5,0,0,6,1,0.57,1,1,0.072,0.174,0,0.275,0.769,,86,114,0.3,0.1
100062,1939,JBL,OSAKA,UC,6,2,2,,,,1,0,0.5,140,32,33,1,14,1,13,0,0,19,16,4.5,1,2,0.093,0.1,0.007,0.296,0.622,,150,100,-0.4,0.4
100063,1936.2F,JBL,OSAKA,UC,6,1,0,,,,1,1,1,89,20,11,0,16,1,10,0,0,6,4,1.8,1,3,0.112,0.18,0,0.18,0.786,,63,118,0.6,0
100063,1937.1S,JBL,DAI TOKYO,UC,12,6,2,,,,7,2,0.75,357,81.3,72,0,40,1,42,1,1,29,17,1.88,1,9,0.118,0.112,0,0.266,0.743,,76,89,1.9,1.5
100063,1937.2F,JBL,LION,UC,29,13,10,,,,19,1,0.565,882,204,147,4,123,5,97,7,0,86,53,2.34,1,21,0.11,0.139,0.005,0.224,0.702,,84,100,3.9,2.2
100063,1938.1S,JBL,LION,UC,26,7,18,,,,14,1,0.28,783,167.3,158,4,120,5,80,3,0,117,78,4.2,1,21,0.102,0.153,0.005,0.274,0.598,,149,107,-2,1.4
100063,1938.2F,JBL,LION,UC,25,9,9,,,,15,1,0.5,780,177.3,125,4,119,0,109,3,0,74,49,2.49,1,18,0.14,0.153,0.005,0.226,0.713,,94,98,2.4,2.2
100063,1939,JBL,LION,UC,55,16,21,,,,22,3,0.432,1487,335,277,4,209,4,151,14,1,169,110,2.96,1,39,0.102,0.141,0.003,0.251,0.663,,128,105,-0.7,3.1
100063,1940,JBL,LION,UC,47,8,27,,,,19,1,0.229,1260,286,243,4,158,3,112,9,0,133,88,2.77,1,40,0.089,0.125,0.003,0.252,0.68,,136,109,-1.6,2.2
100063,1941,JBL,ASAHI,UC,1,0,0,,,,0,0,,30,5.7,4,0,10,0,2,1,0,2,1,1.59,1,1,0.067,0.333,0,0.222,0.857,,124,239,0,-0.2
100063,1944,JBL,ASAHI,UC,5,0,4,,,,2,0,0,140,27,27,0,34,1,3,3,1,19,17,5.67,1,4,0.021,0.243,0,0.27,0.694,,186,180,-0.6,-0.6
100064,1936.1S,JBL,HANKYU,UC,9,1,3,,,,1,0,0.25,134,27.7,40,2,8,0,12,2,0,28,17,5.53,1,3,0.09,0.06,0.015,0.358,0.442,,171,92,-0.7,0.5
100064,1936.2F,JBL,HANKYU,UC,2,1,1,,,,0,0,0.5,33,6,10,0,4,0,1,0,0,7,7,10.5,1,2,0.03,0.121,0,0.37,0.5,,245,112,-0.3,0
100064,1937.2F,JBL,HANKYU,UC,1,1,0,,,,0,0,1,21,5,5,0,1,1,2,0,0,2,1,1.8,1,1,0.095,0.048,0,0.294,0.714,,80,82,0.1,0.1
100064,1938.1S,JBL,HANKYU,UC,9,2,2,,,,3,1,0.5,203,49,45,2,12,1,16,1,0,16,11,2.02,1,5,0.079,0.059,0.01,0.253,0.761,,69,86,1.3,1
100064,1938.2F,JBL,HANKYU,UC,4,2,1,,,,2,1,0.667,88,22,17,0,8,0,8,0,0,6,3,1.23,1,3,0.091,0.091,0,0.236,0.76,,61,80,0.7,0.5
100064,1939,JBL,HANKYU,UC,7,4,2,,,,1,1,0.667,144,33.7,28,0,11,0,13,1,0,20,14,3.74,1,4,0.09,0.076,0,0.241,0.487,,150,79,-0.4,0.8
100064,1940,JBL,HANKYU,UC,27,11,7,,,,13,5,0.611,729,181.3,132,1,61,3,49,1,0,46,33,1.64,1,24,0.067,0.084,0.001,0.218,0.771,,74,94,4.1,2.5
100064,1941,JBL,HANKYU,UC,12,2,6,,,,5,1,0.25,310,70.3,72,1,27,3,18,0,0,41,29,3.71,1,9,0.058,0.087,0.003,0.281,0.606,,206,94,-1.8,1
100065,1936.1S,JBL,HANKYU,UC,2,0,0,,,,0,0,,26,5,5,0,3,0,4,0,0,5,2,3.6,1,0,0.154,0.115,0,0.278,0.375,,169,80,-0.1,0.1
100065,1936.2F,JBL,HANKYU,UC,18,7,5,,,,8,3,0.583,509,127.7,85,0,56,0,65,3,0,30,20,1.41,1,11,0.128,0.11,0,0.224,0.787,,49,87,4.9,2.2
100065,1937.1S,JBL,HANKYU,UC,23,8,6,,,,6,1,0.571,526,124.3,103,2,47,0,56,2,1,50,39,2.82,1,14,0.106,0.089,0.004,0.246,0.679,,86,88,2.2,2.2
100065,1937.2F,JBL,HANKYU,UC,20,5,4,,,,7,0,0.556,481,114,96,4,53,0,46,1,1,42,35,2.76,1,11,0.096,0.11,0.008,0.249,0.746,,74,97,2.9,1.5
100065,1938.1S,JBL,HANKYU,UC,12,5,4,,,,6,0,0.556,304,74,53,4,37,1,29,1,0,30,26,3.16,1,8,0.095,0.122,0.013,0.218,0.714,,86,108,1.3,0.5
100065,1938.2F,JBL,HANKYU,UC,16,7,6,,,,9,1,0.538,456,113,80,3,45,2,51,0,0,36,30,2.39,1,10,0.112,0.099,0.007,0.223,0.741,,72,89,2.9,1.9
100065,1939,JBL,HANKYU,UC,30,8,7,,,,9,3,0.533,653,151.7,117,3,95,2,64,0,0,57,45,2.67,1,19,0.098,0.145,0.005,0.241,0.748,,95,112,2,0.9
100065,1940,JBL,HANKYU,UC,43,16,13,,,,18,4,0.552,1137,283.7,173,3,132,4,97,5,0,80,53,1.68,1,30,0.085,0.116,0.003,0.196,0.751,,83,105,5.2,2.4
100065,1941,JBL,NANKAI,UC,28,6,7,,,,6,3,0.462,574,140,79,1,91,3,52,1,0,30,15,0.96,1,18,0.091,0.159,0.002,0.185,0.833,,76,115,2.9,0.6
100065,1942,JBL,NANKAI,UC,35,6,12,,,,9,0,0.333,793,184,133,4,121,2,63,1,1,73,48,2.35,1,22,0.079,0.153,0.005,0.22,0.731,,142,131,-1.2,-0.4
100065,1943,JBL,YAMATO,UC,37,11,13,,,,14,0,0.458,995,234.7,175,3,147,2,83,0,0,90,79,3.03,1,26,0.083,0.148,0.003,0.232,0.732,,133,119,-0.8,0.7
100065,1946,JBL,GOLD STAR,UC,36,12,16,,,,16,2,0.429,1006,222.3,228,9,121,2,105,1,0,128,93,3.76,1,25,0.104,0.12,0.009,0.29,0.659,,118,101,0.4,2.5
100069,1936.1S,JBL,OSAKA,UC,4,1,1,,,,1,0,0.5,60,15,14,0,5,0,6,1,0,10,6,3.6,1,3,0.1,0.083,0,0.292,0.474,,113,81,0,0.3
100069,1936.2F,JBL,OSAKA,UC,13,6,1,,,,3,1,0.857,260,64.7,43,0,23,2,25,0,0,16,14,1.95,1,4,0.096,0.088,0,0.209,0.765,,52,89,2.3,1.1
100069,1937.1S,JBL,OSAKA,UC,18,8,3,,,,7,1,0.727,456,113.3,95,1,30,0,33,1,0,33,22,1.75,1,15,0.072,0.066,0.002,0.245,0.744,,62,86,3.5,2.1
